song_id,valence,arousal,quadrant
839,0.5875,0.425,relax
845,0.5125,0.375,relax
846,0.625,0.5625,happy
848,0.15,0.2125,sad
851,0.5,0.425,relax
852,0.4375,0.4625,sad
855,0.2375,0.4375,sad
857,0.4875,0.5375,angry
859,0.325,0.5125,angry
864,0.5875,0.6125,happy
872,0.3,0.5625,angry
874,0.6625,0.425,relax
879,0.575,0.625,happy
880,0.4875,0.35,sad
882,0.5375,0.525,happy
884,0.5625,0.5,happy
886,0.6125,0.55,happy
889,0.7375,0.775,happy
891,0.3,0.5625,angry
893,0.7875,0.2875,relax
898,0.675,0.5625,happy
899,0.5375,0.6625,happy
902,0.75,0.2875,relax
904,0.5875,0.4,relax
908,0.5625,0.4875,relax
909,0.625,0.5625,happy
911,0.7625,0.375,relax
915,0.5,0.525,angry
924,0.55,0.65,happy
925,0.4875,0.5875,angry
926,0.375,0.5625,angry
928,0.5,0.375,relax
934,0.65,0.675,happy
936,0.55,0.4625,relax
938,0.7875,0.4,relax
939,0.65,0.2125,relax
952,0.4,0.3375,sad
954,0.5125,0.5625,happy
955,0.35,0.575,angry
956,0.4375,0.55,angry
960,0.8375,0.8375,happy
962,0.8,0.3,relax
968,0.35,0.275,sad
970,0.7,0.7,happy
973,0.6875,0.45,relax
977,0.7875,0.3125,relax
979,0.2625,0.5625,angry
980,0.6,0.4125,relax
981,0.7125,0.7,happy
983,0.475,0.6625,angry
985,0.3625,0.6375,angry
986,0.6,0.4375,relax
987,0.6625,0.325,relax
989,0.6625,0.675,happy
997,0.675,0.7125,happy
999,0.3875,0.6125,angry
1003,0.5375,0.2875,relax
1009,0.3125,0.3375,sad
1016,0.2875,0.1125,sad
1020,0.3,0.1875,sad
1021,0.65,0.475,relax
1022,0.2875,0.2875,sad
1024,0.275,0.2375,sad
1032,0.2875,0.3875,sad
1035,0.4125,0.4,sad
1037,0.5,0.425,relax
1038,0.5,0.3875,relax
1039,0.6625,0.45,relax
1040,0.65,0.5375,happy
1042,0.5,0.4125,relax
1044,0.7625,0.6375,happy
1045,0.425,0.2625,sad
1047,0.5375,0.425,relax
1048,0.5,0.7125,angry
1049,0.5375,0.7125,happy
1053,0.4375,0.6625,angry
1054,0.3375,0.6625,angry
1055,0.3375,0.6625,angry
1057,0.4625,0.7625,angry
1058,0.375,0.6,angry
1059,0.4625,0.8125,angry
1061,0.6875,0.65,happy
1069,0.4125,0.575,angry
1070,0.525,0.6,happy
1073,0.525,0.35,relax
1076,0.625,0.5,happy
1077,0.675,0.475,relax
1078,0.725,0.625,happy
1080,0.625,0.5,happy
1084,0.5125,0.3,relax
1086,0.6125,0.4125,relax
1087,0.625,0.675,happy
1088,0.7875,0.7,happy
1094,0.675,0.6625,happy
1098,0.725,0.6625,happy
1101,0.3375,0.175,sad
1103,0.325,0.3125,sad
1108,0.475,0.3375,sad
1109,0.4,0.175,sad
1110,0.5125,0.55,happy
1112,0.2625,0.1625,sad
1114,0.3,0.2875,sad
1116,0.5875,0.25,relax
1118,0.375,0.1125,sad
1120,0.3,0.225,sad
1121,0.3625,0.1625,sad
1124,0.55,0.5125,happy
1129,0.3125,0.175,sad
1130,0.35,0.2625,sad
1133,0.5,0.175,relax
1139,0.5125,0.1875,relax
1140,0.6125,0.55,happy
1143,0.35,0.5125,angry
1146,0.2,0.3,sad
1148,0.3,0.25,sad
1149,0.375,0.2,sad
1150,0.3875,0.1625,sad
1151,0.5,0.575,angry
1155,0.4,0.4125,sad
1160,0.675,0.55,happy
1169,0.3625,0.225,sad
1174,0.325,0.2875,sad
1175,0.3375,0.3,sad
1177,0.525,0.2875,relax
1178,0.4875,0.4375,sad
1179,0.3,0.3875,sad
1185,0.65,0.475,relax
1186,0.3375,0.1125,sad
1188,0.4625,0.2875,sad
1190,0.3125,0.15,sad
1200,0.275,0.325,sad
1201,0.625,0.5625,happy
1204,0.7,0.5625,happy
1208,0.65,0.45,relax
1211,0.5625,0.4625,relax
1213,0.2625,0.225,sad
1215,0.65,0.575,happy
1218,0.3625,0.3875,sad
1219,0.4125,0.15,sad
1220,0.325,0.15,sad
1223,0.45,0.575,angry
1224,0.65,0.725,happy
1227,0.4625,0.5875,angry
1228,0.55,0.2875,relax
1229,0.525,0.4125,relax
1230,0.5375,0.3375,relax
1233,0.5625,0.475,relax
1234,0.45,0.25,sad
1235,0.4875,0.6,angry
1237,0.3875,0.2875,sad
1238,0.5625,0.5125,happy
1239,0.6625,0.7125,happy
1240,0.2125,0.2,sad
1241,0.3875,0.3375,sad
1247,0.425,0.6625,angry
1248,0.3375,0.25,sad
1250,0.75,0.8,happy
1251,0.7375,0.6625,happy
1254,0.4625,0.65,angry
1256,0.5875,0.5625,happy
1257,0.5,0.35,relax
1259,0.325,0.225,sad
1262,0.4375,0.475,sad
1263,0.6,0.5125,happy
1264,0.45,0.325,sad
1266,0.575,0.5125,happy
1267,0.4375,0.3375,sad
1268,0.5375,0.3375,relax
1270,0.45,0.5375,angry
1271,0.45,0.4625,sad
1273,0.475,0.575,angry
1276,0.475,0.5625,angry
1278,0.5125,0.3875,relax
1279,0.575,0.4,relax
1280,0.6125,0.55,happy
1281,0.55,0.4375,relax
1282,0.725,0.675,happy
1283,0.2875,0.525,angry
1284,0.6625,0.7,happy
1285,0.5125,0.4875,relax
1287,0.4375,0.4125,sad
1288,0.525,0.3,relax
1289,0.5,0.425,relax
1291,0.325,0.1875,sad
1292,0.575,0.525,happy
1293,0.5875,0.5125,happy
1296,0.5,0.6125,angry
1300,0.625,0.4375,relax
1302,0.425,0.35,sad
1303,0.6375,0.6875,happy
1304,0.525,0.6625,happy
1305,0.4625,0.65,angry
1310,0.5125,0.425,relax
1312,0.5375,0.375,relax
1315,0.75,0.675,happy
1316,0.525,0.375,relax
1317,0.5375,0.65,happy
1318,0.475,0.4125,sad
1320,0.35,0.6875,angry
1321,0.4375,0.5875,angry
1323,0.5625,0.5,happy
1325,0.6125,0.6,happy
1326,0.6375,0.5,happy
1327,0.5625,0.225,relax
1329,0.5375,0.4,relax
1331,0.5375,0.425,relax
1333,0.4375,0.5875,angry
1334,0.35,0.85,angry
1337,0.5,0.6875,angry
1339,0.775,0.725,happy
1341,0.3125,0.275,sad
1344,0.6625,0.5625,happy
1347,0.45,0.375,sad
1351,0.6625,0.6125,happy
1354,0.45,0.125,sad
1355,0.6625,0.35,relax
1357,0.4375,0.625,angry
1358,0.625,0.625,happy
1360,0.5625,0.2375,relax
1362,0.425,0.55,angry
1363,0.5125,0.325,relax
1364,0.4125,0.65,angry
1365,0.6875,0.675,happy
1367,0.7625,0.775,happy
1369,0.725,0.7,happy
1372,0.475,0.525,angry
1373,0.7,0.5875,happy
1374,0.625,0.3875,relax
1376,0.75,0.7,happy
1378,0.5625,0.5875,happy
1379,0.6,0.5875,happy
1382,0.475,0.4625,sad
1383,0.575,0.25,relax
1384,0.6,0.55,happy
1387,0.6375,0.4375,relax
1388,0.725,0.85,happy
1389,0.4,0.2875,sad
1391,0.4125,0.5875,angry
1393,0.65,0.3875,relax
1394,0.625,0.3875,relax
1399,0.6375,0.675,happy
1402,0.575,0.1875,relax
1404,0.35,0.2125,sad
1407,0.325,0.35,sad
1410,0.625,0.425,relax
1411,0.3625,0.2125,sad
1412,0.45,0.275,sad
1414,0.3375,0.375,sad
1415,0.5875,0.4625,relax
1416,0.425,0.2125,sad
1423,0.4,0.5625,angry
1424,0.4375,0.3125,sad
1426,0.7,0.675,happy
1427,0.5,0.4875,relax
1428,0.4625,0.3125,sad
1430,0.45,0.275,sad
1431,0.3875,0.3875,sad
1435,0.325,0.5375,angry
1436,0.4625,0.35,sad
1437,0.5125,0.4375,relax
1440,0.5125,0.4875,relax
1441,0.5,0.375,relax
1442,0.5375,0.225,relax
1443,0.6,0.2375,relax
1444,0.45,0.2625,sad
1445,0.5125,0.325,relax
1446,0.6,0.275,relax
1447,0.425,0.3875,sad
1448,0.425,0.425,sad
1450,0.5875,0.5,happy
1451,0.5125,0.475,relax
1454,0.525,0.325,relax
1456,0.4125,0.15,sad
1457,0.55,0.475,relax
1461,0.5375,0.4,relax
1463,0.2875,0.25,sad
1465,0.525,0.3375,relax
1466,0.6375,0.4375,relax
1470,0.5125,0.275,relax
1472,0.5,0.525,angry
1474,0.7,0.675,happy
1475,0.4125,0.275,sad
1476,0.4375,0.5125,angry
1477,0.5125,0.4375,relax
1478,0.5125,0.3125,relax
1479,0.5,0.5125,angry
1480,0.475,0.5375,angry
1481,0.3625,0.3375,sad
1484,0.425,0.35,sad
1485,0.4625,0.35,sad
1491,0.475,0.525,angry
1492,0.2875,0.225,sad
1493,0.375,0.6375,angry
1497,0.425,0.325,sad
1499,0.475,0.4375,sad
1503,0.6125,0.3875,relax
1506,0.5,0.475,relax
1510,0.3875,0.575,angry
1511,0.5625,0.575,happy
1512,0.35,0.525,angry
1513,0.6375,0.6625,happy
1514,0.45,0.55,angry
1516,0.575,0.4875,relax
1519,0.5,0.575,angry
1523,0.7375,0.475,relax
1524,0.575,0.425,relax
1528,0.5625,0.45,relax
1530,0.65,0.4,relax
1531,0.5125,0.475,relax
1537,0.6125,0.3,relax
1538,0.6625,0.4625,relax
1541,0.525,0.45,relax
1543,0.6375,0.55,happy
1544,0.675,0.55,happy
1546,0.5375,0.425,relax
1547,0.375,0.6,angry
1548,0.45,0.3375,sad
1549,0.4875,0.525,angry
1554,0.6,0.4375,relax
1555,0.425,0.2375,sad
1556,0.4625,0.6375,angry
1558,0.3,0.6125,angry
1560,0.525,0.525,happy
1561,0.5,0.625,angry
1562,0.475,0.6625,angry
1563,0.5125,0.5875,happy
1564,0.6375,0.675,happy
1565,0.45,0.4875,sad
1566,0.65,0.5375,happy
1569,0.575,0.6,happy
1570,0.525,0.45,relax
1571,0.425,0.7375,angry
1576,0.55,0.3625,relax
1577,0.525,0.4625,relax
1578,0.6125,0.475,relax
1579,0.6,0.4875,relax
1582,0.6125,0.55,happy
1583,0.575,0.525,happy
1585,0.5,0.3625,relax
1586,0.4125,0.5,sad
1587,0.5,0.5625,angry
1588,0.4875,0.6,angry
1589,0.6,0.6375,happy
1590,0.4,0.65,angry
1591,0.6125,0.4625,relax
1592,0.6375,0.675,happy
1596,0.5625,0.5125,happy
1598,0.4125,0.5625,angry
1601,0.5,0.5375,angry
1602,0.5,0.3375,relax
1603,0.55,0.3625,relax
1604,0.4375,0.325,sad
1605,0.575,0.375,relax
1606,0.575,0.4875,relax
1608,0.4375,0.75,angry
1610,0.675,0.3875,relax
1611,0.5875,0.65,happy
1614,0.7,0.45,relax
1615,0.5875,0.45,relax
1616,0.475,0.5625,angry
1617,0.6375,0.6125,happy
1618,0.6375,0.3625,relax
1625,0.4875,0.425,sad
1626,0.6375,0.625,happy
1628,0.4625,0.475,sad
1629,0.675,0.6625,happy
1631,0.5875,0.475,relax
1632,0.525,0.3,relax
1634,0.5625,0.6375,happy
1636,0.45,0.525,angry
1637,0.5625,0.325,relax
1638,0.6125,0.3625,relax
1640,0.7,0.6375,happy
1641,0.45,0.5375,angry
1642,0.5125,0.4875,relax
1644,0.5,0.6125,angry
1650,0.6125,0.4625,relax
1651,0.475,0.625,angry
1652,0.775,0.6625,happy
1654,0.475,0.2625,sad
1655,0.6375,0.6375,happy
1657,0.575,0.5875,happy
1661,0.5875,0.6625,happy
1663,0.45,0.4875,sad
1664,0.4,0.375,sad
1667,0.625,0.8125,happy
1668,0.5625,0.5625,happy
1669,0.5625,0.4875,relax
1672,0.425,0.2,sad
1674,0.5,0.5375,angry
1676,0.575,0.4875,relax
1677,0.725,0.675,happy
1678,0.5125,0.4,relax
1679,0.55,0.575,happy
1681,0.5,0.3125,relax
1683,0.625,0.475,relax
1684,0.5125,0.5,happy
1685,0.55,0.4375,relax
1687,0.5125,0.4625,relax
1688,0.525,0.4625,relax
1689,0.7625,0.675,happy
1690,0.55,0.45,relax
1691,0.3375,0.325,sad
1694,0.4375,0.6375,angry
1696,0.35,0.2875,sad
1700,0.575,0.5,happy
1710,0.325,0.2375,sad
1711,0.5,0.275,relax
1714,0.6375,0.375,relax
1715,0.6125,0.575,happy
1717,0.625,0.475,relax
1719,0.5,0.2875,relax
1720,0.8125,0.625,happy
1722,0.5,0.2625,relax
1723,0.4125,0.3,sad
1725,0.525,0.425,relax
1726,0.45,0.275,sad
1730,0.5375,0.3625,relax
1735,0.4625,0.25,sad
1740,0.5375,0.4125,relax
1744,0.4875,0.4125,sad
1745,0.7625,0.6125,happy
1746,0.5875,0.475,relax
1748,0.55,0.3875,relax
1749,0.7125,0.45,relax
1750,0.4625,0.5375,angry
1751,0.3875,0.4125,sad
1757,0.5,0.2625,relax
1758,0.55,0.25,relax
1759,0.55,0.4625,relax
1762,0.6375,0.55,happy
1763,0.425,0.3125,sad
1764,0.4875,0.375,sad
1765,0.6,0.45,relax
1766,0.3375,0.25,sad
1768,0.3875,0.2625,sad
1769,0.6125,0.5375,happy
1771,0.4875,0.5375,angry
1773,0.55,0.3875,relax
1774,0.4875,0.475,sad
1775,0.45,0.25,sad
1776,0.475,0.35,sad
1777,0.5375,0.425,relax
1779,0.5875,0.2375,relax
1781,0.4,0.2125,sad
1782,0.4625,0.525,angry
1788,0.325,0.625,angry
1791,0.5375,0.2875,relax
1792,0.6375,0.5125,happy
1793,0.5125,0.4,relax
1798,0.5875,0.375,relax
1802,0.5875,0.7,happy
1803,0.3875,0.325,sad
1804,0.5875,0.6125,happy
1805,0.5875,0.4875,relax
1808,0.55,0.5375,happy
1810,0.3875,0.375,sad
1812,0.5,0.5,sad
1813,0.6375,0.5875,happy
1816,0.5,0.4375,relax
1817,0.7,0.625,happy
1823,0.2125,0.575,angry
1827,0.575,0.7125,happy
1828,0.6,0.7,happy
1830,0.5875,0.5375,happy
1835,0.5375,0.275,relax
1836,0.575,0.45,relax
1840,0.475,0.55,angry
1847,0.275,0.2,sad
1850,0.3375,0.2125,sad
1852,0.3875,0.4625,sad
1854,0.525,0.4375,relax
1856,0.6375,0.7125,happy
1857,0.5375,0.5,happy
1859,0.525,0.5,happy
1860,0.3375,0.3125,sad
1862,0.5125,0.4875,relax
1864,0.6375,0.8,happy
1865,0.725,0.6125,happy
1868,0.6,0.5,happy
1869,0.3875,0.3375,sad
1870,0.55,0.575,happy
1872,0.4375,0.4,sad
1874,0.5,0.6625,angry
1880,0.55,0.275,relax
1881,0.5,0.525,angry
1883,0.575,0.4375,relax
1884,0.6875,0.575,happy
1886,0.3875,0.25,sad
1889,0.575,0.5625,happy
1890,0.625,0.6,happy
1891,0.5,0.3125,relax
1892,0.5125,0.6375,happy
1894,0.475,0.475,sad
1897,0.4,0.35,sad
1898,0.5125,0.4,relax
1900,0.6875,0.7125,happy
1901,0.525,0.675,happy
1902,0.425,0.7875,angry
1904,0.3875,0.3,sad
1905,0.3375,0.6875,angry
1906,0.425,0.65,angry
1907,0.4875,0.6875,angry
1908,0.525,0.5125,happy
1909,0.4875,0.5,sad
1911,0.4125,0.55,angry
1914,0.5375,0.6625,happy
1915,0.6625,0.6875,happy
1917,0.3875,0.45,sad
1918,0.3,0.45,sad
1919,0.4375,0.55,angry
1921,0.425,0.6875,angry
1925,0.4875,0.4375,sad
1926,0.525,0.6375,happy
1927,0.575,0.45,relax
1928,0.3375,0.575,angry
1931,0.4625,0.5625,angry
1932,0.475,0.625,angry
1934,0.6,0.35,relax
1935,0.4625,0.425,sad
1938,0.575,0.75,happy
1941,0.525,0.425,relax
1942,0.675,0.725,happy
1945,0.625,0.6375,happy
1946,0.375,0.625,angry
1947,0.5,0.8,angry
1948,0.375,0.7125,angry
1949,0.15,0.5125,angry
1951,0.45,0.375,sad
1953,0.5125,0.425,relax
1956,0.55,0.6125,happy
1958,0.475,0.5125,angry
1959,0.4625,0.6,angry
1960,0.4375,0.7125,angry
1963,0.3625,0.5625,angry
1964,0.325,0.7125,angry
1965,0.2875,0.3125,sad
1966,0.325,0.5,sad
1967,0.4625,0.7375,angry
1968,0.45,0.6475,angry
1969,0.3375,0.5875,angry
1971,0.5625,0.5625,happy
1972,0.625,0.6125,happy
1974,0.3,0.4625,sad
1975,0.4625,0.575,angry
1976,0.4875,0.55,angry
1977,0.4625,0.525,angry
1979,0.5625,0.775,happy
1981,0.5125,0.6,happy
1985,0.475,0.575,angry
1986,0.375,0.5125,angry
1988,0.5625,0.6,happy
1989,0.5,0.5875,angry
1991,0.5,0.625,angry
1992,0.4875,0.725,angry
1993,0.3125,0.75,angry
1996,0.3625,0.6125,angry
1997,0.5375,0.3625,relax
1998,0.675,0.65,happy
1999,0.45,0.55,angry
