song_id,valence,arousal
333,0.7125,0.6375
334,0.6125,0.6125
335,0.725,0.725
336,0.6375,0.7
338,0.25,0.35
339,0.6125,0.7375
340,0.35,0.45
341,0.35,0.425
342,0.375,0.5125
343,0.75,0.8875
344,0.45,0.525
345,0.775,0.6875
346,0.7125,0.7875
347,0.3525,0.6025
348,0.5,0.5875
349,0.45,0.6
350,0.625,0.6875
352,0.5625,0.4375
353,0.375,0.475
354,0.7625,0.675
355,0.5125,0.6875
356,0.45,0.575
357,0.475,0.6875
358,0.575,0.4
359,0.1875,0.3375
360,0.1875,0.5625
361,0.19375,0.295
362,0.375,0.6125
364,0.5625,0.6875
365,0.625,0.7625
366,0.7375,0.6375
367,0.2625,0.2125
368,0.475,0.6375
369,0.2375,0.3
370,0.35,0.3
371,0.525,0.7
372,0.325,0.475
374,0.75,0.4875
375,0.1125,0.225
376,0.5,0.6125
378,0.5625,0.6125
379,0.1125,0.2375
380,0.575,0.475
381,0.625,0.7125
383,0.4,0.325
384,0.325,0.3875
386,0.5,0.5625
387,0.65,0.65
390,0.5875,0.65
391,0.5625,0.6375
392,0.3,0.475
393,0.625,0.675
395,0.7125,0.65
397,0.75,0.75
399,0.7125,0.75
400,0.5125,0.575
401,0.5625,0.675
402,0.7625,0.7625
403,0.5125,0.525
404,0.7375,0.725
405,0.6375,0.8
406,0.5375,0.4125
407,0.4125,0.4375
408,0.7,0.6375
410,0.35,0.5125
415,0.625,0.525
416,0.5625,0.525
419,0.2875,0.375
420,0.4375,0.55
422,0.225,0.3375
423,0.525,0.4375
425,0.7625,0.725
426,0.5375,0.5375
427,0.525,0.6
428,0.7,0.7
429,0.2875,0.4125
430,0.375,0.2375
431,0.6375,0.5625
432,0.5375,0.5375
435,0.4375,0.6125
436,0.4125,0.525
437,0.525,0.4125
440,0.5375,0.6625
441,0.45,0.5125
442,0.3875,0.4375
444,0.1625,0.1875
445,0.175,0.45
448,0.7125,0.6875
449,0.325,0.35
450,0.3875,0.5
451,0.4875,0.425
452,0.55625,0.71875
453,0.45,0.575
454,0.5,0.475
455,0.55,0.5875
456,0.6375,0.1625
458,0.3,0.5
459,0.6625,0.6375
460,0.35,0.35
461,0.475,0.425
462,0.6,0.45
463,0.5,0.5875
464,0.5125,0.575
466,0.7,0.6125
467,0.5875,0.725
468,0.325,0.3
469,0.5125,0.5375
472,0.6875,0.525
473,0.7625,0.5625
475,0.575,0.5
477,0.7625,0.775
478,0.225,0.275
479,0.4375,0.5875
480,0.2125,0.3875
481,0.3,0.4625
482,0.1125,0.3125
484,0.675,0.6875
485,0.2,0.3375
486,0.65,0.5875
487,0.4375,0.5375
488,0.075,0.3
489,0.45,0.525
490,0.3625,0.3375
492,0.425,0.475
493,0.3375,0.4875
494,0.3375,0.3875
496,0.4625,0.6125
497,0.65,0.5875
498,0.2375,0.225
499,0.325,0.325
500,0.625,0.525
501,0.1875,0.425
502,0.475,0.45
503,0.6,0.675
504,0.475,0.375
506,0.2375,0.3875
507,0.4875,0.475
512,0.5125,0.55
513,0.2625,0.4
514,0.4125,0.6
515,0.35,0.3
518,0.3875,0.3
519,0.725,0.5375
520,0.375,0.5625
521,0.35,0.45
522,0.3125,0.2125
523,0.5125,0.6125
524,0.2875,0.375
525,0.4125,0.475
527,0.375,0.5875
529,0.4625,0.6
530,0.2875,0.3125
535,0.6375,0.6875
536,0.5125,0.4375
537,0.5,0.2
540,0.3875,0.425
544,0.475,0.4375
547,0.3,0.475
550,0.4,0.6125
551,0.275,0.375
554,0.225,0.5
555,0.525,0.475
556,0.575,0.6375
558,0.225,0.275
560,0.2375,0.45
561,0.7375,0.75
564,0.4625,0.4875
565,0.2625,0.25
568,0.55,0.2625
574,0.4375,0.475
577,0.575,0.5625
579,0.2625,0.275
580,0.175,0.425
581,0.5375,0.625
582,0.2625,0.4875
584,0.1875,0.175
585,0.375,0.4
586,0.525,0.6125
591,0.5875,0.65
592,0.55625,0.51125
594,0.4,0.2625
597,0.475,0.675
598,0.375,0.575
600,0.3125,0.375
605,0.425,0.625
606,0.3875,0.575
607,0.425,0.6375
608,0.2375,0.35
609,0.5375,0.56875
610,0.6625,0.6875
611,0.5125,0.475
612,0.575,0.7
613,0.525,0.725
614,0.4125,0.3375
615,0.275,0.5
616,0.3125,0.5
617,0.6875,0.25
620,0.6,0.425
621,0.2375,0.425
622,0.4375,0.5
623,0.35,0.6125
625,0.2625,0.425
628,0.4875,0.725
629,0.8,0.825
631,0.825,0.2625
632,0.4,0.55
634,0.4625,0.6
635,0.7,0.825
637,0.15,0.325
638,0.275,0.425
639,0.6375,0.6625
640,0.825,0.85
643,0.3125,0.4
644,0.4125,0.575
645,0.45,0.5875
646,0.2625,0.35
647,0.25,0.6
648,0.5125,0.725
649,0.65,0.7125
650,0.625,0.4
651,0.675,0.7625
652,0.275,0.4125
653,0.5375,0.6875
654,0.5125,0.425
656,0.2,0.3875
657,0.5125,0.575
658,0.425,0.5875
660,0.1375,0.225
661,0.15,0.225
662,0.6125,0.5125
663,0.2875,0.4125
664,0.75,0.7
665,0.5875,0.65
666,0.5375,0.5
667,0.4,0.4875
668,0.5,0.5375
671,0.2625,0.3375
672,0.425,0.6625
673,0.7,0.7125
674,0.725,0.8
675,0.5125,0.6
676,0.7,0.7
677,0.6875,0.5375
681,0.4875,0.7
682,0.475,0.625
684,0.4125,0.4875
685,0.4375,0.325
686,0.3,0.5625
687,0.7875,0.8
688,0.4125,0.5
689,0.35,0.45
690,0.175,0.425
691,0.5,0.3375
692,0.7375,0.6375
693,0.65,0.5375
695,0.6125,0.65
696,0.5375,0.6
697,0.475,0.6
698,0.3625,0.3375
699,0.3375,0.4375
700,0.475,0.575
702,0.8125,0.2875
703,0.5125,0.625
704,0.3875,0.4
706,0.5625,0.625
707,0.275,0.2625
708,0.275,0.275
709,0.6,0.5
710,0.55,0.5125
711,0.2375,0.2625
712,0.3,0.5375
713,0.4875,0.6625
714,0.425,0.475
715,0.2375,0.4125
717,0.4375,0.4875
718,0.6125,0.6875
719,0.7625,0.775
721,0.5875,0.5625
722,0.5875,0.75
723,0.6875,0.775
724,0.625,0.6375
725,0.5125,0.5125
726,0.75,0.325
727,0.4125,0.4375
728,0.7375,0.8125
729,0.675,0.3125
730,0.3375,0.4375
731,0.7875,0.6
732,0.575,0.6625
733,0.4125,0.5
734,0.5875,0.6625
735,0.4125,0.4875
736,0.2125,0.3375
737,0.3875,0.4875
738,0.5625,0.65
739,0.65,0.7375
740,0.3375,0.375
741,0.45,0.425
742,0.6375,0.6875
743,0.2625,0.5
744,0.6375,0.5625
745,0.4,0.075
746,0.3375,0.45
747,0.325,0.4875
748,0.5125,0.425
749,0.4,0.4875
750,0.5375,0.5875
756,0.6125,0.725
757,0.625,0.6375
758,0.475,0.6125
759,0.7125,0.6125
763,0.3125,0.5625
764,0.6625,0.8125
767,0.525,0.6875
769,0.65,0.5
773,0.4375,0.4625
775,0.3375,0.425
776,0.3125,0.4375
777,0.65,0.5125
779,0.225,0.5375
780,0.6,0.65
781,0.4875,0.6625
782,0.775,0.4625
784,0.4625,0.5875
787,0.6375,0.6625
789,0.3625,0.525
790,0.775,0.55
791,0.2125,0.45
794,0.1875,0.4
795,0.15,0.3125
796,0.525,0.5125
797,0.4875,0.55
798,0.6875,0.6125
799,0.3875,0.575
800,0.4375,0.4375
801,0.2875,0.3125
804,0.7375,0.725
805,0.15,0.3125
806,0.675,0.7
807,0.475,0.6875
808,0.2625,0.4125
810,0.6875,0.7
811,0.3875,0.4875
813,0.65,0.7125
814,0.6375,0.5375
815,0.5625,0.6125
818,0.6125,0.725
819,0.375,0.5875
820,0.675,0.675
823,0.475,0.475
824,0.775,0.75
825,0.3875,0.5875
826,0.375,0.4625
829,0.1625,0.4375
830,0.5375,0.6125
831,0.525,0.65
833,0.5,0.6
834,0.4625,0.4125
836,0.7625,0.5875
839,0.5875,0.425
841,0.4,0.4625
844,0.35,0.3
845,0.5125,0.375
846,0.625,0.5625
848,0.15,0.2125
850,0.325,0.2625
851,0.5,0.425
852,0.4375,0.4625
854,0.2375,0.35
855,0.2375,0.4375
856,0.7125,0.575
857,0.4875,0.5375
858,0.425,0.4375
859,0.325,0.5125
860,0.7,0.7125
863,0.675,0.75
864,0.5875,0.6125
865,0.225,0.45
866,0.6,0.5125
867,0.6,0.6875
869,0.2,0.3875
871,0.675,0.625
872,0.3,0.5625
873,0.725,0.75
874,0.6625,0.425
876,0.6625,0.7125
879,0.575,0.625
880,0.4875,0.35
882,0.5375,0.525
884,0.5625,0.5
886,0.6125,0.55
887,0.5125,0.575
889,0.7375,0.775
890,0.325,0.4625
891,0.3,0.5625
892,0.3625,0.2375
893,0.7875,0.2875
897,0.4875,0.4125
898,0.675,0.5625
899,0.5375,0.6625
902,0.75,0.2875
903,0.6125,0.575
904,0.5875,0.4
908,0.5625,0.4875
909,0.625,0.5625
910,0.75,0.7
911,0.7625,0.375
913,0.475,0.2875
915,0.5,0.525
921,0.6125,0.6375
924,0.55,0.65
925,0.4875,0.5875
926,0.375,0.5625
928,0.5,0.375
931,0.6625,0.6875
932,0.4375,0.4875
934,0.65,0.675
936,0.55,0.4625
938,0.7875,0.4
939,0.65,0.2125
941,0.775,0.6125
942,0.475,0.3875
944,0.7625,0.6875
945,0.1625,0.225
949,0.5875,0.6375
952,0.4,0.3375
954,0.5125,0.5625
955,0.35,0.575
956,0.4375,0.55
957,0.225,0.4625
958,0.5625,0.5125
959,0.65,0.675
960,0.8375,0.8375
961,0.575,0.5625
962,0.8,0.3
964,0.825,0.75
967,0.225,0.425
968,0.35,0.275
970,0.7,0.7
973,0.6875,0.45
974,0.3875,0.4
976,0.65,0.6125
977,0.7875,0.3125
978,0.8375,0.6375
979,0.2625,0.5625
980,0.6,0.4125
981,0.7125,0.7
983,0.475,0.6625
985,0.3625,0.6375
986,0.6,0.4375
987,0.6625,0.325
988,0.55,0.6125
989,0.6625,0.675
990,0.625,0.6375
991,0.2625,0.3125
993,0.425,0.35
994,0.7,0.5375
995,0.4625,0.175
996,0.625,0.7125
997,0.675,0.7125
999,0.3875,0.6125
1000,0.725,0.575
1001,0.425,0.35
1002,0.4375,0.275
1003,0.5375,0.2875
1004,0.35,0.4625
1005,0.55,0.5125
1006,0.45,0.425
1007,0.525,0.55
1008,0.625,0.55
1009,0.3125,0.3375
1010,0.6875,0.6875
1011,0.4375,0.25
1012,0.4125,0.2375
1013,0.275,0.3125
1014,0.4875,0.4375
1015,0.6125,0.6625
1016,0.2875,0.1125
1017,0.3875,0.35
1018,0.3375,0.1875
1019,0.4125,0.225
1020,0.3,0.1875
1021,0.65,0.475
1022,0.2875,0.2875
1023,0.2375,0.1625
1024,0.275,0.2375
1025,0.5125,0.6375
1026,0.3375,0.225
1027,0.45,0.35
1028,0.4375,0.475
1029,0.3625,0.4375
1030,0.5875,0.525
1031,0.475,0.5
1032,0.2875,0.3875
1033,0.5375,0.575
1034,0.2875,0.225
1035,0.4125,0.4
1036,0.475,0.25
1037,0.5,0.425
1038,0.5,0.3875
1039,0.6625,0.45
1040,0.65,0.5375
1041,0.575,0.55
1042,0.5,0.4125
1043,0.4875,0.5
1044,0.7625,0.6375
1045,0.425,0.2625
1046,0.575,0.5
1047,0.5375,0.425
1048,0.5,0.7125
1049,0.5375,0.7125
1050,0.625,0.6
1051,0.525,0.5375
1052,0.5625,0.7
1053,0.4375,0.6625
1054,0.3375,0.6625
1055,0.3375,0.6625
1056,0.4,0.5
1057,0.4625,0.7625
1058,0.375,0.6
1059,0.4625,0.8125
1060,0.525,0.6375
1061,0.6875,0.65
1062,0.3875,0.4125
1063,0.525,0.675
1064,0.525,0.7625
1065,0.625,0.675
1066,0.6375,0.5625
1067,0.375,0.3
1068,0.6125,0.5375
1069,0.4125,0.575
1070,0.525,0.6
1071,0.6875,0.5375
1072,0.6625,0.5625
1073,0.525,0.35
1074,0.725,0.675
1075,0.675,0.7
1076,0.625,0.5
1077,0.675,0.475
1078,0.725,0.625
1079,0.7375,0.575
1080,0.625,0.5
1081,0.5,0.3125
1082,0.7125,0.675
1083,0.6375,0.7
1084,0.5125,0.3
1085,0.6375,0.525
1086,0.6125,0.4125
1087,0.625,0.675
1088,0.7875,0.7
1089,0.675,0.7
1090,0.575,0.7
1091,0.5875,0.6
1092,0.6,0.6625
1093,0.6,0.625
1094,0.675,0.6625
1095,0.65,0.65
1096,0.35,0.325
1097,0.5625,0.55
1098,0.725,0.6625
1099,0.5875,0.6125
1100,0.6625,0.575
1101,0.3375,0.175
1102,0.1625,0.4375
1103,0.325,0.3125
1104,0.4,0.425
1105,0.35,0.3375
1106,0.25,0.3625
1107,0.25,0.275
1108,0.475,0.3375
1109,0.4,0.175
1110,0.5125,0.55
1111,0.275,0.2375
1112,0.2625,0.1625
1113,0.3,0.25
1114,0.3,0.2875
1115,0.425,0.3625
1116,0.5875,0.25
1117,0.4,0.3
1118,0.375,0.1125
1119,0.3,0.1375
1120,0.3,0.225
1121,0.3625,0.1625
1122,0.725,0.55
1123,0.2625,0.2625
1124,0.55,0.5125
1125,0.4875,0.25
1126,0.3625,0.275
1127,0.3,0.25
1128,0.3375,0.2125
1129,0.3125,0.175
1130,0.35,0.2625
1131,0.4375,0.3
1132,0.45,0.3
1133,0.5,0.175
1134,0.3875,0.1375
1135,0.2625,0.2125
1136,0.4375,0.3
1137,0.4125,0.4
1138,0.425,0.3375
1139,0.5125,0.1875
1140,0.6125,0.55
1141,0.4375,0.325
1142,0.275,0.1375
1143,0.35,0.5125
1144,0.3375,0.45
1145,0.4625,0.175
1146,0.2,0.3
1147,0.45,0.325
1148,0.3,0.25
1149,0.375,0.2
1150,0.3875,0.1625
1151,0.5,0.575
1152,0.6375,0.575
1153,0.3625,0.1875
1154,0.3625,0.425
1155,0.4,0.4125
1156,0.75,0.575
1157,0.7375,0.6375
1158,0.65,0.65
1159,0.6,0.625
1160,0.675,0.55
1161,0.3875,0.1875
1162,0.325,0.35
1163,0.65,0.5375
1164,0.325,0.2625
1165,0.3125,0.225
1166,0.45,0.2875
1167,0.325,0.225
1168,0.425,0.2875
1169,0.3625,0.225
1170,0.2625,0.1375
1171,0.325,0.1125
1172,0.3625,0.1875
1173,0.4125,0.375
1174,0.325,0.2875
1175,0.3375,0.3
1176,0.4875,0.2125
1177,0.525,0.2875
1178,0.4875,0.4375
1179,0.3,0.3875
1180,0.2875,0.2
1181,0.3375,0.425
1182,0.2125,0.15
1183,0.3375,0.275
1184,0.4,0.1625
1185,0.65,0.475
1186,0.3375,0.1125
1187,0.425,0.3875
1188,0.4625,0.2875
1189,0.475,0.275
1190,0.3125,0.15
1191,0.425,0.2
1192,0.3375,0.2375
1193,0.425,0.3625
1194,0.3,0.1875
1195,0.4,0.375
1196,0.35,0.2125
1197,0.3625,0.225
1198,0.3125,0.1
1199,0.4375,0.3125
1200,0.275,0.325
1201,0.625,0.5625
1202,0.3875,0.2125
1203,0.375,0.3
1204,0.7,0.5625
1205,0.625,0.5875
1206,0.5125,0.6
1207,0.4625,0.3
1208,0.65,0.45
1209,0.425,0.2125
1210,0.35,0.175
1211,0.5625,0.4625
1212,0.3125,0.2125
1213,0.2625,0.225
1214,0.65,0.5375
1215,0.65,0.575
1216,0.5625,0.5375
1217,0.3625,0.2
1218,0.3625,0.3875
1219,0.4125,0.15
1220,0.325,0.15
1221,0.55,0.5375
1222,0.3875,0.275
1223,0.45,0.575
1224,0.65,0.725
1225,0.3,0.45
1226,0.3625,0.35
1227,0.4625,0.5875
1228,0.55,0.2875
1229,0.525,0.4125
1230,0.5375,0.3375
1231,0.5625,0.6875
1232,0.7375,0.6625
1233,0.5625,0.475
1234,0.45,0.25
1235,0.4875,0.6
1236,0.4375,0.4875
1237,0.3875,0.2875
1238,0.5625,0.5125
1239,0.6625,0.7125
1240,0.2125,0.2
1241,0.3875,0.3375
1242,0.4625,0.4125
1243,0.6,0.5875
1244,0.45,0.3375
1245,0.675,0.5375
1246,0.4375,0.2625
1247,0.425,0.6625
1248,0.3375,0.25
1249,0.5125,0.575
1250,0.75,0.8
1251,0.7375,0.6625
1252,0.525,0.5125
1253,0.3875,0.25
1254,0.4625,0.65
1255,0.3,0.125
1256,0.5875,0.5625
1257,0.5,0.35
1258,0.5875,0.575
1259,0.325,0.225
1260,0.775,0.6875
1261,0.35,0.2625
1262,0.4375,0.475
1263,0.6,0.5125
1264,0.45,0.325
1265,0.6,0.5625
1266,0.575,0.5125
1267,0.4375,0.3375
1268,0.5375,0.3375
1269,0.3125,0.425
1270,0.45,0.5375
1271,0.45,0.4625
1272,0.375,0.275
1273,0.475,0.575
1274,0.625,0.55
1275,0.3125,0.225
1276,0.475,0.5625
1277,0.2375,0.15
1278,0.5125,0.3875
1279,0.575,0.4
1280,0.6125,0.55
1281,0.55,0.4375
1282,0.725,0.675
1283,0.2875,0.525
1284,0.6625,0.7
1285,0.5125,0.4875
1286,0.35,0.25
1287,0.4375,0.4125
1288,0.525,0.3
1289,0.5,0.425
1290,0.7,0.7
1291,0.325,0.1875
1292,0.575,0.525
1293,0.5875,0.5125
1294,0.6125,0.5625
1295,0.7375,0.675
1296,0.5,0.6125
1297,0.475,0.3375
1298,0.7375,0.575
1299,0.4375,0.4625
1300,0.625,0.4375
1301,0.425,0.225
1302,0.425,0.35
1303,0.6375,0.6875
1304,0.525,0.6625
1305,0.4625,0.65
1306,0.5375,0.5375
1307,0.5125,0.55
1308,0.6,0.5375
1309,0.6875,0.8
1310,0.5125,0.425
1311,0.3875,0.3125
1312,0.5375,0.375
1313,0.4,0.25
1314,0.3875,0.3875
1315,0.75,0.675
1316,0.525,0.375
1317,0.5375,0.65
1318,0.475,0.4125
1319,0.6875,0.575
1320,0.35,0.6875
1321,0.4375,0.5875
1322,0.6875,0.5625
1323,0.5625,0.5
1324,0.6375,0.7125
1325,0.6125,0.6
1326,0.6375,0.5
1327,0.5625,0.225
1328,0.425,0.2125
1329,0.5375,0.4
1330,0.5875,0.775
1331,0.5375,0.425
1332,0.1875,0.1625
1333,0.4375,0.5875
1334,0.35,0.85
1335,0.55,0.575
1336,0.325,0.2125
1337,0.5,0.6875
1338,0.65,0.675
1339,0.775,0.725
1340,0.675,0.5875
1341,0.3125,0.275
1342,0.6875,0.675
1343,0.625,0.55
1344,0.6625,0.5625
1345,0.4375,0.2375
1346,0.6875,0.575
1347,0.45,0.375
1348,0.6,0.6625
1349,0.525,0.525
1350,0.375,0.2
1351,0.6625,0.6125
1352,0.7125,0.675
1353,0.5375,0.675
1354,0.45,0.125
1355,0.6625,0.35
1356,0.525,0.525
1357,0.4375,0.625
1358,0.625,0.625
1359,0.325,0.3
1360,0.5625,0.2375
1361,0.425,0.1875
1362,0.425,0.55
1363,0.5125,0.325
1364,0.4125,0.65
1365,0.6875,0.675
1366,0.55,0.6625
1367,0.7625,0.775
1368,0.3,0.2875
1369,0.725,0.7
1370,0.4125,0.3875
1371,0.5875,0.55
1372,0.475,0.525
1373,0.7,0.5875
1374,0.625,0.3875
1375,0.575,0.575
1376,0.75,0.7
1377,0.3375,0.2625
1378,0.5625,0.5875
1379,0.6,0.5875
1380,0.3875,0.4375
1381,0.6375,0.7625
1382,0.475,0.4625
1383,0.575,0.25
1384,0.6,0.55
1385,0.625,0.625
1386,0.6125,0.5
1387,0.6375,0.4375
1388,0.725,0.85
1389,0.4,0.2875
1390,0.6375,0.6625
1391,0.4125,0.5875
1392,0.65,0.7125
1393,0.65,0.3875
1394,0.625,0.3875
1395,0.4625,0.3125
1396,0.6375,0.625
1397,0.4125,0.2875
1398,0.7375,0.825
1399,0.6375,0.675
1400,0.575,0.6
1401,0.6,0.5375
1402,0.575,0.1875
1403,0.575,0.5125
1404,0.35,0.2125
1405,0.3375,0.15
1406,0.3625,0.3375
1407,0.325,0.35
1408,0.4,0.5
1409,0.4875,0.3375
1410,0.625,0.425
1411,0.3625,0.2125
1412,0.45,0.275
1413,0.4125,0.3875
1414,0.3375,0.375
1415,0.5875,0.4625
1416,0.425,0.2125
1417,0.45,0.175
1418,0.4125,0.35
1419,0.3375,0.1875
1420,0.475,0.2625
1421,0.4,0.275
1422,0.3875,0.225
1423,0.4,0.5625
1424,0.4375,0.3125
1425,0.5125,0.525
1426,0.7,0.675
1427,0.5,0.4875
1428,0.4625,0.3125
1429,0.25,0.1625
1430,0.45,0.275
1431,0.3875,0.3875
1432,0.3375,0.2
1433,0.375,0.325
1434,0.3375,0.225
1435,0.325,0.5375
1436,0.4625,0.35
1437,0.5125,0.4375
1438,0.325,0.2375
1439,0.3875,0.2375
1440,0.5125,0.4875
1441,0.5,0.375
1442,0.5375,0.225
1443,0.6,0.2375
1444,0.45,0.2625
1445,0.5125,0.325
1446,0.6,0.275
1447,0.425,0.3875
1448,0.425,0.425
1449,0.45,0.3875
1450,0.5875,0.5
1451,0.5125,0.475
1452,0.4,0.3625
1453,0.375,0.35
1454,0.525,0.325
1455,0.3875,0.4
1456,0.4125,0.15
1457,0.55,0.475
1458,0.4,0.4625
1459,0.55,0.5125
1460,0.475,0.3625
1461,0.5375,0.4
1462,0.475,0.3625
1463,0.2875,0.25
1464,0.475,0.425
1465,0.525,0.3375
1466,0.6375,0.4375
1467,0.375,0.4
1468,0.3375,0.125
1469,0.2625,0.275
1470,0.5125,0.275
1471,0.7875,0.725
1472,0.5,0.525
1473,0.6375,0.625
1474,0.7,0.675
1475,0.4125,0.275
1476,0.4375,0.5125
1477,0.5125,0.4375
1478,0.5125,0.3125
1479,0.5,0.5125
1480,0.475,0.5375
1481,0.3625,0.3375
1482,0.4125,0.3
