song_id,valence,arousal,label
1666,0.35,0.2875,sad
153,0.3625,0.4375,sad
1404,0.35,0.2125,sad
384,0.325,0.3875,sad
1262,0.4375,0.475,sad
1406,0.3625,0.3375,sad
1212,0.3125,0.2125,sad
1244,0.45,0.3375,sad
1701,0.375,0.2625,sad
1150,0.3875,0.1625,sad
1760,0.4125,0.3875,sad
1838,0.45,0.5,sad
1011,0.4375,0.25,sad
1460,0.475,0.3625,sad
1146,0.2,0.3,sad
1155,0.4,0.4125,sad
1732,0.4,0.25,sad
1287,0.4375,0.4125,sad
1819,0.3875,0.3875,sad
1757,0.5,0.2625,sad
187,0.1875,0.3375,sad
1726,0.45,0.275,sad
250,0.3,0.325,sad
1686,0.3375,0.2875,sad
1489,0.4875,0.45,sad
1131,0.4375,0.3,sad
1220,0.325,0.15,sad
1180,0.2875,0.2,sad
1418,0.4125,0.35,sad
608,0.2375,0.35,sad
223,0.15,0.3125,sad
1860,0.3375,0.3125,sad
829,0.1625,0.4375,sad
1027,0.45,0.35,sad
1548,0.45,0.3375,sad
957,0.225,0.4625,sad
1995,0.4625,0.4625,sad
560,0.2375,0.45,sad
551,0.275,0.375,sad
865,0.225,0.45,sad
942,0.475,0.3875,sad
1172,0.3625,0.1875,sad
1164,0.325,0.2625,sad
22,0.375,0.475,sad
1925,0.4875,0.4375,sad
1909,0.4875,0.5,sad
1449,0.45,0.3875,sad
280,0.4,0.2875,sad
90,0.4125,0.4,sad
1747,0.4125,0.2375,sad
163,0.325,0.4375,sad
184,0.325,0.3,sad
1197,0.3625,0.225,sad
140,0.4,0.4375,sad
1983,0.2375,0.3,sad
1107,0.25,0.275,sad
1101,0.3375,0.175,sad
873,0.725,0.75,happy
836,0.7625,0.5875,happy
272,0.6125,0.675,happy
1876,0.6625,0.5,happy
1887,0.625,0.6,happy
1868,0.6,0.5,happy
1520,0.5375,0.5375,happy
1326,0.6375,0.5,happy
275,0.5375,0.5625,happy
1338,0.65,0.675,happy
981,0.7125,0.7,happy
1704,0.5375,0.675,happy
1265,0.6,0.5625,happy
73,0.6,0.575,happy
55,0.6,0.55,happy
1846,0.6,0.6,happy
500,0.625,0.525,happy
1853,0.6875,0.5875,happy
581,0.5375,0.625,happy
1680,0.725,0.6375,happy
806,0.675,0.7,happy
739,0.65,0.7375,happy
1367,0.7625,0.775,happy
1595,0.575,0.6125,happy
1040,0.65,0.5375,happy
105,0.6875,0.5,happy
1796,0.6,0.625,happy
1884,0.6875,0.575,happy
824,0.775,0.75,happy
958,0.5625,0.5125,happy
1594,0.575,0.55,happy
415,0.625,0.525,happy
473,0.7625,0.5625,happy
988,0.55,0.6125,happy
1450,0.5875,0.5,happy
703,0.5125,0.625,happy
710,0.55,0.5125,happy
1640,0.7,0.6375,happy
1915,0.6625,0.6875,happy
1544,0.675,0.55,happy
866,0.6,0.5125,happy
1597,0.5625,0.5,happy
1817,0.7,0.625,happy
1620,0.6625,0.5875,happy
1473,0.6375,0.625,happy
1513,0.6375,0.6625,happy
1589,0.6,0.6375,happy
42,0.6375,0.5125,happy
472,0.6875,0.525,happy
1379,0.6,0.5875,happy
612,0.575,0.7,happy
1093,0.6,0.625,happy
469,0.5125,0.5375,happy
1557,0.5625,0.6625,happy
503,0.6,0.675,happy
1159,0.6,0.625,happy
978,0.8375,0.6375,happy
610,0.6625,0.6875,happy
1998,0.675,0.65,happy
273,0.55,0.775,happy
1806,0.6875,0.65,happy
674,0.725,0.8,happy
1583,0.575,0.525,happy
996,0.625,0.7125,happy
20,0.55,0.6875,happy
1044,0.7625,0.6375,happy
1390,0.6375,0.6625,happy
750,0.5375,0.5875,happy
820,0.675,0.675,happy
1091,0.5875,0.6,happy
1030,0.5875,0.525,happy
1080,0.625,0.5,happy
305,0.675,0.725,happy
1729,0.5125,0.55,happy
286,0.5875,0.7375,happy
1857,0.5375,0.5,happy
1658,0.65,0.6125,happy
976,0.65,0.6125,happy
1879,0.55,0.675,happy
675,0.5125,0.6,happy
1403,0.575,0.5125,happy
1010,0.6875,0.6875,happy
867,0.6,0.6875,happy
1231,0.5625,0.6875,happy
378,0.5625,0.6125,happy
56,0.675,0.6,happy
884,0.5625,0.5,happy
1890,0.625,0.6,happy
1543,0.6375,0.55,happy
65,0.675,0.6,happy
1353,0.5375,0.675,happy
1655,0.6375,0.6375,happy
889,0.7375,0.775,happy
343,0.75,0.8875,happy
1901,0.525,0.675,happy
949,0.5875,0.6375,happy
1792,0.6375,0.5125,happy
1306,0.5375,0.5375,happy
519,0.725,0.5375,happy
1848,0.5625,0.5,happy
1940,0.5125,0.575,happy
709,0.6,0.5,happy
339,0.6125,0.7375,happy
400,0.5125,0.575,happy
910,0.75,0.7,happy
1094,0.675,0.6625,happy
1670,0.6125,0.55,happy
1657,0.575,0.5875,happy
1075,0.675,0.7,happy
1673,0.6375,0.6125,happy
1369,0.725,0.7,happy
924,0.55,0.65,happy
804,0.7375,0.725,happy
1366,0.55,0.6625,happy
1250,0.75,0.8,happy
1564,0.6375,0.675,happy
464,0.5125,0.575,happy
1280,0.6125,0.55,happy
1923,0.675,0.65,happy
1319,0.6875,0.575,happy
1092,0.6,0.6625,happy
728,0.7375,0.8125,happy
1534,0.5875,0.5875,happy
767,0.525,0.6875,happy
1284,0.6625,0.7,happy
1649,0.6375,0.625,happy
404,0.7375,0.725,happy
673,0.7,0.7125,happy
721,0.5875,0.5625,happy
306,0.5875,0.7125,happy
428,0.7,0.7,happy
989,0.6625,0.675,happy
7,0.6,0.675,happy
1124,0.55,0.5125,happy
1752,0.5625,0.6375,happy
39,0.7875,0.55,happy
1808,0.55,0.5375,happy
1566,0.65,0.5375,happy
1400,0.575,0.6,happy
1066,0.6375,0.5625,happy
1971,0.5625,0.5625,happy
1274,0.625,0.55,happy
1892,0.5125,0.6375,happy
1695,0.5875,0.575,happy
846,0.625,0.5625,happy
934,0.65,0.675,happy
759,0.7125,0.6125,happy
613,0.525,0.725,happy
1813,0.6375,0.5875,happy
734,0.5875,0.6625,happy
586,0.525,0.6125,happy
1335,0.55,0.575,happy
639,0.6375,0.6625,happy
1295,0.7375,0.675,happy
1348,0.6,0.6625,happy
997,0.675,0.7125,happy
1592,0.6375,0.675,happy
1507,0.5625,0.5875,happy
350,0.625,0.6875,happy
871,0.675,0.625,happy
467,0.5875,0.725,happy
1090,0.575,0.7,happy
333,0.7125,0.6375,happy
257,0.825,0.7375,happy
676,0.7,0.7,happy
1293,0.5875,0.5125,happy
787,0.6375,0.6625,happy
1215,0.65,0.575,happy
1089,0.675,0.7,happy
1304,0.525,0.6625,happy
724,0.625,0.6375,happy
112,0.725,0.675,happy
961,0.575,0.5625,happy
864,0.5875,0.6125,happy
455,0.55,0.5875,happy
192,0.6,0.6375,happy
1981,0.5125,0.6,happy
1619,0.525,0.5375,happy
561,0.7375,0.75,happy
1540,0.5875,0.5125,happy
742,0.6375,0.6875,happy
1095,0.65,0.65,happy
1629,0.675,0.6625,happy
954,0.5125,0.5625,happy
83,0.6375,0.6,happy
818,0.6125,0.725,happy
970,0.7,0.7,happy
1239,0.6625,0.7125,happy
431,0.6375,0.5625,happy
1033,0.5375,0.575,happy
387,0.65,0.65,happy
640,0.825,0.85,happy
1858,0.525,0.575,happy
72,0.7125,0.575,happy
1703,0.5375,0.7125,happy
371,0.525,0.7,happy
245,0.4,0.6375,angry
1143,0.35,0.5125,angry
127,0.25,0.5375,angry
357,0.475,0.6875,angry
1296,0.5,0.6125,angry
1587,0.5,0.5625,angry
1423,0.4,0.5625,angry
1334,0.35,0.85,angry
49,0.3625,0.5375,angry
1333,0.4375,0.5875,angry
520,0.375,0.5625,angry
1986,0.375,0.5125,angry
681,0.4875,0.7,angry
157,0.375,0.65,angry
1771,0.4875,0.5375,angry
1069,0.4125,0.575,angry
1558,0.3,0.6125,angry
1967,0.4625,0.7375,angry
1906,0.425,0.65,angry
647,0.25,0.6,angry
91,0.4375,0.5625,angry
1364,0.4125,0.65,angry
1964,0.325,0.7125,angry
496,0.4625,0.6125,angry
453,0.45,0.575,angry
1247,0.425,0.6625,angry
319,0.4375,0.7,angry
347,0.3525,0.6025,angry
5,0.425,0.5375,angry
1223,0.45,0.575,angry
41,0.4125,0.5125,angry
1254,0.4625,0.65,angry
1985,0.475,0.575,angry
915,0.5,0.525,angry
983,0.475,0.6625,angry
114,0.475,0.5875,angry
1055,0.3375,0.6625,angry
658,0.425,0.5875,angry
489,0.45,0.525,angry
1996,0.3625,0.6125,angry
265,0.4375,0.675,angry
1588,0.4875,0.6,angry
550,0.4,0.6125,angry
1058,0.375,0.6,angry
672,0.425,0.6625,angry
348,0.5,0.5875,angry
1932,0.475,0.625,angry
285,0.3125,0.5125,angry
298,0.375,0.55,angry
1510,0.3875,0.575,angry
763,0.3125,0.5625,angry
420,0.4375,0.55,angry
155,0.325,0.55,angry
208,0.475,0.6875,angry
284,0.425,0.525,angry
1948,0.375,0.7125,angry
857,0.4875,0.5375,angry
1561,0.5,0.625,angry
797,0.4875,0.55,angry
1905,0.3375,0.6875,angry
758,0.475,0.6125,angry
1911,0.4125,0.55,angry
1992,0.4875,0.725,angry
1337,0.5,0.6875,angry
781,0.4875,0.6625,angry
323,0.4775,0.59125,angry
1969,0.3375,0.5875,angry
623,0.35,0.6125,angry
1479,0.5,0.5125,angry
1993,0.3125,0.75,angry
1519,0.5,0.575,angry
1476,0.4375,0.5125,angry
1931,0.4625,0.5625,angry
1958,0.475,0.5125,angry
634,0.4625,0.6,angry
313,0.325,0.5375,angry
644,0.4125,0.575,angry
308,0.4125,0.7,angry
784,0.4625,0.5875,angry
807,0.475,0.6875,angry
514,0.4125,0.6,angry
1512,0.35,0.525,angry
1598,0.4125,0.5625,angry
686,0.3,0.5625,angry
607,0.425,0.6375,angry
779,0.225,0.5375,angry
1320,0.35,0.6875,angry
527,0.375,0.5875,angry
1616,0.475,0.5625,angry
1874,0.5,0.6625,angry
342,0.375,0.5125,angry
697,0.475,0.6,angry
999,0.3875,0.6125,angry
925,0.4875,0.5875,angry
1480,0.475,0.5375,angry
210,0.4,0.5625,angry
1921,0.425,0.6875,angry
1674,0.5,0.5375,angry
1391,0.4125,0.5875,angry
1053,0.4375,0.6625,angry
1057,0.4625,0.7625,angry
35,0.475,0.6875,angry
1782,0.4625,0.525,angry
1048,0.5,0.7125,angry
700,0.475,0.575,angry
1991,0.5,0.625,angry
833,0.5,0.6,angry
368,0.475,0.6375,angry
1644,0.5,0.6125,angry
1273,0.475,0.575,angry
212,0.45,0.55,angry
150,0.5,0.55,angry
872,0.3,0.5625,angry
1571,0.425,0.7375,angry
789,0.3625,0.525,angry
956,0.4375,0.55,angry
435,0.4375,0.6125,angry
1949,0.15,0.5125,angry
1472,0.5,0.525,angry
979,0.2625,0.5625,angry
1493,0.375,0.6375,angry
1059,0.4625,0.8125,angry
145,0.2625,0.55,angry
1975,0.4625,0.575,angry
1946,0.375,0.625,angry
859,0.325,0.5125,angry
926,0.375,0.5625,angry
645,0.45,0.5875,angry
436,0.4125,0.525,angry
1977,0.4625,0.525,angry
529,0.4625,0.6,angry
1919,0.4375,0.55,angry
1435,0.325,0.5375,angry
349,0.45,0.6,angry
362,0.375,0.6125,angry
1491,0.475,0.525,angry
1641,0.45,0.5375,angry
1562,0.475,0.6625,angry
598,0.375,0.575,angry
1227,0.4625,0.5875,angry
479,0.4375,0.5875,angry
1514,0.45,0.55,angry
1976,0.4875,0.55,angry
52,0.45,0.5125,angry
231,0.3875,0.575,angry
597,0.475,0.675,angry
1601,0.5,0.5375,angry
487,0.4375,0.5375,angry
1235,0.4875,0.6,angry
1549,0.4875,0.525,angry
985,0.3625,0.6375,angry
410,0.35,0.5125,angry
137,0.4125,0.6,angry
1283,0.2875,0.525,angry
360,0.1875,0.5625,angry
386,0.5,0.5625,angry
177,0.475,0.575,angry
60,0.4125,0.675,angry
1999,0.45,0.55,angry
1928,0.3375,0.575,angry
1959,0.4625,0.6,angry
632,0.4,0.55,angry
1903,0.275,0.7375,angry
1840,0.475,0.55,angry
17,0.425,0.625,angry
1694,0.4375,0.6375,angry
1636,0.45,0.525,angry
1960,0.4375,0.7125,angry
891,0.3,0.5625,angry
606,0.3875,0.575,angry
713,0.4875,0.6625,angry
344,0.45,0.525,angry
376,0.5,0.6125,angry
1372,0.475,0.525,angry
1321,0.4375,0.5875,angry
180,0.475,0.6125,angry
1968,0.45,0.6475,angry
682,0.475,0.625,angry
1963,0.3625,0.5625,angry
202,0.45,0.525,angry
1151,0.5,0.575,angry
1788,0.325,0.625,angry
288,0.3125,0.525,angry
152,0.425,0.575,angry
356,0.45,0.575,angry
1902,0.425,0.7875,angry
1651,0.475,0.625,angry
1881,0.5,0.525,angry
799,0.3875,0.575,angry
1547,0.375,0.6,angry
1947,0.5,0.8,angry
668,0.5,0.5375,angry
1590,0.4,0.65,angry
1270,0.45,0.5375,angry
216,0.4375,0.5375,angry
1907,0.4875,0.6875,angry
122,0.5625,0.45,relax
1466,0.6375,0.4375,relax
726,0.75,0.325,relax
1531,0.5125,0.475,relax
1443,0.6,0.2375,relax
939,0.65,0.2125,relax
1725,0.525,0.425,relax
1618,0.6375,0.3625,relax
328,0.525,0.4,relax
1077,0.675,0.475,relax
702,0.8125,0.2875,relax
1230,0.5375,0.3375,relax
243,0.775,0.3875,relax
406,0.5375,0.4125,relax
654,0.5125,0.425,relax
1688,0.525,0.4625,relax
1690,0.55,0.45,relax
729,0.675,0.3125,relax
71,0.6125,0.3375,relax
1777,0.5375,0.425,relax
358,0.575,0.4,relax
1437,0.5125,0.4375,relax
536,0.5125,0.4375,relax
1288,0.525,0.3,relax
986,0.6,0.4375,relax
253,0.7,0.1875,relax
1880,0.55,0.275,relax
25,0.8625,0.4625,relax
1530,0.65,0.4,relax
1281,0.55,0.4375,relax
1578,0.6125,0.475,relax
62,0.65,0.3625,relax
1084,0.5125,0.3,relax
161,0.6625,0.3125,relax
980,0.6,0.4125,relax
1683,0.625,0.475,relax
1003,0.5375,0.2875,relax
1953,0.5125,0.425,relax
611,0.5125,0.475,relax
1442,0.5375,0.225,relax
300,0.725,0.4375,relax
1793,0.5125,0.4,relax
782,0.775,0.4625,relax
1746,0.5875,0.475,relax
92,0.6,0.4625,relax
1826,0.5125,0.3375,relax
904,0.5875,0.4,relax
1410,0.625,0.425,relax
1454,0.525,0.325,relax
1541,0.525,0.45,relax
1528,0.5625,0.45,relax
1477,0.5125,0.4375,relax
1363,0.5125,0.325,relax
1394,0.625,0.3875,relax
1478,0.5125,0.3125,relax
845,0.5125,0.375,relax
1316,0.525,0.375,relax
103,0.575,0.2875,relax
631,0.825,0.2625,relax
131,0.6375,0.4875,relax
1898,0.5125,0.4,relax
908,0.5625,0.4875,relax
1758,0.55,0.25,relax
293,0.6625,0.4,relax
1139,0.5125,0.1875,relax
1446,0.6,0.275,relax
1631,0.5875,0.475,relax
1278,0.5125,0.3875,relax
1503,0.6125,0.3875,relax
1934,0.6,0.35,relax
374,0.75,0.4875,relax
555,0.525,0.475,relax
1941,0.525,0.425,relax
1749,0.7125,0.45,relax
987,0.6625,0.325,relax
107,0.625,0.475,relax
1374,0.625,0.3875,relax
1538,0.6625,0.4625,relax
617,0.6875,0.25,relax
1714,0.6375,0.375,relax
1883,0.575,0.4375,relax
973,0.6875,0.45,relax
462,0.6,0.45,relax
1773,0.55,0.3875,relax
24,0.5375,0.3625,relax
1116,0.5875,0.25,relax
1360,0.5625,0.2375,relax
1836,0.575,0.45,relax
1327,0.5625,0.225,relax
19,0.6125,0.4125,relax
352,0.5625,0.4375,relax
1021,0.65,0.475,relax
1676,0.575,0.4875,relax
1554,0.6,0.4375,relax
1603,0.55,0.3625,relax
1177,0.525,0.2875,relax
839,0.5875,0.425,relax
650,0.625,0.4,relax
1312,0.5375,0.375,relax
893,0.7875,0.2875,relax
1759,0.55,0.4625,relax
1387,0.6375,0.4375,relax
962,0.8,0.3,relax
1772,0.575,0.4125,relax
1039,0.6625,0.45,relax
380,0.575,0.475,relax
1310,0.5125,0.425,relax
748,0.5125,0.425,relax
1233,0.5625,0.475,relax
1862,0.5125,0.4875,relax
456,0.6375,0.1625,relax
1805,0.5875,0.4875,relax
59,0.5375,0.3875,relax
1740,0.5375,0.4125,relax
1516,0.575,0.4875,relax
1461,0.5375,0.4,relax
1642,0.5125,0.4875,relax
1229,0.525,0.4125,relax
1523,0.7375,0.475,relax
1615,0.5875,0.45,relax
1300,0.625,0.4375,relax
977,0.7875,0.3125,relax
1329,0.5375,0.4,relax
1465,0.525,0.3375,relax
1285,0.5125,0.4875,relax
874,0.6625,0.425,relax
87,0.5375,0.2,relax
1355,0.6625,0.35,relax
1211,0.5625,0.4625,relax
1637,0.5625,0.325,relax
1605,0.575,0.375,relax
43,0.7125,0.3125,relax
1799,0.6,0.4375,relax
81,0.6375,0.3625,relax
1997,0.5375,0.3625,relax
1669,0.5625,0.4875,relax
1457,0.55,0.475,relax
1765,0.6,0.45,relax
1687,0.5125,0.4625,relax
1415,0.5875,0.4625,relax
1927,0.575,0.45,relax
1279,0.575,0.4,relax
1228,0.55,0.2875,relax
936,0.55,0.4625,relax
1835,0.5375,0.275,relax
1632,0.525,0.3,relax
1268,0.5375,0.3375,relax
1451,0.5125,0.475,relax
1086,0.6125,0.4125,relax
1779,0.5875,0.2375,relax
1331,0.5375,0.425,relax
1650,0.6125,0.4625,relax
568,0.55,0.2625,relax
46,0.5375,0.375,relax
1073,0.525,0.35,relax
1383,0.575,0.25,relax
1610,0.675,0.3875,relax
1047,0.5375,0.425,relax
113,0.55,0.35,relax
1402,0.575,0.1875,relax
1854,0.525,0.4375,relax
1445,0.5125,0.325,relax
1614,0.7,0.45,relax
620,0.6,0.425,relax
104,0.6375,0.2875,relax
1678,0.5125,0.4,relax
1791,0.5375,0.2875,relax
1546,0.5375,0.425,relax
1524,0.575,0.425,relax
260,0.5375,0.325,relax
317,0.6375,0.4125,relax
423,0.525,0.4375,relax
902,0.75,0.2875,relax
1576,0.55,0.3625,relax
1638,0.6125,0.3625,relax
1185,0.65,0.475,relax
1393,0.65,0.3875,relax
1577,0.525,0.4625,relax
1685,0.55,0.4375,relax
1730,0.5375,0.3625,relax
1537,0.6125,0.3,relax
1748,0.55,0.3875,relax
437,0.525,0.4125,relax
330,0.6125,0.2625,relax
1570,0.525,0.45,relax
1579,0.6,0.4875,relax
1470,0.5125,0.275,relax
1606,0.575,0.4875,relax
45,0.5125,0.1375,relax
1717,0.625,0.475,relax
938,0.7875,0.4,relax
1440,0.5125,0.4875,relax
1798,0.5875,0.375,relax
1208,0.65,0.45,relax
911,0.7625,0.375,relax
1591,0.6125,0.4625,relax
