song_id,tempo,beats_total,beats_avg,chroma_stft_mean,chroma_stft_std,chroma_cq_mean,chroma_cq_std,chroma_cens_mean,chroma_cens_std,melspectrogram_mean,melspectrogram_std,mfcc_mean,mfcc_std,mfcc_delta_mean,mfcc_delta_std,rms_mean,rms_std,centroid_mean,centroid_std,spec_bw_mean,spec_bw_std,contrast_mean,contrast_std,flatness_mean,flatness_std,rolloff_mean,rolloff_std,poly_mean,poly_std,tonnetz_mean,tonnetz_std,zcr_mean,zcr_std
18,92.28515625,63098,927.9117647,0.308815228,0.306204981,0.428194458,0.281903389,0.238065402,0.163273383,1.27373521,7.674056908,-3.747361789,50.51686941,0.009179732,2.6194537,0.615023196,0.015455888,2169.070753,888.4226499,2430.654349,397.5122164,22.73834719,7.871904939,0.01181873,0.037437394,4914.440522,1586.389796,0.790588306,0.891147899,0.024800114,0.075007238,0.086552568,0.067322859
19,123.046875,88169,948.0537634,0.414933278,0.281655062,0.556305139,0.257186767,0.265599833,0.113093156,12.32451521,79.91356551,4.795346864,39.01405794,0.010877945,2.193902275,2.017807961,0.175100893,1627.566933,630.67129,1986.028186,560.3322879,21.45158195,6.613704619,0.009114078,0.034754265,3514.868076,1646.615981,2.808732942,3.083013052,-0.003599666,0.067568101,0.068350314,0.032520032
20,112.3471467,77758,948.2682927,0.352894952,0.301685512,0.519171851,0.253810154,0.266479629,0.111004238,3.772720312,17.70302395,1.958091778,41.18590971,0.013215703,3.574990942,1.449947119,0.048396837,2192.306171,696.5101173,2381.278169,463.8106857,20.94239661,7.124782302,0.017712789,0.033559106,4632.258175,1516.769575,1.599156571,2.053651694,0.006739578,0.061493138,0.110976764,0.056716342
21,135.9991776,96323,963.23,0.280675021,0.284015091,0.418169371,0.266860417,0.234472259,0.168392675,9.539930233,44.89450996,-1.57658468,37.63339087,0.011837203,2.667262557,1.539137959,0.052986857,1658.082465,433.8339962,2056.391729,411.0378754,24.33367133,7.228174749,0.004227642,0.032201529,3595.490228,1205.841467,2.237983487,2.443131078,0.013218493,0.091406366,0.071233719,0.023235794
22,99.38401442,67991,944.3194444,0.412757573,0.291312947,0.488068162,0.26159493,0.255273361,0.134791857,3.586313618,22.38326651,0.42048107,48.21235644,0.01331414,2.515969035,1.099141002,0.117243774,1574.123748,406.9943086,1907.735283,422.2988051,21.01225361,7.00988286,0.00491649,0.023140116,3214.518741,1120.891869,1.622398833,1.879838716,-0.002565909,0.063654576,0.073490607,0.026409719
24,95.703125,57812,875.9393939,0.266749984,0.300833228,0.443617666,0.285004367,0.244687982,0.153170248,5.858834532,35.09329069,-1.776193326,35.11844133,0.008693027,1.939375604,1.281678438,0.125566974,2065.445324,398.9064165,2211.167795,171.8660149,21.52796357,7.317493114,0.009417928,0.030256463,4384.514051,621.3135063,1.770764201,1.941788568,-0.018302359,0.083949631,0.081286627,0.04013793
25,71.77734375,48424,931.2307692,0.443420344,0.298179493,0.515626194,0.256223079,0.264156925,0.11642359,4.414887933,24.10611875,3.731222218,32.42409258,0.015620078,1.974607911,1.598022699,0.144023493,2294.977779,441.9239117,2272.352006,293.3547059,19.50758727,8.055032909,0.015362639,0.033300001,4743.772414,809.58732,1.961507518,2.206979893,0.004353214,0.056489486,0.103786054,0.059624561
31,83.35433468,57115,951.9166667,0.373094255,0.302400425,0.425359316,0.289481004,0.240355677,0.159882713,4.0367066,31.8697364,1.648067122,40.84228244,0.007814268,2.862285303,1.089032054,0.011070831,2344.363968,712.5857469,2660.940343,519.0015074,21.40381918,8.403726282,0.012420335,0.027298015,5508.137861,1689.926327,1.308095331,1.665365929,-0.003074149,0.087973853,0.093344525,0.046935298
32,71.77734375,39180,833.6170213,0.309446101,0.290351614,0.532915697,0.244545766,0.264751459,0.11506519,14.09273803,92.15560359,-2.287574788,43.23521627,0.008283394,2.48055917,2.416079044,0.063282788,1722.61381,210.9319551,1391.410656,143.915094,23.35029399,6.685951975,0.002768372,0.030502448,2850.701955,248.0605788,3.238696348,4.065430146,0.007028979,0.062975327,0.12612204,0.025551776
35,95.703125,71107,974.0684932,0.258910427,0.305023893,0.414637869,0.279967443,0.249787997,0.144704146,13.7303583,112.391347,-0.941971112,40.89023645,0.002440556,3.517865582,1.63299191,0.028746804,1783.885467,617.5430557,2231.547988,437.482057,23.11526956,7.339588393,0.004893557,0.009942567,3868.454918,1665.238213,2.160842064,2.588462695,-0.032101805,0.083515976,0.069958804,0.039204609
37,135.9991776,100254,963.9807692,0.420948606,0.29837965,0.526123182,0.264412889,0.268568614,0.105850049,5.224238269,30.30904094,2.441260365,34.63900891,0.012884532,2.370264535,1.427060485,0.007486566,1961.924621,428.5141067,2083.783875,326.5310734,19.87876004,8.023565046,0.012927697,0.033400614,4038.652142,847.6522785,1.998947995,2.186780493,0.005095209,0.060666685,0.077664405,0.032106354
39,123.046875,85211,946.7888889,0.3517285,0.300141274,0.569568678,0.244765776,0.271935225,0.096873972,7.463550586,45.75475232,-0.899531239,29.03301637,0.008230565,2.645215931,2.388677359,0.029434836,2505.858818,394.438179,2110.02216,274.9411718,21.36989717,8.670488649,0.019573823,0.036235247,4547.843563,713.0846473,2.957369789,3.374918781,0.00843793,0.055001332,0.159119564,0.034046708
40,123.046875,85280,937.1428571,0.334562246,0.298230078,0.455439585,0.277171976,0.246272723,0.150609028,2.647715017,17.25199508,-2.470886958,54.87701823,0.011546904,2.600361282,0.747693956,0.166781291,1537.635061,704.5388039,2031.732638,530.6883528,21.69480806,6.346881692,0.007020403,0.034664582,3312.324724,1658.306246,1.068473348,1.406252261,0.023202095,0.083321201,0.054153686,0.037920097
41,112.3471467,80077,953.297619,0.417718048,0.274444184,0.565094147,0.236444566,0.269207528,0.104214396,6.336095337,29.99642627,1.13554505,37.48649204,0.010389696,1.885808379,1.585812092,0.026944749,1573.652504,233.3353447,1825.122973,289.8315204,20.05177714,6.689304261,0.0068117,0.032142136,3075.324342,602.4155844,2.45953962,2.553137335,-0.009864157,0.055584501,0.075970774,0.01443133
42,107.6660156,76061,950.7625,0.475141615,0.271781071,0.561418617,0.240609982,0.269315893,0.103934033,5.01223031,24.78683946,4.825176855,36.41486246,0.012188033,1.632899224,1.38665247,0.011015693,1634.890928,333.3837683,1968.277179,260.4434277,19.03336399,6.292291418,0.008607842,0.027297975,3329.244095,757.5933386,2.094055463,2.177169057,0.00494426,0.057083405,0.074145004,0.023534005
43,112.3471467,78816,949.5903614,0.433868283,0.271763642,0.505103337,0.256478693,0.261215457,0.122881318,54.00818403,240.5698707,11.22267827,31.68448735,0.011030279,1.945959336,4.751526833,0.062888078,1759.846432,441.222705,1923.46515,338.830693,19.76451837,7.634774781,0.011012808,0.028492438,3560.343093,1048.662801,7.04528434,7.155740367,-0.007910421,0.058218561,0.079084699,0.025702106
44,117.4538352,80992,941.7674419,0.334932669,0.297313429,0.503678876,0.262091932,0.25954535,0.126370663,3.595960365,23.03080999,-2.052233552,47.4997696,0.011386511,2.197457505,0.852627516,0.102348432,1644.518933,521.4889352,2097.667091,427.6277115,22.25296891,6.325996903,0.006455722,0.032952748,3449.175157,1474.437119,1.258044537,1.378720513,-0.014972874,0.06916548,0.061408666,0.022282774
45,184.5703125,131543,960.1678832,0.351818626,0.29131087,0.573579149,0.235810347,0.271530439,0.098002826,25.66054825,118.4838886,4.445884532,47.97070282,0.010346629,1.956202125,3.048102617,0.069535039,1353.711502,300.4911792,1246.92092,211.3432726,21.15072766,7.863432153,0.001667834,0.02696115,2569.018743,576.7389351,4.895267592,5.008305671,-0.003135594,0.049590566,0.074252208,0.028482922
46,89.10290948,63917,953.9850746,0.352364943,0.309524162,0.577123744,0.252318138,0.271764802,0.097351043,3.933846402,30.45982677,-1.357314948,48.797055,0.00746633,4.090271427,1.093091726,0.011161538,1803.268591,791.7737256,2075.808118,665.7630232,19.9652845,6.881206178,0.010206336,0.028931139,3742.176564,1930.616354,1.418446743,1.762682752,-0.01442085,0.052924247,0.073730217,0.043613473
47,161.4990234,110299,942.7264957,0.408158473,0.289032846,0.486093994,0.265286636,0.259240389,0.126995094,4.789729705,40.93703683,2.754228845,43.67466001,0.011356356,2.63625699,1.122460604,0.008593304,1611.464973,358.8859067,1902.070048,338.0931684,19.65358085,6.81776649,0.006117321,0.032466955,3395.891579,659.5658742,1.664928283,1.838531393,0.011823624,0.065469113,0.063164717,0.031531713
48,103.359375,62023,873.5633803,0.478234934,0.266973277,0.521425478,0.251827425,0.262394103,0.120343957,2.640981495,12.95421256,0.973409338,43.63772266,0.01226073,2.170040702,1.003951788,0.065571874,1696.098765,360.7753107,1934.783651,312.4539468,20.20514668,6.499635187,0.008486169,0.032808542,3379.552984,786.8629155,1.482496706,1.649273127,-0.007827023,0.06299018,0.086898709,0.02084052
49,107.6660156,74572,956.0512821,0.318742637,0.293278534,0.493709804,0.261729077,0.252908107,0.139179104,12.57971196,86.16593678,-3.905043976,42.5904401,0.006690101,2.579389564,1.665791035,0.013911565,1455.370979,436.0646209,1818.282374,415.4216606,24.25473101,6.488839852,0.003986153,0.025527036,2673.739336,1241.812364,2.48728791,2.859699981,0.009605567,0.07586302,0.066635674,0.018453361
50,95.703125,64855,939.9275362,0.312920356,0.317990091,0.319651917,0.311421274,0.202529943,0.205705993,4.552222873,56.74072061,-3.380193298,80.89821215,0.009113246,4.745168214,0.56302911,0.072691247,860.9268961,649.1365217,1351.803583,669.5085798,24.15827969,8.131479375,0.002152342,0.008391321,1714.169439,1654.477958,0.715839804,1.197929803,-0.027636681,0.124206806,0.029174616,0.02375345
51,117.4538352,79881,950.9642857,0.390673212,0.291456278,0.377264655,0.285240068,0.213533864,0.194259163,5.752309118,36.49143759,1.746875697,59.34283227,0.012544762,3.054748774,0.940503418,0.326383114,1201.185818,559.412572,1749.264703,373.9692361,23.21403096,6.855742126,0.003737477,0.028898736,2539.513147,1441.041255,1.392407337,2.029322053,-0.020533613,0.092798787,0.04385365,0.040531268
52,112.3471467,80692,972.1927711,0.427764817,0.291088824,0.464539325,0.265900815,0.243980198,0.15429516,42.17146729,232.0270597,9.040721677,30.67684113,0.014764165,2.861556757,3.543864012,0.080400087,1730.053677,461.4137829,2062.140373,357.3600649,21.09320001,7.209439542,0.008336152,0.032707818,3754.054923,1165.952002,5.021786362,5.59001291,-0.019072068,0.066883273,0.067089492,0.030952697
53,112.3471467,68638,891.4025974,0.391158757,0.285503176,0.483613863,0.260958103,0.246419113,0.150369391,2.465980873,13.15827454,-1.379349124,51.93295858,0.004217067,1.691828096,0.942287326,0.114528075,1442.558794,268.583095,1804.171087,283.3226879,21.93019995,6.624512349,0.004405672,0.032362126,2735.360241,713.3906134,1.330156243,1.600535597,0.003008542,0.071373704,0.075989744,0.01666852
54,75.99954044,56363,955.3050847,0.391732383,0.305397192,0.313210482,0.301610334,0.19431822,0.213480123,5.446795121,41.27986416,1.957434811,62.72130818,0.005961105,3.079090533,0.964065492,0.044732403,1251.931466,817.355312,1668.232946,605.7505074,23.93696703,7.754874339,0.002538041,0.01059577,2513.0469,1670.784421,1.273944573,1.669657418,0.033369031,0.115407423,0.041512715,0.040188941
55,135.9991776,95773,948.2475248,0.270829394,0.299772544,0.468239621,0.272638831,0.260075791,0.125275361,3.947531533,28.15799352,-3.756001447,60.08864251,0.008022948,3.122834041,0.979763925,0.004520388,1304.779477,288.1157527,1257.219317,177.2924996,22.48594991,6.716893572,0.001579151,0.032126546,2486.629878,591.6144381,1.390135558,1.753467661,-0.016781934,0.073634803,0.074427654,0.026792804
56,92.28515625,66113,958.1594203,0.331728442,0.284603262,0.424458959,0.268360032,0.241415851,0.158277352,14.21075154,56.5120362,3.762185543,30.38641781,0.012134717,2.241367634,2.602526426,0.054084338,2036.372658,627.3411378,2127.525998,372.297034,21.81474044,6.090006681,0.011750647,0.028673299,3900.421907,1288.690663,3.547594406,3.727353043,0.026118053,0.077955461,0.113436967,0.054054744
58,151.9990809,112441,952.8898305,0.352352772,0.315815245,0.323272549,0.297494738,0.202175186,0.206054672,9.920440799,79.1070589,4.743037319,52.37294939,0.007876141,3.829725886,1.107738376,0.029417401,1617.085348,930.4083015,2035.143396,599.2905487,23.52467231,8.044162033,0.003937754,0.009923889,3438.136616,1984.074117,1.503361166,1.833730142,0.01971574,0.121427346,0.059649847,0.045375058
59,99.38401442,72217,962.8933333,0.367879382,0.283791799,0.413349574,0.264036327,0.240160451,0.160175813,28.93132721,125.7639506,5.501111086,33.07269946,0.012578681,2.750234102,3.690180302,0.036324576,1809.006151,365.6534518,1858.988377,336.0977338,20.95503065,7.424292469,0.010269516,0.029513801,3543.727008,926.4385806,5.26279034,5.590289994,-0.010549034,0.078662202,0.089943671,0.020955608
60,99.38401442,69918,957.7808219,0.400353399,0.28087574,0.543053589,0.248770176,0.267468709,0.108599369,2.469394833,14.38659434,-2.380520129,43.57481509,0.009836202,1.892519856,0.839122176,0.018752471,1647.901705,336.4064181,1965.468952,255.057048,22.44978502,7.586775658,0.005813287,0.032087404,3461.897837,763.9539128,1.258495411,1.351491033,-0.00755151,0.059822855,0.073397904,0.02386456
62,151.9990809,110595,961.6956522,0.401526204,0.283686253,0.636210574,0.219602934,0.278602347,0.07559144,2.888942604,13.39833923,-0.942100063,44.83901421,0.006317198,3.613625219,1.391795874,0.014509758,2004.310765,715.3955631,1697.1943,480.1549363,21.04112728,8.18178199,0.021398529,0.056805089,3589.771338,1475.484839,1.751445989,1.961543618,0.005978502,0.046693047,0.132662066,0.043030664
64,117.4538352,85519,960.8876404,0.405575039,0.28165377,0.492236548,0.260159805,0.251891254,0.141011098,3.386203404,16.08918184,1.557743741,36.5320687,0.013234433,1.888543708,1.09826231,0.024886217,1853.009875,349.9855787,2328.065335,284.4677256,19.95434565,6.279713825,0.011854906,0.032536823,4111.532045,975.9424008,1.598865822,1.691603991,0.010964405,0.065694127,0.07352232,0.019639093
65,172.265625,123650,951.1538462,0.401545235,0.301962969,0.546540769,0.259159897,0.268789221,0.105288594,2.792423121,16.08908069,0.163990303,39.70390495,0.00905781,2.802174765,1.127172232,0.00930568,2101.0728,538.2839595,2171.454872,392.1936209,20.29113375,7.574476316,0.014518618,0.033268496,4247.890499,1131.80779,1.480481351,1.762500093,-0.007400879,0.056358335,0.101080511,0.048680134
67,117.4538352,76366,920.0722892,0.41145597,0.293398178,0.546753849,0.254616708,0.269936151,0.102312305,3.447287479,18.02992312,1.317498,33.77926104,0.013236861,2.291372605,1.364046812,0.067074627,2234.772165,484.6645825,2255.001422,339.7980268,19.7236746,7.775626273,0.020544644,0.035430718,4627.88584,1056.710506,1.791439522,2.03370316,-0.000636672,0.056946947,0.104409927,0.036364526
68,184.5703125,136848,970.5531915,0.298560883,0.282226143,0.453111192,0.264988087,0.240035678,0.160362734,4.03874203,21.9071774,-2.898979734,44.64335557,0.009049244,2.397953565,1.02812624,0.018681604,1486.775831,369.6447073,1884.002627,393.0489302,24.62259606,7.804507564,0.003096571,0.022974158,3098.629039,1087.419328,1.516183345,1.685629457,-0.002928068,0.088450396,0.066519704,0.020315231
69,117.4538352,81901,952.3372093,0.292943979,0.300839036,0.462174481,0.273705212,0.252325884,0.140231884,0.336879142,2.314974964,-22.01521992,90.71195951,0.003887514,3.005426803,0.284247637,0.004818301,1246.865695,323.2798412,1048.374886,134.6656446,23.82750929,8.405771177,0.001088366,0.032083113,2479.335892,612.6913022,0.394297413,0.516496836,-0.006889773,0.086005335,0.083195478,0.04159688
70,117.4538352,83074,954.8735632,0.355877815,0.300890042,0.422799046,0.282499613,0.236832451,0.165056728,3.697967368,19.26088972,-0.093580737,38.17655788,0.009971351,2.034992655,1.057047606,0.018436704,1873.051746,473.9825829,2204.581498,302.3827835,21.46078136,6.7876229,0.009957488,0.034063224,3925.017018,1057.134828,1.505242684,1.640666247,-0.017749797,0.090820868,0.069825728,0.030471886
71,117.4538352,79869,928.7093023,0.326710131,0.291606042,0.39267937,0.271866218,0.236660424,0.165303288,70.88173539,346.4580665,9.130600966,31.20829063,0.011215523,2.462742707,4.996850014,0.111222319,1809.166664,413.6896395,2063.609011,340.9315373,20.55658248,7.165250434,0.008548231,0.024869666,3705.514621,1177.911921,7.271553038,7.686491074,0.014922697,0.083464112,0.072897874,0.02390214
72,143.5546875,103133,954.9351852,0.378621186,0.286499064,0.525701519,0.256459597,0.263580786,0.117722141,12.26902644,58.48192982,4.127906296,23.08260875,0.012994462,2.364981329,2.868572712,0.187275991,2656.260579,741.6529941,2581.734287,369.405603,19.86885323,6.745879975,0.038429674,0.048285056,5561.274203,1413.186729,3.448898843,3.748350472,0.013833625,0.063483611,0.131116219,0.055904565
73,107.6660156,68690,903.8157895,0.283836499,0.292720175,0.402260838,0.283340157,0.234838378,0.167881713,7.2276422,48.67261739,-0.637715466,49.25733273,0.009596269,2.6070947,1.394162536,0.023650331,1525.412447,633.6081323,1941.218792,384.6734703,24.30758374,7.073638416,0.003066396,0.032209545,2942.854453,1302.668598,1.718622558,2.222931423,0.035339293,0.098189699,0.063410653,0.046984329
74,117.4538352,86054,966.8988764,0.385092802,0.320554692,0.502831277,0.293265537,0.267772045,0.107849272,2.19661799,24.88272659,-10.29639963,79.47792941,0.012012452,4.529446431,0.59655726,0.02435427,1663.845278,1205.85488,1832.120249,681.3561088,20.81845339,8.640465813,0.015726909,0.039597776,3110.104905,2280.714809,0.659080335,1.262805832,0.002006705,0.071338046,0.085770629,0.092157601
76,198.7680288,139087,965.8819444,0.468463909,0.297678986,0.434235287,0.28034079,0.242595658,0.156463031,24.6501302,192.5713036,5.434730174,57.46397941,0.012939537,3.200804515,1.806427479,0.100755356,714.6758275,320.0205913,1034.839146,339.5834563,19.83362764,7.162316659,0.001650303,0.032128893,1386.427493,794.8740152,3.05827672,3.360426362,0.000597434,0.082398316,0.02253871,0.013933159
77,123.046875,85254,947.2666667,0.340846745,0.28807063,0.443554384,0.263242395,0.237855263,0.16357936,19.03378537,84.97705193,1.569495656,29.70948192,0.011210482,1.728080517,2.731698513,0.102099016,2022.194398,494.1800939,2192.53807,312.0827204,21.81823303,6.039479275,0.010968743,0.032466803,4326.958423,1205.032923,3.73860687,4.067309727,0.000909855,0.079610229,0.087705128,0.034129206
78,99.38401442,63767,910.9571429,0.306137211,0.324864827,0.359757217,0.301567504,0.225404959,0.180349488,2.705440638,24.38119406,-5.37056055,75.98771371,0.009474177,3.6505969,0.570167959,0.05993655,1410.930971,1044.659007,2081.91846,636.5766624,22.53845661,6.895075128,0.004899307,0.035009477,2637.001563,2230.719125,0.676047564,0.992085711,-0.027007138,0.099643315,0.042589451,0.067574624
79,151.9990809,108680,953.3333333,0.381747665,0.30411901,0.552070162,0.260226285,0.269103625,0.104482402,1.689160905,9.830066913,-2.007415549,40.06320577,0.016178729,3.270207042,0.968787551,0.013469498,2567.668858,677.4888742,2428.61589,366.6491182,21.40209647,8.195712404,0.024370924,0.040515747,5212.222812,1352.960993,1.139089244,1.344326868,-0.008247147,0.057843,0.123512252,0.049357744
80,83.35433468,59367,973.2295082,0.432729125,0.293526828,0.509293032,0.268832068,0.261420189,0.122445164,11.08689883,94.96934049,1.259500464,43.28284609,-0.002372961,4.449353065,2.087746143,0.11363402,2101.07334,1002.477061,2315.678354,555.7848588,19.34339642,8.062421543,0.023528544,0.04453934,4560.950971,2018.838048,2.247150228,2.998521949,0.019659487,0.065081556,0.080872305,0.070359596
81,123.046875,87273,959.043956,0.393959705,0.28959062,0.413487416,0.274469907,0.229296858,0.175374697,32.09832733,154.7904041,9.045639025,28.46801622,0.011080187,2.399420308,3.572769642,0.055829532,1981.826761,452.4511094,2207.634524,325.7198521,21.02076593,7.054592789,0.012529572,0.030921483,4229.159942,1097.867292,4.886974192,5.310416385,-0.006525793,0.078922186,0.086912552,0.033623713
82,63.02400915,45576,969.7021277,0.247591046,0.316807401,0.35149198,0.298020713,0.217962458,0.189276783,5.937209508,42.39933122,-4.138106234,61.9716683,0.010689364,2.573784973,0.757792473,0.04530612,1600.443994,910.9756039,2400.173907,584.007835,24.70202945,7.238576496,0.00203844,0.02331388,3677.621353,2616.304569,1.036197356,1.216616742,0.017916152,0.10603974,0.046850083,0.051029195
83,129.1992188,89598,943.1368421,0.395973818,0.280084883,0.568091613,0.243401721,0.273722156,0.091703405,0.664588314,5.473690256,-6.449478585,42.97931738,0.011186453,2.66508961,0.707461238,0.0249903,2488.960215,511.6500749,2139.94127,350.4312532,19.94130427,7.162491654,0.027001614,0.039958593,4792.785984,1046.172233,0.858097818,0.971439104,-0.012780067,0.053438646,0.143180422,0.045680826
84,161.4990234,117319,953.8130081,0.401775728,0.289815697,0.500852544,0.257312178,0.269259717,0.104079481,5.066685681,29.33130716,1.690971499,28.64066465,0.010981114,2.212174676,1.720891714,0.04258519,2402.148078,446.297702,2318.7039,279.5836843,20.29395026,8.077420033,0.024210457,0.035424728,4747.189326,1024.95184,2.226682001,2.449831369,0.003875654,0.06434553,0.126984319,0.036579417
85,161.4990234,109362,934.7179487,0.445855019,0.283806751,0.469005448,0.270648545,0.252806766,0.139363096,2.144658599,10.86652117,0.767665451,34.28895309,0.013959879,1.649517967,1.020589113,0.034673356,2266.462311,417.5655021,2448.477224,241.9269794,20.47037983,8.251133897,0.018780367,0.033654395,4985.513702,961.9003392,1.345624821,1.428639442,0.013083248,0.069297115,0.09629913,0.032887887
86,99.38401442,66112,931.1549296,0.446077415,0.291867164,0.511235136,0.272072388,0.258773714,0.12794334,5.459888321,36.96914136,3.368130952,40.54266103,0.009671694,3.584956141,1.9856112,0.165890962,2889.532174,1097.420699,2908.446323,522.0734752,19.46065092,6.63152256,0.041031983,0.046330445,6389.731189,2204.304161,1.72538021,2.370696698,0.009202728,0.063171746,0.12644975,0.082083272
87,95.703125,67410,949.4366197,0.375205757,0.280828203,0.520955533,0.250386565,0.261690402,0.121866594,25.02401594,109.0320123,4.456231609,49.71538892,0.014663746,2.028913184,2.724690199,0.030567987,1130.183873,281.1907244,1219.211771,252.921373,20.52984521,7.306884132,0.001833563,0.032083113,2202.199907,564.9089584,4.468175963,4.639953935,0.018706255,0.059142696,0.056252968,0.043586938
88,129.1992188,72183,859.3214286,0.439052855,0.293577783,0.552818666,0.258447608,0.265218728,0.113984033,17.14043879,107.2194875,6.512008718,34.67519634,0.010386113,3.893687416,2.361902237,0.258630186,1966.8051,732.7006857,2335.56709,491.841855,19.82349812,6.403615619,0.01517146,0.032731522,4399.494239,1672.910138,3.064589376,3.625589341,0.019033393,0.057244874,0.065976361,0.040024871
89,83.35433468,59189,954.6612903,0.351343148,0.288310527,0.394554529,0.268884322,0.227625899,0.177538118,3.289380957,17.26750255,-1.15179804,48.87925913,0.007628665,1.549925992,1.066627264,0.192464739,1522.567817,233.2757245,1792.134718,191.5702959,20.56951753,6.244682935,0.004220751,0.029682359,3111.619962,480.7225258,1.438952735,1.782874883,-0.04098982,0.072459267,0.064708963,0.016733317
90,99.38401442,53541,836.578125,0.415127319,0.301347459,0.365366679,0.296622816,0.213334837,0.194477712,5.254354678,45.54975963,2.459038756,58.50084208,-0.004570536,2.63599327,0.942255497,0.121156678,1520.831185,701.3429659,2182.446833,550.3551196,22.03445541,5.940312751,0.010242036,0.062619187,3318.243304,1897.807772,1.195667538,1.573983797,0.020458045,0.10505993,0.046607338,0.034240871
