song_id,beats_total_perc,beats_avg_perc,beats_median_perc,beats_std_perc,tempo_perc,tempo,beats_total,beats_avg,chroma_stft_mean,chroma_stft_std,chroma_cq_mean,chroma_cq_std,chroma_cens_mean,chroma_cens_std,melspectrogram_mean,melspectrogram_std,mfcc_mean,mfcc_std,mfcc_delta_mean,mfcc_delta_std,rms_mean,rms_std,centroid_mean,centroid_std,spec_bw_mean,spec_bw_std,contrast_mean,contrast_std,flatness_mean,flatness_std,rolloff_mean,rolloff_std,poly_mean,poly_std,tonnetz_mean,tonnetz_std,zcr_mean,zcr_std,label
11,135865,1269.766355,1270.0,728.1138041,107.6660156,107.6660156,135895.0,1270.046729,0.545797675,0.261708005,0.605841635,0.228786934,0.277634652,0.07907169900000001,1.935498653,9.866964995,2.344596994,30.64930129,0.000250453,2.39934442,1.300536752,0.119288109,2645.584075,591.5981001,2652.493263,348.8858793,18.24551932,9.234173689,0.051635765,0.039328322,5712.094626,1382.87882,1.524162178,1.743672366,-0.011194984,0.043933944,0.130624872,0.051417915,angry
12,181674,1270.4475519999999,1270.0,737.8439739,143.5546875,143.5546875,184258.0,1279.569444,0.558003703,0.261737563,0.47546113,0.263503687,0.26697058100000004,0.109818225,38.09945256,222.4701578,11.51183882,23.23198795,0.0019648820000000003,2.502084064,3.7578232289999995,0.056551181,2533.425251,749.4022526,2828.024004,453.1225728999999,18.35268192,7.352837532000001,0.018294426000000003,0.017174006999999998,6125.599998,1664.656957,4.457525261,4.771408678999999,-0.007247735,0.06672919299999999,0.07528722,0.030341597,angry
13,171278,1278.19403,1278.0,734.1465598,135.9991776,135.9991776,171323.0,1278.529851,0.446989431,0.279516318,0.55982994,0.250522709,0.272960624,0.093945895,7.749886396,39.05388879,4.462219711,26.58883474,0.003188704,2.460361382,2.405252934,0.071793661,2561.894076,633.580041,2280.869991,375.0519624,21.32919196,9.034450524,0.028822427999999997,0.029812977,4911.56351,1226.2982220000001,2.923402415,3.1959933260000004,0.006392738,0.054110258,0.141808449,0.052618397000000004,angry
14,30586,624.2040816000001,625.0,368.3594617,99.38401442,99.38401442,29343.0,611.3125,0.604791116,0.229681623,0.615104876,0.220143415,0.279849223,0.07083605,10.78289362,43.95881711,8.433437607,20.11906908,0.002985885,1.353855101,3.6184289460000003,0.076384008,2891.795988,286.15301580000005,2552.0779989999996,190.16562530000002,18.73476261,10.18432169,0.064233951,0.028094823999999997,5700.13933,685.445871,4.245509395,4.45549032,0.0007427789999999999,0.047761055999999996,0.162163881,0.029377663999999998,angry
15,30779,628.1428571,633.0,360.6386625,99.38401442,99.38401442,30784.0,628.244898,0.570889678,0.243000952,0.639163331,0.21410917899999998,0.279847126,0.070844332,16.11238283,69.32932735,5.99807944,25.74134774,0.000303338,1.609039712,4.285121918,0.083276287,2852.529358,414.70577230000004,2522.668978,228.51371469999998,18.16777861,8.243947465,0.064219341,0.036118954,5745.106927000001,826.0470522,4.908748591,5.414159577,-0.001173505,0.04376816099999999,0.159789661,0.038469155,angry
16,27251,619.3409091,621.0,354.75170210000005,92.28515625,92.28515625,27334.0,621.2272727000001,0.394808315,0.283558511,0.577527703,0.237682118,0.270733591,0.100183113,7.850408825,35.96704596,5.80221038,26.74211854,0.006053063000000001,2.194035373,2.126916647,0.040791869,2601.172584,725.9331147,2601.958756,394.8494789,20.34924844,6.702243527,0.029632192,0.032288041,5533.184282,1363.114368,2.54676249,2.844789423,-0.011132439,0.052912044000000005,0.11755361800000001,0.05362018,angry
17,25259,601.4047619,601.5,348.1065833,89.10290948,89.10290948,24080.0,587.3170732000001,0.365622571,0.309355703,0.418723743,0.280643176,0.23234412,0.171317083,6.085527979,38.57703005,3.7310824830000002,41.35880905,0.007987141,2.982218325,1.348033309,0.07467284099999999,2187.606787,1005.970203,2534.1963690000002,545.5420475,19.57006022,6.216385684,0.019409791000000003,0.027240854,4732.878232999999,2134.1770300000003,1.632102692,1.96288123,0.018839009,0.077595558,0.078779312,0.054871092999999996,angry
18,30401,608.02,606.5,355.61453789999996,103.359375,103.359375,30355.0,607.1,0.551901291,0.24904949399999998,0.624987927,0.21816520399999997,0.278711081,0.075189537,18.94616469,90.58404162,7.853086795,24.25389477,0.0025983020000000003,1.4318632530000002,4.073736191,0.092407122,2800.405455,328.66909649999997,2643.5752989999996,185.2824467,17.50240037,7.002625265,0.057002869000000005,0.02814853,5857.039583,681.5758451,4.821463876,5.2321075089999995,-0.007982626999999999,0.042121578,0.134756555,0.03060605,angry
19,144496,1256.486957,1256.0,719.6525897000001,117.4538352,117.4538352,144523.0,1256.721739,0.472139751,0.270998385,0.6115026960000001,0.22615158600000002,0.280588524,0.067848459,3.0416047010000002,13.11700633,1.668221612,28.11903234,0.0028953940000000004,2.4835396480000003,2.0042588709999998,0.029909272,2946.4903289999997,660.9175607999999,2387.0949920000003,339.7210878,20.67411672,11.12300928,0.025891888999999998,0.024069171,5695.0693710000005,1151.325504,2.179131092,2.391563061,0.004672411,0.045600465,0.184209302,0.060483598,angry
20,37505,614.8360656000001,615.0,358.2379546,129.1992188,129.1992188,33902.0,584.5172414,0.47342560200000006,0.256825464,0.45524842,0.259812457,0.24995457699999998,0.14441621300000002,16.35245238,90.56176634,8.454059809,23.27013958,-0.000268506,1.682367146,3.251919985,0.044082768,2696.5213,463.9697405,2609.004625,241.96724139999998,18.02132209,6.470468447000001,0.044415761,0.02998385,5680.857315,881.1478235999999,3.942672527,4.189895633,0.018615423,0.07274158,0.12118709800000001,0.039785245,angry
21,46167,650.2394366000001,654.0,347.9979547,151.99908090000002,151.99908090000002,36776.0,583.7460317000001,0.306743943,0.286694396,0.43729357799999996,0.264449986,0.236382863,0.165699956,8.633644614,36.89285418,-1.278789551,45.86538329,0.002171366,2.378212429,1.689896584,0.060460865,1555.606009,532.0096304,1776.0585350000001,484.8212848,24.70246207,9.185281072999999,0.003085089,0.006791047,3024.22338,1311.225822,2.376617486,2.851822102,0.023916978,0.08574371800000001,0.077139745,0.026261424,angry
22,127545,1301.479592,1301.5,730.6091982999999,99.38401442,99.38401442,127595.0,1275.95,0.5637861670000001,0.255412679,0.599851004,0.240480794,0.270651395,0.100404958,1.341648562,9.047363706,1.25573439,37.12019254,-0.001665319,2.037030796,0.896595478,0.023692351,2762.9191100000003,604.0853873,2807.788246,296.10426789999997,19.47435487,8.930812227999999,0.042775825,0.035557728,6063.7258329999995,1177.1614359999999,0.995544388,1.1629511590000001,0.000358988,0.04394628,0.109927151,0.051583303,angry
23,153915,1241.25,1213.5,734.2908432,123.046875,123.046875,146273.0,1208.867769,0.50926719,0.26800667300000003,0.506030161,0.26375284,0.255388417,0.134573733,6.775449495,36.77601622,6.003798038999999,37.53261374,0.0013698220000000001,2.200282589,1.7028251890000001,0.254472405,2229.5152120000002,515.1791408,2470.7966579999998,324.48954510000004,20.51882655,9.974391412000001,0.008683929,0.007311722,4922.909723,1167.581807,2.1352698009999997,2.414313989,-0.013417888000000001,0.064599027,0.081672509,0.030781508,angry
24,36844,669.8909091,670.0,335.2805974,123.046875,123.046875,38137.0,681.0178571,0.3424465,0.30486739,0.38602174200000006,0.294518096,0.22848437100000002,0.176431929,5.405066236000001,43.44798068,-1.6446334580000002,62.41359825,0.006817743,2.702022944,0.776760042,0.035475269,1101.892521,518.5889391,1762.866019,490.0771002,22.64802907,6.081547767999999,0.001917098,0.005431622,2159.2111579999996,1528.983296,1.122419275,1.4205248369999999,-0.009579076,0.104909123,0.032880497,0.022837866000000002,angry
25,149836,1269.7966099999999,1270.0,739.6306747000001,117.4538352,117.4538352,149848.0,1269.8983050000002,0.589143245,0.238292673,0.674953982,0.196369237,0.28238428600000004,0.059937035,7.448059841,24.21686102,4.9198153719999995,30.97028507,-0.002675908,1.952339249,2.60365963,0.333955646,2188.06958,411.30753339999995,2081.560012,289.00075710000004,18.60638331,9.685863277000001,0.024830921000000002,0.019337324,4235.216057,905.2803438,3.411433368,3.8666611019999997,-0.00156026,0.035216681,0.12429233199999999,0.035453882,angry
26,41038,631.3538462,633.0,353.67488030000004,135.9991776,135.9991776,42402.0,632.8656716,0.467053083,0.273117989,0.61865962,0.22522803800000002,0.27814037399999997,0.077273965,7.500475333,41.38623362,2.43196279,27.86149619,-0.000151712,2.2572880580000003,2.5636031630000002,0.030014835,2775.110857,608.6487403,2500.905597,313.0231848,18.44164527,6.987969685,0.050159395,0.038568787,5491.725125999999,1177.699361,3.015052297,3.486505176,0.002503305,0.049823295,0.16084521,0.055474422999999995,angry
27,226555,1287.244318,1287.5,741.8686193,172.265625,172.265625,224067.0,1280.382857,0.327554102,0.303737613,0.505460606,0.268700783,0.262453077,0.120215289,5.114096848,28.66289532,0.371136398,39.51010599,0.0027170709999999997,3.100962436,1.2938658,0.015551869,2211.4812859999997,917.7257373,2522.328372,474.32703849999996,21.58033629,8.143529085,0.014953441999999999,0.019875115,4873.663571,1814.3932379999999,1.5814392519999998,1.8245087519999998,-0.013742278,0.070380967,0.080405474,0.056417153,angry
28,37400,623.3333332999999,621.5,363.94613460000005,123.046875,123.046875,37412.0,623.5333333,0.41699880899999997,0.278685765,0.476688878,0.264391096,0.25663051800000003,0.132189676,19.26565251,86.00727239,8.836384096,25.62381038,0.005230775,2.037093091,3.879633188,0.14183338,2715.765303,621.285092,2601.001811,383.7619817,18.79869353,7.105063327000001,0.044355877,0.033538662000000004,5712.048793,1270.289253,4.542620701000001,4.879217596,0.015012723,0.068872982,0.137899771,0.042341552000000005,angry
29,164761,1267.392308,1267.5,733.9314315,129.1992188,129.1992188,164804.0,1267.7230769999999,0.358754777,0.279606498,0.487794849,0.252990469,0.25644316899999997,0.132552762,11.20191138,41.55833954,5.5713952,26.15999765,0.002736652,1.9927795769999999,2.390479326,0.042067043,2429.239481,528.8128249,2660.987364,343.17801139999995,22.74387635,9.742021605,0.01220099,0.013382848000000001,5511.649347,1382.188051,3.0178710260000003,3.1927344619999998,0.012055693000000001,0.069489445,0.10647122099999999,0.032770093,angry
30,30390,607.8,608.0,351.552329,107.6660156,107.6660156,30401.0,608.02,0.453015271,0.283994155,0.573607176,0.24707559999999998,0.271241665,0.098799253,12.10876858,64.66190535,6.646992401,22.34074584,-0.00031842299999999997,1.807470715,2.9816806319999998,0.016013097,2804.539972,414.898797,2598.489705,194.0031467,18.5486497,7.09451884,0.049206253,0.03460123,5745.756923,769.6808175,3.541921711,3.8407456669999998,0.002085001,0.053504669000000005,0.13532987,0.047973858,angry
31,158245,1226.705426,1229.0,707.2601947,135.9991776,135.9991776,168239.0,1264.9548869999999,0.482936884,0.259382928,0.616210116,0.22511050300000002,0.274888529,0.08814550300000001,12.27415894,49.36509883,5.841557872,18.36107272,0.002758238,1.283215638,4.208042145,0.13635724800000001,3386.6577439999996,364.0988154,2605.632291,154.93199769999998,21.61234538,9.946760836000001,0.073413886,0.031275712000000004,6354.959468,550.8544853,4.407322671,4.583731942,-9.53e-05,0.048156872999999996,0.21969611600000002,0.042168265,angry
33,28985,644.1111111,645.0,349.5778548,95.703125,95.703125,28996.0,644.3555556,0.510530841,0.264745314,0.520548502,0.264989986,0.259387637,0.12669406800000002,21.74315735,128.0771857,7.367606788,25.8704238,0.0022091660000000003,2.071548452,3.62638092,0.065713324,2571.101189,440.43204610000004,2355.138681,267.9574474,19.51286927,8.017249272,0.019714212,0.021711214,5340.511087,786.4111494,4.516245188,4.779901483,0.011922263,0.066274583,0.124130677,0.044949239,angry
34,39901,613.8615384999999,613.0,353.41663700000004,135.9991776,135.9991776,22712.0,463.5102041,0.48968978799999996,0.268144163,0.564594907,0.247832895,0.268877223,0.105063659,13.23378197,68.80963706,4.28239239,26.29972854,0.005404171,2.494767281,3.51363945,0.06817957,2733.675647,456.7777744,2269.253656,258.3885253,20.67527324,8.510027597,0.021822581,0.016999783,5105.330497999999,785.0821086,4.158962988,4.541102737,-0.000809661,0.055196225999999994,0.159397332,0.051650941,angry
35,32898,632.6538462,636.5,363.1103819,107.6660156,107.6660156,32922.0,633.1153846,0.5449547260000001,0.25925414399999996,0.535902901,0.251504159,0.264369835,0.11593931,11.75768974,60.99477369,7.127055003,29.38685962,0.005740192,2.2594422,2.858580351,0.031294744,2496.524455,412.1833233,2361.76438,249.78213680000002,19.38319769,9.958262687000001,0.015955541,0.012050501000000002,5016.428,869.223026,3.5232017819999997,3.949307736,-0.012858297,0.052655050999999994,0.12316403199999999,0.034148639,angry
36,178372,1274.085714,1274.0,735.6274337,143.5546875,143.5546875,178390.0,1274.214286,0.5152686120000001,0.262385463,0.573674129,0.243761476,0.26745379199999997,0.108636101,10.67432083,55.74170988,4.283814971,24.0215141,0.001317069,1.4664418940000001,3.18001771,0.063698016,2751.3374559999997,318.5139123,2314.127845,143.0769659,20.22022392,9.777992567,0.022237735,0.013220275,5230.64605,488.04195880000003,3.890347228,4.099668673,0.01603988,0.05743249,0.16554039199999998,0.041042804,angry
37,194888,1273.777778,1273.0,736.4329256,151.99908090000002,151.99908090000002,194997.0,1274.4901960000002,0.470047805,0.271209704,0.550610185,0.24894903300000001,0.26651543699999997,0.11091823699999999,21.70065623,107.43597199999999,7.367170939,25.76182418,-0.001350305,1.779907635,3.943828583,0.2715725,2587.3874579999997,588.4570286000001,2534.3578899999998,478.0126308999999,19.15739215,8.121271821,0.040594488,0.030540242999999998,5528.674922,1347.15955,4.864556244,5.174573411,0.009030957,0.05727191400000001,0.119621909,0.04090749,angry
38,171766,1262.9852939999998,1263.5,732.9549579,135.9991776,135.9991776,171798.0,1263.2205880000001,0.481276786,0.261552709,0.576686603,0.24407249399999997,0.268539785,0.105923167,6.089341192999999,36.16739055,5.43199744,27.99712734,0.002619578,2.060614003,2.046194315,0.13468240199999998,2299.033471,585.4086422,2302.722809,404.2237668,19.39663719,9.020567674,0.030297047,0.029532397000000002,4707.354869,1420.917406,2.62452013,2.812778106,0.0006605710000000001,0.050714239,0.111470036,0.036983297000000005,angry
39,178514,1266.056738,1261.0,731.3882532,143.5546875,143.5546875,177362.0,1257.886525,0.5356240520000001,0.255265077,0.541254482,0.252488055,0.262557501,0.11998705,14.41518048,82.92915382,7.07596758,28.8357037,-3.9e-05,2.170314264,3.332157135,0.13603536800000002,2813.981086,662.2839077000001,2591.408438,338.9871193,17.95783912,7.341869881,0.054197438,0.041763064,5791.033813,1250.8532710000002,3.7246268889999996,4.340168457,0.020046176000000002,0.059746098,0.14280188900000002,0.058999344,angry
40,139171,1242.598214,1238.0,719.4878692000001,117.4538352,117.4538352,139227.0,1243.098214,0.36310397,0.285686708,0.49665100799999995,0.268504878,0.251768221,0.141230649,5.767120737999999,39.06321091,0.27312679100000004,41.71741167,0.0015503070000000001,1.8138720080000001,1.5027933119999999,0.377347142,2069.280134,581.249563,2019.777443,440.69102460000005,21.41645843,7.651092652999999,0.014641775,0.021237914,4164.93168,1135.036073,1.910513963,2.430245136,-0.01140968,0.074408716,0.10926330699999999,0.050188465,angry
41,58812,660.8089888,661.0,357.0551802,184.5703125,184.5703125,58897.0,640.1847826000001,0.37884953,0.284367548,0.540252611,0.250671677,0.263384904,0.118159747,12.85176846,59.84750239,3.54985395,27.35383136,0.0046466879999999995,2.123815794,3.2407999039999997,0.062136877,3101.048468,720.8874085,2858.5791649999996,437.0675534,21.77613153,8.642493877,0.044436574000000006,0.033882614,6646.559809,1493.306871,3.3500454889999998,3.8884442760000004,0.00699084,0.059036462000000005,0.155798,0.05830951,angry
42,34805,621.5178571,619.0,354.71855,117.4538352,117.4538352,34844.0,622.2142857000001,0.386248285,0.286612001,0.55139004,0.249669855,0.266634029,0.11063285199999999,6.539202922,34.20572693,0.937273777,35.51175713,0.009471219,2.7262799330000003,1.945368767,0.130857155,2456.891928,920.6864227,2455.809347,475.08530930000006,22.43830034,8.925328209,0.016743287,0.025690226,5068.452685,1754.294321,2.223779504,2.967299221,0.011646185,0.058321672000000005,0.122772122,0.07537294900000001,angry
43,129902,1273.54902,1277.0,739.3814005,103.359375,103.359375,129929.0,1273.813725,0.444555751,0.283060771,0.610530125,0.235226328,0.278974096,0.074207728,13.81585021,82.56571772,5.447928008,24.36245417,0.0018662870000000001,2.081921217,3.248297453,0.13132491699999999,2637.668677,562.6942176,2341.225203,319.149229,20.26180532,9.086404695,0.034302194,0.03053187,4949.690903,1079.5174630000001,3.9536216669999997,4.420902127,-0.005010428,0.046198888,0.148937497,0.049865627999999995,angry
44,46110,623.1081081,614.0,358.9424996,151.99908090000002,151.99908090000002,44877.0,614.7534247000001,0.538127121,0.266990983,0.630456404,0.227423143,0.276623212,0.082540485,9.852555665,53.29163948,5.219929325,23.42448074,-0.0024915479999999997,1.846619487,3.1770229339999996,0.045857765,3206.749575,448.26466339999996,2692.275027,188.59085100000001,18.76873669,7.545113234,0.07418327,0.044922289000000004,6246.320563,764.7172172,3.37391997,3.769448653,0.008285933,0.045952985,0.17991425600000002,0.046987757000000005,angry
45,30740,602.7450980000001,602.0,352.7041666,107.6660156,107.6660156,30745.0,602.8431373,0.557150618,0.253242891,0.5496751520000001,0.249022965,0.26712029600000003,0.109453555,17.07448182,87.57451631,8.187416143,26.96503339,0.002300458,2.284009747,3.11684227,0.063928746,2409.650538,474.1478444,2529.715325,292.23497210000005,17.50847359,6.746685285,0.028354391,0.019706437,5101.294153,1048.3425550000002,3.892528092,4.456232953,0.004105296,0.052574595,0.10112864,0.030616046,angry
46,45460,631.3888889,631.5,362.62927030000003,143.5546875,143.5546875,45483.0,631.7083332999999,0.32403222800000003,0.287706163,0.503344473,0.260696159,0.255926706,0.133547199,11.35111932,56.39886656,4.612004152,28.34183991,0.001194248,2.3064701359999997,2.688542128,0.147235557,2666.2773399999996,777.8613267999999,2714.8481460000003,451.4924927,20.35425451,6.421180941,0.03000767,0.029279292999999998,5779.0233880000005,1671.054029,3.06385049,3.5216514360000004,-0.019134692,0.070780922,0.132273577,0.05767851400000001,angry
47,28770,612.1276596,613.0,354.15801360000006,95.703125,95.703125,10328.0,368.85714289999993,0.59520212,0.226118808,0.628477796,0.213144922,0.27645787,0.083092595,11.08610554,37.63564454,6.907078928,29.3918788,0.035347605,2.297251567,3.256487131,0.062283862,2389.7318,395.4843019,2180.045788,313.7855683,20.90781678,10.08795798,0.01438131,0.0466653,4750.217953,878.8508439,4.295058963,4.442726958,0.012538326,0.051305845999999995,0.147044729,0.027472501,angry
48,160688,1285.504,1285.0,740.0030878,123.046875,123.046875,160714.0,1285.712,0.39026631,0.29253275,0.535222202,0.257215299,0.26553272899999997,0.11325062,24.8595033,133.51758710000001,8.711643685,20.65161393,0.001723395,1.997031192,3.805753708,0.157503098,2744.148136,528.5010576000001,2609.849217,302.0704468,20.96557606,8.061951186,0.035079908,0.027833532999999997,5638.095074,1161.638379,4.562501995,4.8756129999999995,-0.014890371000000001,0.061017202,0.123278733,0.037195423,angry
49,39222,622.5714286,623.0,361.7027068,129.1992188,129.1992188,39231.0,622.7142857000001,0.464940312,0.2708632,0.658321416,0.208991962,0.278260424,0.076840548,11.58487248,48.63490349,6.519603082000001,28.80595794,-0.000313481,2.1645463730000003,2.917869568,0.050121512,2322.5327989999996,581.0603887,2234.388836,403.1504879,18.71176705,6.713651847,0.029615441,0.034558777,4611.455448,1307.321052,3.737680374,4.007929348,-0.00179584,0.039120733,0.125462582,0.038011244,angry
50,26703,621.0,615.0,356.3320244,89.10290948,89.10290948,25514.0,607.4761905,0.42158465100000003,0.280540826,0.458812609,0.274384833,0.24655835399999998,0.15014097099999998,18.15703494,92.06072515,6.1192200539999995,27.98715878,0.000574429,2.187932043,3.4661929610000004,0.20657236899999998,2726.8706,758.2571709,2600.849884,326.5306165,20.80366299,7.1901071089999995,0.03327205,0.033073787,5601.566128,1346.987823,3.868446584,4.714018842,-0.002395666,0.07858559,0.12609372,0.062572714,angry
51,35865,618.362069,618.0,360.29100780000005,123.046875,123.046875,35876.0,618.5517241,0.39744866100000004,0.299101419,0.531178089,0.267189493,0.263551486,0.117787721,10.23384685,65.55297187,3.5607060010000002,36.77973925,-0.000864399,2.822382113,1.897866726,0.018555205,2007.848638,813.7811408,2265.868668,504.9378159,19.93833853,6.193847213,0.016770706,0.030191019,4008.4840950000003,1837.143753,2.540438991,2.9738337510000004,0.006940553,0.061544367999999995,0.092048196,0.052078103,angry
52,35865,607.8813558999999,608.0,348.04519889999995,129.1992188,129.1992188,35885.0,608.220339,0.366408918,0.288986904,0.5173411520000001,0.26173689899999997,0.258050718,0.129395364,9.009459469,41.88828115,0.326010323,29.66293407,0.00712536,1.957138205,2.439956665,0.063564315,2450.641874,432.09891799999997,2206.004355,288.8535585,21.68692787,6.630311045,0.021322524,0.024091972000000003,4453.903439,857.5529254,3.0431834889999996,3.4415778039999996,-0.006421435,0.071159625,0.15296447800000001,0.039923959,angry
53,31141,635.5306122000001,639.0,362.46903330000004,103.359375,103.359375,31141.0,635.5306122000001,0.5603054470000001,0.24619429,0.649950452,0.21294269600000001,0.278632478,0.075480301,4.474719415,20.69370468,3.2234849789999998,35.15960727,0.002674603,1.6043771709999999,2.480289698,0.056229491,3377.274432,484.88541219999996,2696.850588,169.15886650000002,18.93420531,7.761661452,0.079814069,0.041532934,6483.710794,695.0166373,2.3946666430000003,2.7432039639999997,0.008474032,0.042493634,0.19779888,0.059572242000000004,angry
54,124825,1260.8585859999998,1263.0,729.0751026,99.38401442,99.38401442,124860.0,1261.212121,0.498726716,0.270657875,0.560141745,0.253212088,0.273034922,0.093729743,2.071614615,11.18112869,3.616939157,33.37778825,0.002823245,2.113560992,1.083648562,0.019875908,2503.275088,612.2607041,2575.345981,367.203417,19.53161878,8.984179787,0.027279842999999998,0.024143685,5324.326325,1287.775724,1.319231565,1.45141423,0.006890617,0.053152690999999995,0.104304591,0.040789786,angry
55,51043,622.4756097999999,622.5,357.7001478,172.265625,172.265625,51060.0,622.6829267999999,0.402624505,0.276701802,0.49517621700000003,0.25268901,0.260586841,0.12420882300000001,9.18482468,43.111337899999995,4.6581238439999995,25.30847679,6.809999999999999e-05,2.048861111,2.305318594,0.030002516,2484.493582,530.9632786999999,2566.752748,257.2048935,21.86197489,9.956314741,0.024564246,0.027013277999999998,5583.133914,979.8019121,2.857593022,3.102681277,0.003489275,0.069409006,0.11514996699999999,0.044929783,angry
