song_id,valence,arousal
449,3.6,3.8
451,4.9,4.4
453,4.6,5.6
456,6.1,2.3
460,3.8,3.8
461,4.8,4.4
462,5.8,4.6
463,5,5.7
466,6.6,5.9
468,3.6,3.4
469,5.1,5.3
472,6.5,5.2
479,4.5,5.7
481,3.4,4.7
482,1.9,3.5
487,4.5,5.3
488,1.6,3.4
489,4.6,5.2
499,3.6,3.6
500,6,5.2
501,2.5,4.4
502,4.8,4.6
503,5.8,6.4
513,3.1,4.2
515,3.8,3.4
520,4,5.5
521,3.8,4.6
522,3.5,2.7
523,5.1,5.9
529,4.7,5.8
530,3.3,3.5
535,6.1,6.5
536,5.1,4.5
540,4.1,4.4
550,4.2,5.9
555,5.2,4.8
556,5.6,6.1
561,6.9,7
565,3.1,3
568,5.4,3.1
579,3.1,3.2
584,2.5,2.4
586,5.2,5.9
600,3.5,4
605,4.4,6
607,4.4,6.1
608,2.9,3.8
613,5.2,6.8
620,5.8,4.4
622,4.5,5
628,4.9,6.8
635,6.6,7.6
637,2.2,3.6
639,6.1,6.3
643,3.5,4.2
645,4.6,5.7
647,3,5.8
648,5.1,6.8
649,6.2,6.7
653,5.3,6.5
658,4.4,5.7
662,5.9,5.1
666,5.3,5
667,4.2,4.9
672,4.4,6.3
673,6.6,6.7
675,5.1,5.8
677,6.5,5.3
681,4.9,6.6
682,4.8,6
687,7.3,7.4
689,3.8,4.6
690,2.4,4.4
693,6.2,5.3
697,4.8,5.8
699,3.7,4.5
702,7.5,3.3
703,5.1,6
706,5.5,6
709,5.8,5
711,2.9,3.1
714,4.4,4.8
718,5.9,6.5
719,7.1,7.2
726,7,3.6
727,4.3,4.5
728,6.9,7.5
729,6.4,3.5
732,5.6,6.3
734,5.7,6.3
735,4.3,4.9
739,6.2,6.9
742,6.1,6.5
744,6.1,5.5
747,3.6,4.9
758,4.8,5.9
759,6.7,5.9
764,6.3,7.5
767,5.2,6.5
769,6.2,5
777,6.2,5.1
780,5.8,6.2
784,4.7,5.7
790,7.2,5.4
791,2.7,4.6
794,2.5,4.2
796,5.2,5.1
797,4.9,5.4
798,6.5,5.9
799,4.1,5.6
805,2.2,3.5
806,6.4,6.6
807,4.8,6.5
811,4.1,4.9
815,5.5,5.9
820,6.4,6.4
824,7.2,7
825,4.1,5.7
836,7.1,5.7
839,5.7,4.4
848,2.2,2.7
852,4.5,4.7
854,2.9,3.8
863,6.4,7
865,2.8,4.6
869,2.6,4.1
871,6.4,6
872,3.4,5.5
876,6.3,6.7
880,4.9,3.8
886,5.9,5.4
893,7.3,3.3
897,4.9,4.3
898,6.4,5.5
904,5.7,4.2
908,5.5,4.9
915,5,5.2
921,5.9,6.1
928,5,4
931,6.3,6.5
932,4.5,4.9
939,6.2,2.7
944,7.1,6.5
945,2.3,2.8
957,2.8,4.7
958,5.5,5.1
962,7.4,3.4
967,2.8,4.4
978,7.7,6.1
985,3.9,6.1
986,5.8,4.5
989,6.3,6.4
990,6,6.1
991,3.1,3.5
995,4.7,2.4
996,6,6.7
997,6.4,6.7
999,4.1,5.9
1000,6.8,5.6
1002,4.5,3.2
1003,5.3,3.3
1007,5.2,5.4
1008,6,5.4
1009,3.5,3.7
1011,4.5,3
1013,3.2,3.5
1014,4.9,4.5
1017,4.1,3.8
1019,4.3,2.8
1022,3.3,3.3
1023,2.9,2.3
1025,5.1,6.1
1027,4.6,3.8
1028,4.5,4.8
1029,3.9,4.5
1037,5,4.4
1039,6.3,4.6
1041,5.6,5.4
1043,4.9,5
1044,7.1,6.1
1045,4.4,3.1
1046,5.6,5
1047,5.3,4.4
1048,5,6.7
1050,6,5.8
1051,5.2,5.3
1052,5.5,6.6
1054,3.7,6.3
1055,3.7,6.3
1058,4,5.8
1064,5.2,7.1
1067,4,3.4
1070,5.2,5.8
1073,5.2,3.8
1074,6.8,6.4
1076,6,5
1079,6.9,5.6
1085,6.1,5.2
1094,6.4,6.3
1095,6.2,6.2
1096,3.8,3.6
1097,5.5,5.4
1101,3.7,2.4
1105,3.8,3.7
1111,3.2,2.9
1112,3.1,2.3
1114,3.4,3.3
1115,4.4,3.9
1118,4,1.9
1119,3.4,2.1
1122,6.8,5.4
1123,3.1,3.1
1124,5.4,5.1
1125,4.9,3
1126,3.9,3.2
1128,3.7,2.7
1129,3.5,2.4
1130,3.8,3.1
1131,4.5,3.4
1135,3.1,2.7
1137,4.3,4.2
1144,3.7,4.6
1146,2.6,3.4
1156,7,5.6
1158,6.2,6.2
1162,3.6,3.8
1163,6.2,5.3
1165,3.5,2.8
1166,4.6,3.3
1169,3.9,2.8
1170,3.1,2.1
1171,3.6,1.9
1173,4.3,4
1176,4.9,2.7
1177,5.2,3.3
1179,3.4,4.1
1181,3.7,4.4
1190,3.5,2.2
1191,4.4,2.6
1194,3.4,2.5
1196,3.8,2.7
1197,3.9,2.8
1204,6.6,5.5
1208,6.2,4.6
1209,4.4,2.7
1213,3.1,2.8
1215,6.2,5.6
1216,5.5,5.3
1218,3.9,4.1
1223,4.6,5.6
1225,3.4,4.6
1226,3.9,3.8
1229,5.2,4.3
1230,5.3,3.7
1231,5.5,6.5
1232,6.9,6.3
1234,4.6,3
1238,5.5,5.1
1239,6.3,6.7
1241,4.1,3.7
1242,4.7,4.3
1243,5.8,5.7
1244,4.6,3.7
1245,6.4,5.3
1251,6.9,6.3
1253,4.1,3
1254,4.7,6.2
1255,3.4,2
1261,3.8,3.1
1265,5.8,5.5
1267,4.5,3.7
1268,5.3,3.7
1269,3.5,4.4
1270,4.6,5.3
1274,6,5.4
1275,3.5,2.8
1277,2.9,2.2
1278,5.1,4.1
1283,3.3,5.2
1294,5.9,5.5
1298,6.9,5.6
1299,4.5,4.7
1300,6,4.5
1305,4.7,6.2
1308,5.8,5.3
1311,4.1,3.5
1314,4.1,4.1
1315,7,6.4
1319,6.5,5.6
1324,6.1,6.7
1327,5.5,2.8
1328,4.4,2.7
1329,5.3,4.2
1330,5.7,7.2
1333,4.5,5.7
1334,3.8,7.8
1340,6.4,5.7
1341,3.5,3.2
1344,6.3,5.5
1345,4.5,2.9
1346,6.5,5.6
1347,4.6,4
1348,5.8,6.3
1349,5.2,5.2
1351,6.3,5.9
1352,6.7,6.4
1353,5.3,6.4
1354,4.6,2
1355,6.3,3.8
1356,5.2,5.2
1363,5.1,3.6
1365,6.5,6.4
1366,5.4,6.3
1367,7.1,7.2
1369,6.8,6.6
1371,5.7,5.4
1373,6.6,5.7
1375,5.6,5.6
1377,3.7,3.1
1379,5.8,5.7
1382,4.8,4.7
1383,5.6,3
1386,5.9,5
1387,6.1,4.5
1390,6.1,6.3
1394,6,4.1
1396,6.1,6
1397,4.3,3.3
1401,5.8,5.3
1402,5.6,2.5
1403,5.6,5.1
1404,3.8,2.7
1405,3.7,2.2
1406,3.9,3.7
1407,3.6,3.8
1408,4.2,5
1412,4.6,3.2
1413,4.3,4.1
1415,5.7,4.7
1417,4.6,2.4
1419,3.7,2.5
1422,4.1,2.8
1424,4.5,3.5
1426,6.6,6.4
1428,4.7,3.5
1432,3.7,2.6
1433,4,3.6
1435,3.6,5.3
1438,3.6,2.9
1440,5.1,4.9
1443,5.8,2.9
1446,5.8,3.2
1448,4.4,4.4
1449,4.6,4.1
1452,4.2,3.9
1458,4.2,4.7
1460,4.8,3.9
1461,5.3,4.2
1462,4.8,3.9
1464,4.8,4.4
1465,5.2,3.7
1467,4,4.2
1468,3.7,2
1469,3.1,3.2
1481,3.9,3.7
1483,3.9,3.8
1486,3.7,2.9
1488,4.9,3.9
1493,4,6.1
1495,4.4,3.9
1499,4.8,4.5
1500,3.8,3.2
1501,5,4.9
1503,5.9,4.1
1504,6,5.9
1505,4.2,4.9
1506,5,4.8
1507,5.5,5.7
1511,5.5,5.6
1514,4.6,5.4
1518,6.1,6.3
1519,5,5.6
1522,5.2,5.7
1523,6.9,4.8
1524,5.6,4.4
1526,5.9,5.9
1527,4.5,4.7
1532,5.8,5.6
1534,5.7,5.7
1535,5.4,5.3
1536,4.8,3.4
1537,5.9,3.4
1541,5.2,4.6
1542,5.5,5.5
1546,5.3,4.4
1547,4,5.8
1549,4.9,5.2
1550,4.8,3.7
1558,3.4,5.9
1559,5.8,5.2
1560,5.2,5.2
1561,5,6
1563,5.1,5.7
1567,4,5
1568,5.4,6
1570,5.2,4.6
1572,5.5,5
1577,5.2,4.7
1578,5.9,4.8
1581,6.5,6.1
1582,5.9,5.4
1585,5,3.9
1590,4.2,6.2
1594,5.6,5.4
1597,5.5,5
1599,3.6,4.1
1603,5.4,3.9
1606,5.6,4.9
1609,6.4,6.5
1613,6.2,6.6
1615,5.7,4.6
1616,4.8,5.5
1617,6.1,5.9
1619,5.2,5.3
1621,6.1,6
1623,5.6,5.3
1626,6.1,6
1628,4.7,4.8
1631,5.7,4.8
1633,6.5,6.3
1634,5.5,6.1
1642,5.1,4.9
1645,5.8,5.7
1646,4.5,3.7
1649,6.1,6
1655,6.1,6.1
1656,4.7,4
1658,6.2,5.9
1659,4.6,4.6
1665,5.6,5.7
1670,5.9,5.4
1671,4.2,3.3
1673,6.1,5.9
1674,5,5.3
1675,5.5,5.7
1676,5.6,4.9
1679,5.4,5.6
1680,6.8,6.1
1681,5,3.5
1683,6,4.8
1684,5.1,5
1685,5.4,4.5
1688,5.2,4.7
1690,5.4,4.6
1693,4.4,3.8
1695,5.7,5.6
1696,3.8,3.3
1697,3.3,2.8
1698,4.5,4.5
1700,5.6,5
1703,5.3,6.7
1704,5.3,6.4
1710,3.6,2.9
1712,4.4,2.9
1717,6,4.8
1718,4.7,3.5
1721,4.2,2.9
1722,5,3.1
1723,4.3,3.4
1725,5.2,4.4
1727,4.9,4.7
1728,3.1,4.7
1729,5.1,5.4
1730,5.3,3.9
1733,3.8,3.3
1734,5.1,5.2
1736,4.7,3.1
1737,3.6,3.6
1738,2.8,4.8
1740,5.3,4.3
1742,6.8,5.1
1743,6.8,6.5
1744,4.9,4.3
1747,4.3,2.9
1748,5.4,4.1
1749,6.7,4.6
1751,4.1,4.3
1757,5,3.1
1758,5.4,3
1761,7.9,7.1
1762,6.1,5.4
1770,4.5,2.9
1773,5.4,4.1
1776,4.8,3.8
1777,5.3,4.4
1780,4.8,3.5
1781,4.2,2.7
1785,5.6,5.2
1787,3.9,3.4
1790,3.8,3.3
1792,6.1,5.1
1793,5.1,4.2
1795,3.9,3
1798,5.7,4
1800,3.4,2.6
1802,5.7,6.6
1804,5.7,5.9
1806,6.5,6.2
1808,5.4,5.3
1810,4.1,4
1814,6,5.8
1816,5,4.5
1819,4.1,4.1
1821,6.2,6.6
1822,4.7,3.5
1823,2.7,5.6
1824,6.2,5.7
1825,4.8,4.5
1826,5.1,3.7
1827,5.6,6.7
1828,5.8,6.6
1836,5.6,4.6
1837,4.2,2.9
1840,4.8,5.4
1841,4.6,3.1
1842,5.8,6.3
1846,5.8,5.8
1850,3.7,2.7
1851,4.6,3.3
1856,6.1,6.7
1857,5.3,5
1858,5.2,5.6
1860,3.7,3.5
1862,5.1,4.9
1866,4.8,4.5
1867,4.2,4
1870,5.4,5.6
1873,4.7,3.4
1874,5,6.3
1878,6.7,6.3
1879,5.4,6.4
1880,5.4,3.2
1885,3.9,3.9
1887,6,5.8
1888,3.4,3.2
1889,5.6,5.5
1894,4.8,4.8
1898,5.1,4.2
1899,5,4.1
1900,6.5,6.7
1902,4.4,7.3
1904,4.1,3.4
1905,3.7,6.5
1907,4.9,6.5
1910,3.8,3.3
1911,4.3,5.4
1912,5.4,5.5
1913,6,6.5
1914,5.3,6.3
1916,5.4,6.3
1918,3.4,4.6
1919,4.5,5.4
1922,5.6,5.8
1923,6.4,6.2
1924,5.3,5.7
1926,5.2,6.1
1932,4.8,6
1933,5.2,7
1934,5.8,3.8
1935,4.7,4.4
1936,2.9,3
1939,4.4,3.2
1940,5.1,5.6
1941,5.2,4.4
1947,5,7.4
1949,2.2,5.1
1950,3.8,3.4
1951,4.6,4
1953,5.1,4.4
1954,6.7,5.7
1958,4.8,5.1
1961,5.9,5.3
1963,3.9,5.5
1965,3.3,3.5
1967,4.7,6.9
1969,3.7,5.7
1970,5.9,7.1
1972,6,5.9
1973,4.3,4.3
1975,4.7,5.6
1977,4.7,5.2
1980,5.5,5.4
1983,2.9,3.4
1988,5.5,5.8
1994,3.8,3.5
1997,5.3,3.9
2000,5.8,6
5001,1,1
5009,9,9
