song_id,beats_total_perc,beats_avg_perc,beats_median_perc,beats_std_perc,tempo_perc,tempo,beats_total,beats_avg,chroma_stft_mean,chroma_stft_std,chroma_cq_mean,chroma_cq_std,chroma_cens_mean,chroma_cens_std,melspectrogram_mean,melspectrogram_std,mfcc_mean,mfcc_std,mfcc_delta_mean,mfcc_delta_std,rms_mean,rms_std,centroid_mean,centroid_std,spec_bw_mean,spec_bw_std,contrast_mean,contrast_std,flatness_mean,flatness_std,rolloff_mean,rolloff_std,poly_mean,poly_std,tonnetz_mean,tonnetz_std,zcr_mean,zcr_std
17,144089,1083.37594,1084.0,627.9225397000001,161.49902340000003,161.49902340000003,144135,1083.721805,0.301865597,0.292699394,0.511552324,0.249710694,0.259200306,0.127076885,22.69060772,107.8052177,6.468702282000001,28.73028319,0.007323875,1.615426334,3.236666203,0.076362103,2097.41495,438.4712733,2406.790166,324.7687255,20.57913974,7.2398119639999985,0.014773087,0.023550253,4633.753927000002,1342.625074,4.346423566,4.707766147,0.001175773,0.069350466,0.096235232,0.027265907
18,145724,1138.46875,1139.0,582.2687972,161.49902340000003,161.49902340000003,145773,1138.8515630000004,0.435363554,0.306064264,0.526469814,0.26984086,0.25892465800000003,0.127637592,19.70853908,154.2847079,5.456176188,35.92081751,0.002819217,2.452262752,2.419555187,0.059261028,2391.922075,796.0198033,2669.307243,315.5638303,20.05240281,7.40510955,0.020070214,0.03595864,5510.022049,1368.627437,2.953203392,3.582960522,-0.001803146,0.07159312599999999,0.089495289,0.083843726
19,60914,909.1641791,908.0,524.6734193,95.703125,95.703125,59132,882.5671642000002,0.450026449,0.27379453600000003,0.518046596,0.256999026,0.258265944,0.128965249,15.19695413,76.77062574,7.545322633,23.29603495,0.015026656,1.5253093359999998,2.90544486,0.06226969900000001,2522.192153,418.858682,2704.46953,291.8009289,19.50976676,6.4246797220000005,0.027603524,0.015687101999999998,5672.640865,1132.887265,3.67289836,3.866694832,0.015106687,0.05912828,0.106658787,0.029377474
20,352057,1692.5817309999998,1698.5,976.7495068,161.49902340000003,161.49902340000003,349354,1687.7004829999996,0.340453158,0.293035135,0.528064683,0.257790515,0.267182476,0.109301683,1.173163582,6.88889049,-4.595992019,51.82759341,-0.000924547,2.550837226,0.856040537,0.176796079,2520.392141,603.0619761,2532.223119,403.8802267,21.35206363,5.848532859,0.026462706000000003,0.040285148,5358.756632,1476.2371380000004,0.900821968,1.218805302,0.014351686,0.061669366,0.11900967,0.037559546
21,62097,940.8636364,941.0,546.9587787,89.10290948,89.10290948,60623,932.6615385,0.372921706,0.290589727,0.462489395,0.28556618100000003,0.247890538,0.147931114,19.6924132,127.7018447,8.833038475,17.86122139,0.015856499,1.821774912,3.157534838,0.054202568,3137.303168,550.5234966,3011.88931,220.5500966,20.29432394,6.581084157,0.041856367,0.038653586,6998.118972,948.6769025,3.4534308210000004,3.629383054,0.004868779,0.072060207,0.122984204,0.053256696
23,31805,578.2727272999998,580.0,331.8597981000001,123.046875,123.046875,31783,577.8727273,0.371834563,0.297208136,0.578167267,0.245899426,0.27328923,0.092985644,12.998983,77.83531839,6.317435933,29.94361296,0.021457253,2.126827063,2.2772076130000003,0.02895933,2209.637828,624.8197946,2485.034574,411.5364282,19.81268376,6.434665507999999,0.018716862,0.036256593,4636.688657,1408.104597,2.928697273,3.281138403,-0.002393094,0.059317656,0.097364009,0.046932931
25,59100,882.0895522,872.0,515.7777414,95.703125,95.703125,59121,882.4029851,0.362225595,0.29299072,0.512976271,0.263490933,0.257320283,0.130841909,14.52115321,77.47814539,8.22394724,24.60665972,0.018104214,2.190005865,2.756453753,0.159176171,2550.557353,695.3689581,2687.1217460000007,398.158903,19.71920364,6.44077754,0.030252369,0.039514638,5439.3513170000015,1545.951075,3.44911855,3.64419744,0.000171106,0.063365304,0.118710582,0.046968799000000006
26,13538,376.05555560000005,376.0,219.9727186,123.046875,123.046875,13548,376.3333333,0.57811624,0.265492503,0.475248887,0.298018802,0.247671664,0.148297269,25.32032756,185.3574099,8.884239256,26.57790141,0.034912755,3.5008983380000003,3.101998568,0.03293705,2824.719987,799.5425587,2972.69472,326.1995337,18.62852653,6.402368703,0.037138231,0.061027456,6502.335403,1327.405374,3.245200639,3.772633782,-0.008781325999999999,0.065380859,0.088041879,0.059030675
28,70034,1045.283582,1045.0,595.0091384,83.35433468,83.35433468,70055,1030.220588,0.46715708,0.267129596,0.463470117,0.275831734,0.24742234,0.148712874,28.51876814,154.62558909999996,9.367662109,29.87349326,0.009568417,1.968646758,2.8837287430000003,0.058401626,1761.365712,535.2417401,2244.5060670000007,321.4572197,19.67618675,7.252268097999999,0.008534524,0.015394498,3871.888109,1198.783168,4.207424884,4.475887241000001,0.016236433,0.068209785,0.058045358,0.03719561
29,86048,878.0408162999997,879.0,507.8580655,143.5546875,143.5546875,86081,878.3775509999998,0.286527043,0.297071405,0.523048465,0.263745986,0.259036371,0.127410722,14.08634993,69.64678886,4.544266211,27.84779134,0.017477305,1.9664477,2.474152803,0.156465888,2236.382991,519.8875339,2445.998683,373.422447,21.25156428,6.323979195,0.016784642,0.028065106,4823.193912,1342.681258,3.207393554,3.424406859,0.006877416,0.072347916,0.102577451,0.032956194
30,98262,1013.010309,1014.0,581.9325694,123.046875,123.046875,98279,1013.185567,0.254094498,0.29823251,0.423182359,0.288410152,0.232802813,0.170693244,14.03418338,103.0480983,2.772643701,30.35893541,0.014888503,1.7562497119999998,2.279242754,0.062172052,2406.615809,428.2421967,2373.362575,288.1101244,22.66005241,6.934281306,0.017319174,0.027099462,4840.586265999998,1076.527924,2.884755133,3.1625845110000004,-0.013901349,0.093292172,0.116526513,0.03543449
31,12459,444.9642857,445.0,173.7961618,123.046875,123.046875,12460,445.0,0.394304835,0.310638959,0.531749185,0.282456507,0.270597687,0.100549615,12.62854434,189.8899195,-6.498082118999998,45.35191057,0.020614537,5.714438942,2.166350365,0.015349388,2760.871326,1397.619359,2520.844571,570.0541045,21.0046607,7.133313987,0.032493576,0.042292412,5282.346593,2311.629596,2.003730023,3.296711682,0.008653395999999999,0.065248866,0.139060994,0.10155578
32,43285,687.0634921,681.0,397.438979,117.4538352,117.4538352,43308,687.4285714,0.278938984,0.305750932,0.346585837,0.286657781,0.208652443,0.199493086,11.85691109,70.31181625,3.907958266,36.2183494,0.021804263,2.117335906,2.080017805,0.074808486,2263.143462,683.6374332,2438.381203,401.2200952,22.83774554,6.664711099999999,0.010931588,0.029000463,4683.699997,1512.805173,2.516574067,2.889138162,-0.024655626,0.108328543,0.094501351,0.043888223
33,45574,712.09375,713.5,392.1510678,123.046875,123.046875,45612,701.7230768999998,0.3565091,0.306610302,0.489556903,0.283471376,0.261398262,0.122491966,23.93578201,163.3174458,4.464402694,31.99057351,0.020460922,3.223486712,2.661790133,0.041156996,2472.115137,780.9635687000001,2850.697163,351.3259614,20.94448374,6.419962523,0.016141311999999998,0.025471432,5985.345853,1394.067895,3.166430495,3.693848196,0.011757592,0.07890936900000001,0.08099811,0.048520002
34,92395,769.9583332999998,766.5,443.5549834,198.7680288,198.7680288,92409,770.075,0.33199337100000004,0.289070211,0.529466015,0.245998136,0.265865515,0.112467157,3.506967441,14.74470917,0.012460484,27.61182306,0.018227027,1.6818664280000002,1.700883746,0.108912513,2536.803483,464.0237692,2241.187055,218.0412571,19.57347668,7.039661797000001,0.03390222,0.044108149000000006,4754.913939,869.4334749,2.127814655,2.286443029,0.003699927,0.058237663,0.151443904,0.048078919000000005
35,137860,1111.774194,1111.0,642.4033609,143.5546875,143.5546875,137912,1112.193548,0.300109336,0.292919576,0.3459176,0.284992388,0.214771984,0.19288942,13.58129342,59.72089395,4.03102289,36.26642531,0.012039255,1.960522487,1.837125063,0.198783889,1779.9683079999998,702.3128592999999,2246.663713,369.0248709,24.01299861,5.596563347999999,0.006590636,0.025767598,3794.958126,1393.780882,2.523574013,2.780680669,0.013578379,0.1162989,0.071774077,0.049517961
37,97629,929.8,930.0,533.2016754,143.5546875,143.5546875,97663,930.1238095,0.378006175,0.300015805,0.382241841,0.293861132,0.22813994,0.176877079,23.13653849,144.56832319999995,5.519164562,27.83034977,0.009596818,2.579788829,2.870376348,0.063103907,2626.302923,749.6045079,2770.103021,408.7096459,20.56866325,6.385873697999999,0.020348597,0.022561692,5879.932271,1622.651526,3.408087468,3.856026205,0.01543137,0.093364932,0.090655836,0.05287104
38,74828,822.2857142999999,828.0,471.4817719,143.5546875,143.5546875,75272,818.173913,0.34200763799999995,0.29278091,0.523269795,0.26668188800000003,0.26551894800000003,0.113282926,21.11291976,118.9399987,6.874552197000001,23.2435083,0.019187504,2.534596296,3.755087852,0.213444918,2944.308552,684.2007848,2845.700586,344.47891160000006,20.04909893,6.429714183,0.048065808,0.046623711,6413.4615159999985,1468.4949869999996,4.090726379,4.569541186,0.002625131,0.055390633,0.133712959,0.053667969
39,59794,934.28125,934.5,531.2083357,89.10290948,89.10290948,59814,934.59375,0.414154115,0.28525510800000003,0.5249066579999999,0.26696705600000004,0.262830827,0.119387143,25.47773305,139.9061384,8.282106089,21.76166854,0.017095793,1.981623924,3.914644957,0.127000377,3064.698132,673.9938206,2972.373656,266.3295066,19.51898738,6.379221761,0.047809917,0.045151062,6818.771981999998,1126.380228,4.291861798,4.627165273,-0.00412337,0.054656957,0.118275515,0.048231005
40,35979,765.5106383,763.0,434.0279368,80.74951172,80.74951172,36010,750.2083332999998,0.311320937,0.299613105,0.515523655,0.273261747,0.256969199,0.13153008800000002,6.275990402000001,39.23815723,1.727095034,32.17509014,0.010815951,2.295528215,1.625887156,0.101610772,2651.849088,710.0416663,2827.946977,379.7251514,21.62183305,6.19989154,0.023882724,0.028251944,6042.350367,1579.177583,1.881251848,2.20213448,0.010510493,0.073303384,0.110579182,0.051917644000000006
42,104696,1006.692308,1006.5,578.9001687000001,135.9991776,135.9991776,104729,1007.009615,0.3683756620000001,0.292541502,0.365661186,0.287002615,0.21523263,0.19237528,16.73672989,103.0631719,6.803556325,23.7709273,0.014032959,2.012154293,2.784964561,0.096280947,2610.948925,543.3671638,2600.336934,347.344544,20.5054744,6.09997719,0.027875079,0.032699369,5456.749507,1237.654607,3.392944432,3.655346608,0.047578635,0.085856831,0.109135798,0.043827994
43,69121,853.3456789999998,854.0,484.0574948,123.046875,123.046875,69149,853.691358,0.331600407,0.295683737,0.494074567,0.270118699,0.254588975,0.136080077,19.53161079,106.6854708,5.817873429,29.24904458,0.011517564,1.960062797,3.0438573360000003,0.094009489,2742.153254,707.9858403,2861.829701,415.3318108,20.54010304,6.024236564,0.027006282000000003,0.026182385,6146.7683,1621.373216,3.531973107,4.067793971,-5.53e-06,0.073735388,0.11207937,0.052371142
44,165324,1252.4545449999996,1252.5,724.1348586,135.9991776,135.9991776,167860,1262.105263,0.30264055,0.291612219,0.49482622,0.264129569,0.253941022,0.137285435,18.31681235,77.45202203,5.590415737000001,31.34740134,0.009916472,1.6269974669999998,2.75842452,0.150957137,2002.451126,455.7266377,2357.19899,320.4602693,21.65035823,6.219638735,0.013260556,0.023347283,4260.010332,1285.0082,3.731704876,4.146183397,0.015897741,0.079768367,0.090327688,0.026100122000000003
46,104107,963.9537037,964.0,555.7484507,143.5546875,143.5546875,104146,964.3148148,0.381375713,0.3012245,0.53820795,0.260931159,0.268088452,0.107060334,28.00261592,174.5192482,6.132580499,29.11715944,0.016491612,3.816921122,3.357467413,0.130748108,2458.433112,912.327731,2544.089354,510.8012116,21.48485455,7.632211412,0.024142165,0.046915818,5266.494254,1889.039371,3.897807709,4.607657449,0.003112162,0.068313323,0.095908505,0.059468969
47,37380,762.8571429,764.0,442.577331,83.35433468,83.35433468,37392,763.1020407999998,0.377670306,0.303561703,0.498962154,0.281522717,0.259032767,0.127418048,13.11785538,94.28987577,-1.76180326,38.67021733,0.018923897,4.17029079,2.417691708,0.180322334,2154.378668,1063.725097,2327.971619,652.3212762,21.39967644,6.961994898,0.022612985,0.035169695,4547.970567,2262.781286,2.695534032,3.4118226060000003,-0.014485213,0.068190969,0.0902179,0.066315712
48,47752,702.2352941,703.5,405.9431689,123.046875,123.046875,47777,702.6029412,0.35842345600000003,0.293427734,0.542227704,0.248033653,0.26408641,0.116583453,12.30226926,55.70863517,4.556925972,23.61750211,0.018050894,1.598574207,2.832143545,0.10082943,2629.096209,534.4400873,2606.605284,272.29343680000005,19.89275891,6.7461498120000005,0.036591526,0.037341312,5626.055891,1049.035599,3.513140061,3.787070452,0.016214857,0.057604978,0.12670487,0.042034322
49,43896,685.875,685.5,397.9036669,117.4538352,117.4538352,42544,675.3015872999998,0.395211373,0.291914824,0.458446663,0.270892674,0.247902609,0.147910884,16.64013128,82.92574473,6.632296007000001,24.28948425,0.017200173,2.11132107,3.3475553989999995,0.04428035,2664.0280780000007,660.0680689,2652.331652,351.7824700000001,18.99176457,6.429463087999999,0.045391202,0.051973701,5622.28849,1430.860817,4.007322535,4.362391978,0.0006827630000000001,0.073368108,0.125117574,0.049294244
50,50096,695.7777778,695.5,402.0171093,135.9991776,135.9991776,50113,696.0138889,0.47734855,0.270672268,0.5764937410000001,0.234456021,0.272726012,0.094624815,6.047853619,28.59439358,3.286136982,27.74420648,0.020970587,2.233139654,2.513147116,0.054761298,2753.341539,392.1046891,2299.3365120000008,265.9891271,19.94258773,8.807836551,0.041017141,0.037729435,5184.882295,820.9997658,2.90808305,3.205608425,0.015356781000000003,0.052735041,0.165626097,0.036666533
51,15091,443.8529412,444.0,258.6596824,99.38401442,99.38401442,14223,431.0,0.447971089,0.281682945,0.484654724,0.28141282,0.253653169,0.137816556,20.01349985,159.43464540000005,8.083901409,22.21495223,0.036303937,2.145804995,3.225943089,0.0032957790000000004,3196.040012,646.2877804999998,3116.513125,291.6792543,19.39560127,6.1600519710000015,0.044283945,0.046716012,7254.942554000001,1116.796442,3.349457726,3.778004653,-0.003478792,0.068787641,0.124817299,0.056909574
52,45525,669.4852941,669.5,378.4767649,135.9991776,135.9991776,45558,660.2608696000002,0.385232389,0.310084863,0.400075598,0.289464442,0.234419623,0.16846594199999998,20.50682045,162.0666582,1.186049034,31.27315729,0.022585302,3.1892441560000004,2.406157494,0.13719710699999998,2860.868287,1052.2283,2802.064141,413.7995509,21.53151925,7.0423694060000015,0.024781255,0.037753537,6203.970289,1755.0189719999996,2.537271831,3.285363638,-0.009552425,0.091910143,0.10263146,0.09192609
54,39715,611.0,611.0,334.4063397,143.5546875,143.5546875,39763,593.4776118999998,0.432451879,0.279706403,0.612009163,0.22759933,0.275354078,0.086680245,13.56480164,67.73566791,6.787788766,26.84944249,0.01808142,2.064637159,3.0538332460000004,0.051432397000000005,2560.099925,594.9617125,2550.153614,330.5815851000001,19.15824974,6.891964446,0.03674705,0.042017557,5544.7740060000015,1201.699436,3.650638935,4.061842365,0.004687399,0.047418157,0.120846879,0.046140473
55,32631,679.8125,680.5,384.6872461,92.28515625,184.5703125,63118,664.4,0.361805215,0.291493639,0.40591684,0.289185718,0.22842884,0.17650381899999998,15.40340864,96.41229603,6.1837590360000005,41.43445634,0.018840958,3.616625326,1.994889736,0.020794481,1746.8320239999996,851.0398051000002,2153.0097920000007,657.9211302,21.57918245,6.642336725,0.009235262,0.018254215,3608.996599,2017.189558,2.810367779,3.138309427,0.025494169,0.075882378,0.066971682,0.040487432
56,40976,569.1111111,568.5,326.4262532,161.49902340000003,89.10290948,21308,560.7368421,0.374212582,0.293517114,0.451757826,0.256795752,0.252730243,0.139501819,4.500515559,30.89569577,1.529199404,55.20448624,-0.004155619,4.146326658,1.4717854259999998,0.005023573,1939.111241,1162.823624,1959.252025,837.7065721,22.7214892,7.964501527,0.013979242,0.030214403,3956.779551,2368.504387,1.625127745,2.186021547,0.03378054,0.06096093900000001,0.088662255,0.071584559
57,128642,1012.929134,1009.0,581.2172969,161.49902340000003,161.49902340000003,128706,1013.433071,0.532044956,0.288492593,0.359807255,0.299496415,0.211375898,0.196605094,25.3470114,213.3136374,6.611951392999999,33.76490583,0.001838833,3.680778121,2.3427085880000003,0.196300343,2366.801397,949.355579,2556.596767,549.4668429,20.59651388,7.1786764110000005,0.014567378999999997,0.028691471,5149.983631,1871.396864,2.81247871,3.2229931360000004,-0.021447946,0.100480433,0.07065674799999999,0.05548714
58,136042,1182.973913,1190.0,676.6439236,129.1992188,129.1992188,127926,1142.196429,0.449582742,0.28323847,0.377687723,0.303345999,0.217779921,0.189486779,14.56163734,180.3490145,7.057464182,35.23237661,0.011132494,2.9452436860000004,1.877708673,0.089478925,1949.410062,797.4367704,2241.5124,507.0320087,20.76129385,7.381571582999999,0.011825583999999998,0.018777752,4061.992196,1837.760073,2.574460197,2.934983099,0.027006547,0.092827693,0.069027853,0.037023551
59,37869,620.8032787000002,621.0,332.3935461000001,135.9991776,135.9991776,37892,621.1803279000002,0.445685349,0.301498023,0.430565416,0.28627282,0.242852494,0.156064087,16.7130482,162.4257246,4.2172507160000015,35.09390444,0.023751579,3.212707304,2.06469655,0.041850176,2089.859974,708.3968336,2413.834037,500.4887885,21.15600483,6.991232246,0.011559253,0.024636528,4492.524931,1754.905454,2.634408354,3.14248818,-0.000476449,0.08423559300000001,0.0693323,0.038679682
60,58870,934.4444444,940.0,547.104522,86.1328125,86.1328125,49965,861.4655172,0.30904074800000003,0.295418039,0.432423865,0.27480296600000004,0.242777984,0.156179972,13.31613079,66.49665379,-1.70106182,38.51220877,0.001784934,2.3502427530000003,2.122853756,0.280821741,1917.69126,666.7553784,2335.267228,463.6346823,22.18485711,6.910455249,0.007890506,0.014382675,4211.154095,1695.371171,2.599726053,3.129926846,0.015031486,0.07617848599999999,0.075510877,0.038533442
61,38015,575.9848485,575.5,325.9747849,151.99908090000002,151.99908090000002,41533,593.3285714,0.482161267,0.28552799,0.472401216,0.292031549,0.245506985,0.15185405300000002,26.63080379,168.4215789,7.637255663999999,42.28297707,0.012979398,4.595250071000001,2.274638414,0.05475308,1940.3791670000005,1077.985666,2470.623196,736.5889232000002,19.7905974,7.257296938,0.009812601,0.03353069,4431.071523,2708.711474,2.798962184,3.21858608,0.000538415,0.080701824,0.049387951,0.046614894
63,41009,612.0746268999999,611.0,352.5718859,143.5546875,143.5546875,41024,612.2985075,0.48697171,0.281659549,0.447061718,0.289915719,0.245017243,0.152642995,16.40272157,134.76045269999997,3.732825415,33.76297709,0.02680902,3.4649142960000003,2.130951166,0.006878321,2272.531642000001,1092.645667,2509.618603,533.848218,20.19903089,6.5514563,0.026314644,0.062192988,4800.167193,2213.548506,2.617723084,3.027644869,0.016378304,0.085602215,0.082318291,0.084581274
65,19176,547.8857142999999,548.0,271.4327879,95.703125,95.703125,19259,534.9722222,0.335076984,0.285867962,0.454663369,0.275698392,0.246396071,0.150407145,6.970653917000001,33.47338246,0.727108674,42.59167265,0.020767915,2.801698673,1.838286757,0.020936491,2258.562119,859.691539,2395.118554,420.8705508000001,21.77852564,6.663089889,0.020287253,0.040909871,4511.545317,1714.8361100000004,2.207035472,2.644788835,0.010042438,0.090491414,0.103142287,0.06432443
66,16897,512.030303,511.0,302.663478,80.74951172,80.74951172,15860,495.625,0.351887977,0.281284303,0.529558946,0.252057414,0.26353842,0.117816953,16.81197682,67.96953677,6.080870551,22.79702504,0.027358627000000003,1.660555868,3.581166029,0.041492648,2792.201615,399.1950211,2723.077457,241.71406780000004,19.17392455,6.418155998,0.047976304,0.040663987,6091.741168,845.0295524000002,4.2275476360000015,4.578499636,0.018350583,0.063174621,0.1333845,0.034468762
67,46226,700.3939393999998,700.5,393.8214439,123.046875,123.046875,46249,690.2835821,0.392333871,0.30548083,0.431360726,0.281845625,0.239966474,0.16046627300000002,17.27844707,156.1839763,4.877173512,30.02662218,0.010772731,2.899825388,2.620305777,0.0393323,2501.284607,686.8982999,2423.684981,317.2531023,19.54131081,7.049563051,0.031045297000000006,0.037682034,5044.084785,1278.96513,3.1269552000000003,3.740998214,0.003467188,0.080577077,0.117169327,0.066210806
68,32328,646.56,647.0,334.6249937,112.3471467,112.3471467,31220,612.1568627,0.442763885,0.300721657,0.400041052,0.300887748,0.231349452,0.172657941,27.0257456,240.6762207,5.156889412,31.7696892,0.019059565,3.494505307,2.659555435,0.073908463,2693.228124,1066.59802,2791.289907,518.1928303000002,21.83988981,7.787460762,0.018477229,0.031035099,6064.890297,1932.535293,2.899558696,3.49555137,0.0029511470000000003,0.093815098,0.078721312,0.070563394
69,15665,356.0227273,356.5,200.3035751,161.49902340000003,161.49902340000003,15692,348.7111111,0.398093328,0.280171663,0.528352805,0.256431006,0.268030949,0.107204215,14.97112214,72.41648048,5.8829391410000005,26.13257866,0.042097525,2.04788776,2.995460272,0.049525261,2448.517841,556.7484812000001,2534.412594000001,282.7158478,19.50938451,6.1823403,0.031807646,0.046192471,5210.389747,1138.54436,3.746263519,4.205945883,0.019688866,0.057958334000000014,0.118476722,0.046185519
