song_id,beats_total_perc,beats_avg_perc,beats_median_perc,beats_std_perc,tempo_perc,tempo,beats_total,beats_avg,chroma_stft_mean,chroma_stft_std,chroma_cq_mean,chroma_cq_std,chroma_cens_mean,chroma_cens_std,melspectrogram_mean,melspectrogram_std,mfcc_mean,mfcc_std,mfcc_delta_mean,mfcc_delta_std,rms_mean,rms_std,centroid_mean,centroid_std,spec_bw_mean,spec_bw_std,contrast_mean,contrast_std,flatness_mean,flatness_std,rolloff_mean,rolloff_std,poly_mean,poly_std,tonnetz_mean,tonnetz_std,zcr_mean,zcr_std,valence,arousal,quadrant
p31,12459,444.9642857,445,173.7961618,123.046875,123.046875,12460,445,0.394304835,0.310638959,0.531749185,0.282456507,0.270597687,0.100549615,12.62854434,189.8899195,-6.498082119,45.35191057,0.020614537,5.714438942,2.166350365,0.015349388,2760.871326,1397.619359,2520.844571,570.0541045,21.0046607,7.133313987,0.032493576,0.042292412,5282.346593,2311.629596,2.003730023,3.296711682,0.008653396,0.065248866,0.139060994,0.10155578,0.4375,0.625,angry
p32,43285,687.0634921,681,397.438979,117.4538352,117.4538352,43308,687.4285714,0.278938984,0.305750932,0.346585837,0.286657781,0.208652443,0.199493086,11.85691109,70.31181625,3.907958266,36.2183494,0.021804263,2.117335906,2.080017805,0.074808486,2263.143462,683.6374332,2438.381203,401.2200952,22.83774554,6.6647111,0.010931588,0.029000463,4683.699997,1512.805173,2.516574067,2.889138162,-0.024655626,0.108328543,0.094501351,0.043888223,0.3875,0.575,angry
p33,45574,712.09375,713.5,392.1510678,123.046875,123.046875,45612,701.7230769,0.3565091,0.306610302,0.489556903,0.283471376,0.261398262,0.122491966,23.93578201,163.3174458,4.464402694,31.99057351,0.020460922,3.223486712,2.661790133,0.041156996,2472.115137,780.9635687,2850.697163,351.3259614,20.94448374,6.419962523,0.016141312,0.025471432,5985.345853,1394.067895,3.166430495,3.693848196,0.011757592,0.078909369,0.08099811,0.048520002,0.75,0.6375,happy
p34,92395,769.9583333,766.5,443.5549834,198.7680288,198.7680288,92409,770.075,0.331993371,0.289070211,0.529466015,0.245998136,0.265865515,0.112467157,3.506967441,14.74470917,0.012460484,27.61182306,0.018227027,1.681866428,1.700883746,0.108912513,2536.803483,464.0237692,2241.187055,218.0412571,19.57347668,7.039661797,0.03390222,0.044108149,4754.913939,869.4334749,2.127814655,2.286443029,0.003699927,0.058237663,0.151443904,0.048078919,0.8375,0.6875,happy
p35,137860,1111.774194,1111,642.4033609,143.5546875,143.5546875,137912,1112.193548,0.300109336,0.292919576,0.3459176,0.284992388,0.214771984,0.19288942,13.58129342,59.72089395,4.03102289,36.26642531,0.012039255,1.960522487,1.837125063,0.198783889,1779.968308,702.3128593,2246.663713,369.0248709,24.01299861,5.596563348,0.006590636,0.025767598,3794.958126,1393.780882,2.523574013,2.780680669,0.013578379,0.1162989,0.071774077,0.049517961,0.625,0.3375,relax
p37,97629,929.8,930,533.2016754,143.5546875,143.5546875,97663,930.1238095,0.378006175,0.300015805,0.382241841,0.293861132,0.22813994,0.176877079,23.13653849,144.5683232,5.519164562,27.83034977,0.009596818,2.579788829,2.870376348,0.063103907,2626.302923,749.6045079,2770.103021,408.7096459,20.56866325,6.385873698,0.020348597,0.022561692,5879.932271,1622.651526,3.408087468,3.856026205,0.01543137,0.093364932,0.090655836,0.05287104,0.75,0.8,happy
p38,74828,822.2857143,828,471.4817719,143.5546875,143.5546875,75272,818.173913,0.342007638,0.29278091,0.523269795,0.266681888,0.265518948,0.113282926,21.11291976,118.9399987,6.874552197,23.2435083,0.019187504,2.534596296,3.755087852,0.213444918,2944.308552,684.2007848,2845.700586,344.4789116,20.04909893,6.429714183,0.048065808,0.046623711,6413.461516,1468.494987,4.090726379,4.569541186,0.002625131,0.055390633,0.133712959,0.053667969,0.8375,0.8875,happy
p39,59794,934.28125,934.5,531.2083357,89.10290948,89.10290948,59814,934.59375,0.414154115,0.285255108,0.524906658,0.266967056,0.262830827,0.119387143,25.47773305,139.9061384,8.282106089,21.76166854,0.017095793,1.981623924,3.914644957,0.127000377,3064.698132,673.9938206,2972.373656,266.3295066,19.51898738,6.379221761,0.047809917,0.045151062,6818.771982,1126.380228,4.291861798,4.627165273,-0.00412337,0.054656957,0.118275515,0.048231005,0.590909091,0.875,happy
p40,35979,765.5106383,763,434.0279368,80.74951172,80.74951172,36010,750.2083333,0.311320937,0.299613105,0.515523655,0.273261747,0.256969199,0.131530088,6.275990402,39.23815723,1.727095034,32.17509014,0.010815951,2.295528215,1.625887156,0.101610772,2651.849088,710.0416663,2827.946977,379.7251514,21.62183305,6.19989154,0.023882724,0.028251944,6042.350367,1579.177583,1.881251848,2.20213448,0.010510493,0.073303384,0.110579182,0.051917644,0.6625,0.375,relax
p42,104696,1006.692308,1006.5,578.9001687,135.9991776,135.9991776,104729,1007.009615,0.368375662,0.292541502,0.365661186,0.287002615,0.21523263,0.19237528,16.73672989,103.0631719,6.803556325,23.7709273,0.014032959,2.012154293,2.784964561,0.096280947,2610.948925,543.3671638,2600.336934,347.344544,20.5054744,6.09997719,0.027875079,0.032699369,5456.749507,1237.654607,3.392944432,3.655346608,0.047578635,0.085856831,0.109135798,0.043827994,0.6,0.7625,happy
p43,69121,853.345679,854,484.0574948,123.046875,123.046875,69149,853.691358,0.331600407,0.295683737,0.494074567,0.270118699,0.254588975,0.136080077,19.53161079,106.6854708,5.817873429,29.24904458,0.011517564,1.960062797,3.043857336,0.094009489,2742.153254,707.9858403,2861.829701,415.3318108,20.54010304,6.024236564,0.027006282,0.026182385,6146.7683,1621.373216,3.531973107,4.067793971,-5.53E-06,0.073735388,0.11207937,0.052371142,0.7875,0.8625,happy
p44,165324,1252.454545,1252.5,724.1348586,135.9991776,135.9991776,167860,1262.105263,0.30264055,0.291612219,0.49482622,0.264129569,0.253941022,0.137285435,18.31681235,77.45202203,5.590415737,31.34740134,0.009916472,1.626997467,2.75842452,0.150957137,2002.451126,455.7266377,2357.19899,320.4602693,21.65035823,6.219638735,0.013260556,0.023347283,4260.010332,1285.0082,3.731704876,4.146183397,0.015897741,0.079768367,0.090327688,0.026100122,0.675,0.6875,happy
p46,104107,963.9537037,964,555.7484507,143.5546875,143.5546875,104146,964.3148148,0.381375713,0.3012245,0.53820795,0.260931159,0.268088452,0.107060334,28.00261592,174.5192482,6.132580499,29.11715944,0.016491612,3.816921122,3.357467413,0.130748108,2458.433112,912.327731,2544.089354,510.8012116,21.48485455,7.632211412,0.024142165,0.046915818,5266.494254,1889.039371,3.897807709,4.607657449,0.003112162,0.068313323,0.095908505,0.059468969,0.575,0.8375,happy
p47,37380,762.8571429,764,442.577331,83.35433468,83.35433468,37392,763.1020408,0.377670306,0.303561703,0.498962154,0.281522717,0.259032767,0.127418048,13.11785538,94.28987577,-1.76180326,38.67021733,0.018923897,4.17029079,2.417691708,0.180322334,2154.378668,1063.725097,2327.971619,652.3212762,21.39967644,6.961994898,0.022612985,0.035169695,4547.970567,2262.781286,2.695534032,3.411822606,-0.014485213,0.068190969,0.0902179,0.066315712,0.4625,0.4,sad
p48,47752,702.2352941,703.5,405.9431689,123.046875,123.046875,47777,702.6029412,0.358423456,0.293427734,0.542227704,0.248033653,0.26408641,0.116583453,12.30226926,55.70863517,4.556925972,23.61750211,0.018050894,1.598574207,2.832143545,0.10082943,2629.096209,534.4400873,2606.605284,272.2934368,19.89275891,6.746149812,0.036591526,0.037341312,5626.055891,1049.035599,3.513140061,3.787070452,0.016214857,0.057604978,0.12670487,0.042034322,0.8375,0.725,happy
p49,43896,685.875,685.5,397.9036669,117.4538352,117.4538352,42544,675.3015873,0.395211373,0.291914824,0.458446663,0.270892674,0.247902609,0.147910884,16.64013128,82.92574473,6.632296007,24.28948425,0.017200173,2.11132107,3.347555399,0.04428035,2664.028078,660.0680689,2652.331652,351.78247,18.99176457,6.429463088,0.045391202,0.051973701,5622.28849,1430.860817,4.007322535,4.362391978,0.000682763,0.073368108,0.125117574,0.049294244,0.7125,0.7875,happy
p50,50096,695.7777778,695.5,402.0171093,135.9991776,135.9991776,50113,696.0138889,0.47734855,0.270672268,0.576493741,0.234456021,0.272726012,0.094624815,6.047853619,28.59439358,3.286136982,27.74420648,0.020970587,2.233139654,2.513147116,0.054761298,2753.341539,392.1046891,2299.336512,265.9891271,19.94258773,8.807836551,0.041017141,0.037729435,5184.882295,820.9997658,2.90808305,3.205608425,0.015356781,0.052735041,0.165626097,0.036666533,0.5875,0.8375,happy
p51,15091,443.8529412,444,258.6596824,99.38401442,99.38401442,14223,431,0.447971089,0.281682945,0.484654724,0.28141282,0.253653169,0.137816556,20.01349985,159.4346454,8.083901409,22.21495223,0.036303937,2.145804995,3.225943089,0.003295779,3196.040012,646.2877805,3116.513125,291.6792543,19.39560127,6.160051971,0.044283945,0.046716012,7254.942554,1116.796442,3.349457726,3.778004653,-0.003478792,0.068787641,0.124817299,0.056909574,0.7625,0.825,happy
p52,45525,669.4852941,669.5,378.4767649,135.9991776,135.9991776,45558,660.2608696,0.385232389,0.310084863,0.400075598,0.289464442,0.234419623,0.168465942,20.50682045,162.0666582,1.186049034,31.27315729,0.022585302,3.189244156,2.406157494,0.137197107,2860.868287,1052.2283,2802.064141,413.7995509,21.53151925,7.042369406,0.024781255,0.037753537,6203.970289,1755.018972,2.537271831,3.285363638,-0.009552425,0.091910143,0.10263146,0.09192609,0.4625,0.5875,angry
p54,39715,611,611,334.4063397,143.5546875,143.5546875,39763,593.4776119,0.432451879,0.279706403,0.612009163,0.22759933,0.275354078,0.086680245,13.56480164,67.73566791,6.787788766,26.84944249,0.01808142,2.064637159,3.053833246,0.051432397,2560.099925,594.9617125,2550.153614,330.5815851,19.15824974,6.891964446,0.03674705,0.042017557,5544.774006,1201.699436,3.650638935,4.061842365,0.004687399,0.047418157,0.120846879,0.046140473,0.775,0.875,happy
p55,32631,679.8125,680.5,384.6872461,92.28515625,184.5703125,63118,664.4,0.361805215,0.291493639,0.40591684,0.289185718,0.22842884,0.176503819,15.40340864,96.41229603,6.183759036,41.43445634,0.018840958,3.616625326,1.994889736,0.020794481,1746.832024,851.0398051,2153.009792,657.9211302,21.57918245,6.642336725,0.009235262,0.018254215,3608.996599,2017.189558,2.810367779,3.138309427,0.025494169,0.075882378,0.066971682,0.040487432,0.4,0.625,angry
p56,40976,569.1111111,568.5,326.4262532,161.4990234,89.10290948,21308,560.7368421,0.374212582,0.293517114,0.451757826,0.256795752,0.252730243,0.139501819,4.500515559,30.89569577,1.529199404,55.20448624,-0.004155619,4.146326658,1.471785426,0.005023573,1939.111241,1162.823624,1959.252025,837.7065721,22.7214892,7.964501527,0.013979242,0.030214403,3956.779551,2368.504387,1.625127745,2.186021547,0.03378054,0.060960939,0.088662255,0.071584559,0.275,0.4125,sad
p57,128642,1012.929134,1009,581.2172969,161.4990234,161.4990234,128706,1013.433071,0.532044956,0.288492593,0.359807255,0.299496415,0.211375898,0.196605094,25.3470114,213.3136374,6.611951393,33.76490583,0.001838833,3.680778121,2.342708588,0.196300343,2366.801397,949.355579,2556.596767,549.4668429,20.59651388,7.178676411,0.014567379,0.028691471,5149.983631,1871.396864,2.81247871,3.222993136,-0.021447946,0.100480433,0.070656748,0.05548714,0.3625,0.525,angry
p58,136042,1182.973913,1190,676.6439236,129.1992188,129.1992188,127926,1142.196429,0.449582742,0.28323847,0.377687723,0.303345999,0.217779921,0.189486779,14.56163734,180.3490145,7.057464182,35.23237661,0.011132494,2.945243686,1.877708673,0.089478925,1949.410062,797.4367704,2241.5124,507.0320087,20.76129385,7.381571583,0.011825584,0.018777752,4061.992196,1837.760073,2.574460197,2.934983099,0.027006547,0.092827693,0.069027853,0.037023551,0.25,0.2625,sad
p59,37869,620.8032787,621,332.3935461,135.9991776,135.9991776,37892,621.1803279,0.445685349,0.301498023,0.430565416,0.28627282,0.242852494,0.156064087,16.7130482,162.4257246,4.217250716,35.09390444,0.023751579,3.212707304,2.06469655,0.041850176,2089.859974,708.3968336,2413.834037,500.4887885,21.15600483,6.991232246,0.011559253,0.024636528,4492.524931,1754.905454,2.634408354,3.14248818,-0.000476449,0.084235593,0.0693323,0.038679682,0.6,0.6,happy
p60,58870,934.4444444,940,547.104522,86.1328125,86.1328125,49965,861.4655172,0.309040748,0.295418039,0.432423865,0.274802966,0.242777984,0.156179972,13.31613079,66.49665379,-1.70106182,38.51220877,0.001784934,2.350242753,2.122853756,0.280821741,1917.69126,666.7553784,2335.267228,463.6346823,22.18485711,6.910455249,0.007890506,0.014382675,4211.154095,1695.371171,2.599726053,3.129926846,0.015031486,0.076178486,0.075510877,0.038533442,0.409090909,0.420454545,sad
p61,38015,575.9848485,575.5,325.9747849,151.9990809,151.9990809,41533,593.3285714,0.482161267,0.28552799,0.472401216,0.292031549,0.245506985,0.151854053,26.63080379,168.4215789,7.637255664,42.28297707,0.012979398,4.595250071,2.274638414,0.05475308,1940.379167,1077.985666,2470.623196,736.5889232,19.7905974,7.257296938,0.009812601,0.03353069,4431.071523,2708.711474,2.798962184,3.21858608,0.000538415,0.080701824,0.049387951,0.046614894,0.275,0.375,sad
p63,41009,612.0746269,611,352.5718859,143.5546875,143.5546875,41024,612.2985075,0.48697171,0.281659549,0.447061718,0.289915719,0.245017243,0.152642995,16.40272157,134.7604527,3.732825415,33.76297709,0.02680902,3.464914296,2.130951166,0.006878321,2272.531642,1092.645667,2509.618603,533.848218,20.19903089,6.5514563,0.026314644,0.062192988,4800.167193,2213.548506,2.617723084,3.027644869,0.016378304,0.085602215,0.082318291,0.084581274,0.4625,0.375,sad
p65,19176,547.8857143,548,271.4327879,95.703125,95.703125,19259,534.9722222,0.335076984,0.285867962,0.454663369,0.275698392,0.246396071,0.150407145,6.970653917,33.47338246,0.727108674,42.59167265,0.020767915,2.801698673,1.838286757,0.020936491,2258.562119,859.691539,2395.118554,420.8705508,21.77852564,6.663089889,0.020287253,0.040909871,4511.545317,1714.83611,2.207035472,2.644788835,0.010042438,0.090491414,0.103142287,0.06432443,0.75,0.5875,happy
p66,16897,512.030303,511,302.663478,80.74951172,80.74951172,15860,495.625,0.351887977,0.281284303,0.529558946,0.252057414,0.26353842,0.117816953,16.81197682,67.96953677,6.080870551,22.79702504,0.027358627,1.660555868,3.581166029,0.041492648,2792.201615,399.1950211,2723.077457,241.7140678,19.17392455,6.418155998,0.047976304,0.040663987,6091.741168,845.0295524,4.227547636,4.578499636,0.018350583,0.063174621,0.1333845,0.034468762,0.7625,0.8625,happy
p67,46226,700.3939394,700.5,393.8214439,123.046875,123.046875,46249,690.2835821,0.392333871,0.30548083,0.431360726,0.281845625,0.239966474,0.160466273,17.27844707,156.1839763,4.877173512,30.02662218,0.010772731,2.899825388,2.620305777,0.0393323,2501.284607,686.8982999,2423.684981,317.2531023,19.54131081,7.049563051,0.031045297,0.037682034,5044.084785,1278.96513,3.1269552,3.740998214,0.003467188,0.080577077,0.117169327,0.066210806,0.5875,0.8,happy
p68,32328,646.56,647,334.6249937,112.3471467,112.3471467,31220,612.1568627,0.442763885,0.300721657,0.400041052,0.300887748,0.231349452,0.172657941,27.0257456,240.6762207,5.156889412,31.7696892,0.019059565,3.494505307,2.659555435,0.073908463,2693.228124,1066.59802,2791.289907,518.1928303,21.83988981,7.787460762,0.018477229,0.031035099,6064.890297,1932.535293,2.899558696,3.49555137,0.002951147,0.093815098,0.078721312,0.070563394,0.575,0.65,happy
p69,15665,356.0227273,356.5,200.3035751,161.4990234,161.4990234,15692,348.7111111,0.398093328,0.280171663,0.528352805,0.256431006,0.268030949,0.107204215,14.97112214,72.41648048,5.882939141,26.13257866,0.042097525,2.04788776,2.995460272,0.049525261,2448.517841,556.7484812,2534.412594,282.7158478,19.50938451,6.1823403,0.031807646,0.046192471,5210.389747,1138.54436,3.746263519,4.205945883,0.019688866,0.057958334,0.118476722,0.046185519,0.775,0.7125,happy
