song_id,beats_total_perc,beats_avg_perc,beats_median_perc,beats_std_perc,tempo_perc,tempo,beats_total,beats_avg,chroma_stft_mean,chroma_stft_std,chroma_cq_mean,chroma_cq_std,chroma_cens_mean,chroma_cens_std,melspectrogram_mean,melspectrogram_std,mfcc_mean,mfcc_std,mfcc_delta_mean,mfcc_delta_std,rms_mean,rms_std,centroid_mean,centroid_std,spec_bw_mean,spec_bw_std,contrast_mean,contrast_std,flatness_mean,flatness_std,rolloff_mean,rolloff_std,poly_mean,poly_std,tonnetz_mean,tonnetz_std,zcr_mean,zcr_std,valence,arousal,quadrant
d611,54596,747.890411,748,435.6877279,123.046875,123.046875,54628,748.3287671,0.465388229,0.262910177,0.48508169,0.26688172,0.255876852,0.133642694,6.330855464,33.88621978,4.293288011,38.4801698,0.015763934,2.408563124,1.511753559,0.048595086,1751.464855,373.6036857,1936.715942,235.0803519,20.02527279,7.48266803,0.007218547,0.024217606,3684.336604,475.0611182,2.195932372,2.382739651,0.014195233,0.065987263,0.074535378,0.037809819,0.5125,0.475,relax
p325,59865,935.390625,935.5,530.4113562,89.10290948,184.5703125,122565,942.8076923,0.430925219,0.285639716,0.38125922,0.309787752,0.218453418,0.18870993,17.35395609,147.4091867,4.950310417,30.45680994,0.014411402,3.137036652,2.16419673,0.053496443,2610.084215,824.0019377,2837.42649,376.7260661,21.78574992,6.672238013,0.018972488,0.026871117,6135.055891,1585.956963,2.509630125,2.977255989,0.009896423,0.099911624,0.075855277,0.052720272,0.6125,0.4875,relax
p40,35979,765.5106383,763,434.0279368,80.74951172,80.74951172,36010,750.2083333,0.311320937,0.299613105,0.515523655,0.273261747,0.256969199,0.131530088,6.275990402,39.23815723,1.727095034,32.17509014,0.010815951,2.295528215,1.625887156,0.101610772,2651.849088,710.0416663,2827.946977,379.7251514,21.62183305,6.19989154,0.023882724,0.028251944,6042.350367,1579.177583,1.881251848,2.20213448,0.010510493,0.073303384,0.110579182,0.051917644,0.6625,0.375,relax
d46,63890,953.5820896,959,551.9782645,89.10290948,89.10290948,63917,953.9850746,0.352364943,0.309524162,0.577123744,0.252318138,0.271764802,0.097351043,3.933846402,30.45982677,-1.357314948,48.797055,0.00746633,4.090271427,1.093091726,0.011161538,1803.268591,791.7737256,2075.808118,665.7630232,19.9652845,6.881206178,0.010206336,0.028931139,3742.176564,1930.616354,1.418446743,1.762682752,-0.01442085,0.052924247,0.073730217,0.043613473,0.5375,0.375,relax
d977,61951,938.6515152,938.5,546.9739203,89.10290948,89.10290948,56433,895.7619048,0.475626658,0.248584534,0.596034506,0.218358151,0.274374216,0.089733621,15.65305927,60.43064231,7.072468124,28.95917903,0.011909055,1.337663519,3.734634161,0.005841139,2322.327849,188.9202296,1981.728919,132.7040946,20.46341993,10.36569571,0.017269593,0.030899273,4462.198881,361.3887106,5.068280793,5.101789276,0.015545358,0.041989023,0.137368534,0.020132534,0.7875,0.3125,relax
d1711,81822,962.6117647,962,556.1188636,112.3471467,117.4538352,81852,962.9647059,0.392520526,0.309788318,0.346803352,0.297642723,0.204790609,0.203455498,3.747256492,35.80472115,0.462231444,56.71039621,-0.002883019,2.928040056,0.778279543,0.03234373,1661.273106,781.6026532,2226.138854,597.3269844,22.42364725,7.48709974,0.006486633,0.013849099,3888.598708,1985.052779,0.959006923,1.216978434,-0.03396735,0.105763115,0.052838179,0.041675985,0.5,0.275,relax
d1719,86040,966.741573,967,553.0598344,117.4538352,117.4538352,80374,945.5764706,0.233912857,0.287339055,0.417584356,0.276518787,0.240651523,0.159437065,1.357057842,6.804182116,-16.29017977,99.06973077,-0.000392777,1.581396229,0.361894608,0.014317642,615.984113,119.7277111,521.315534,83.11077145,24.25785107,5.834762894,3.78E-06,1.00E-05,1008.516124,211.7825152,0.634663076,0.698207887,0.017041023,0.104459905,0.051390216,0.014348101,0.5,0.2875,relax
d726,87164,957.8461538,960,554.5770376,123.046875,123.046875,85312,947.9111111,0.331256572,0.297610081,0.500554331,0.267706692,0.267146557,0.109389444,3.151006601,18.30275215,-8.091003225,49.86828355,0.005153603,2.750617696,1.102517247,0.078587994,1705.062993,416.6204356,1562.710462,222.9579687,21.8139949,7.183051092,0.004804154,0.032708231,2941.728425,654.2765912,1.527405745,1.830061236,-0.003570394,0.072824197,0.100217903,0.036244182,0.75,0.325,relax
d1748,69678,929.04,928,532.0241959,103.359375,103.359375,69689,929.1866667,0.363098703,0.306990469,0.53228762,0.265663327,0.270127458,0.101806139,2.1330644,12.20651351,-2.98762121,57.44919456,0.010930132,4.525065508,0.746786356,0.013127325,2185.722368,1186.331447,2530.578762,747.1692316,20.5336809,7.169540314,0.011345663,0.019759517,4838.82074,2623.46772,0.928027738,1.110930142,0.009003745,0.06253251,0.082439663,0.072986888,0.55,0.3875,relax
d939,94775,947.75,945,546.5011139,135.9991776,135.9991776,94786,967.2040816,0.365570713,0.320579242,0.480441567,0.281807744,0.258485459,0.128524709,2.649895315,24.14082811,-4.050981239,51.43721082,0.01301027,4.34259777,1.396921039,0.349190056,3421.089774,1644.76081,3017.852865,553.4951836,19.55535482,6.80958581,0.047326058,0.065212719,6920.97783,2507.880462,0.959418096,1.527310001,0.004918683,0.070683749,0.173043253,0.156250292,0.65,0.2125,relax
d1387,85012,955.1910112,955,550.6446452,123.046875,60.09265988,41237,937.2045455,0.28118584,0.273608988,0.407797744,0.265037904,0.22669165,0.178729486,3.641944503,19.64075634,-0.546188921,38.66001489,-0.005654852,1.531944852,0.822693825,0.013427338,1908.030821,170.6222341,2472.504582,75.10639078,24.08847145,6.410059766,0.003391881,0.003246936,4509.917174,367.5470811,1.176005406,1.264387996,0.0185409,0.089015382,0.040014371,0.012329755,0.6375,0.4375,relax
d1021,98021,933.5333333,932,534.4005109,143.5546875,143.5546875,98073,934.0285714,0.31420852,0.287944134,0.43875034,0.262270053,0.237012633,0.164797892,2.178814164,15.46703288,-2.037500577,45.09777751,0.000245936,1.625494288,0.702691197,0.003595053,1647.819439,304.8008799,2218.911134,267.5411343,21.12220972,5.770602029,0.004945281,0.004658567,3563.93956,880.3017514,1.046713055,1.119748518,-0.015025015,0.076632133,0.059735592,0.015435757,0.65,0.475,relax
d1374,83001,943.1931818,943.5,546.9817152,117.4538352,117.4538352,39818,652.7540984,0.451198155,0.289688802,0.56190245,0.250859667,0.269380623,0.103766148,2.690135168,13.20203671,-0.382308892,82.58085033,-0.000790521,2.999491595,0.600788653,0.040308394,535.3092873,213.8865834,859.095638,308.3566947,21.25065536,6.963570216,0.000248745,0.000779961,924.4888542,466.2582235,1.002256663,1.153657323,0.002031246,0.053596479,0.023876903,0.007486661,0.625,0.3875,relax
d1503,54743,960.4035088,961,545.0984414,78.30255682,78.30255682,54761,960.7192982,0.401233912,0.301814566,0.535884966,0.254469762,0.265218894,0.113983647,2.685568811,21.10672769,1.154027685,53.27916369,-0.00168987,3.258647217,0.798852026,0.006104069,1516.295686,557.3568433,2059.404315,470.8197822,19.98255747,7.093555389,0.006736126,0.011961784,3403.651641,1500.585784,1.048119068,1.332595397,0.013192196,0.048957125,0.047673433,0.024035215,0.6125,0.3875,relax
d81,85320,948,948.5,547.001036,123.046875,123.046875,87273,959.043956,0.393959705,0.28959062,0.413487416,0.274469907,0.229296858,0.175374697,32.09832733,154.7904041,9.045639025,28.46801622,0.011080187,2.399420308,3.572769642,0.055829532,1981.826761,452.4511094,2207.634524,325.7198521,21.02076593,7.054592789,0.012529572,0.030921483,4229.159942,1097.867292,4.886974192,5.310416385,-0.006525793,0.078922186,0.086912552,0.033623713,0.6375,0.3625,relax
p621,19354,460.8095238,461,261.3508168,123.046875,117.4538352,19366,461.0952381,0.252525911,0.305560165,0.400366436,0.286499525,0.241034712,0.158857171,3.359028543,31.65973552,-10.10489565,48.35758816,0.014177295,3.109968089,1.044308901,0.001208484,2348.452717,1236.604869,2453.578536,428.1108521,22.17150574,6.553263425,0.016884184,0.043242294,4785.403063,2095.914475,0.998512065,1.321886614,0.001883008,0.093690161,0.103096731,0.106406568,0.55,0.3625,relax
d782,82549,948.8390805,946,555.0389833,117.4538352,117.4538352,82571,949.091954,0.422205809,0.297628563,0.514578857,0.263815787,0.260727593,0.123913097,20.21991885,104.2543072,4.685327723,33.592601,0.010378898,2.541313173,2.975847244,0.240507677,1802.94931,504.3633929,2047.66472,370.8461091,19.63611775,6.998881121,0.011224655,0.026276441,3698.324863,1167.132008,4.029329682,4.435863394,0.002217807,0.06623896,0.072967231,0.033276835,0.775,0.4625,relax
d1772,103725,926.1160714,919.5,509.2473393,161.4990234,95.703125,54730,868.7301587,0.22825046,0.304618377,0.359218678,0.29307999,0.213105964,0.194728481,0.914451447,7.539583618,-11.02046664,77.10673321,-0.000332767,2.198815591,0.350370735,0.05012941,1295.108468,556.6510546,1392.995587,379.4963104,26.48815066,8.793486896,0.000453421,0.001077321,2577.473303,1117.188799,0.48010794,0.577718586,0.009130606,0.097731944,0.063624962,0.03910394,0.575,0.4125,relax
d1442,75086,904.6506024,904,515.7162158,117.4538352,123.046875,75117,894.25,0.195708898,0.292583463,0.398133586,0.289924073,0.233557684,0.169658898,0.979842982,10.72190392,-14.39033,77.0231598,0.000680584,2.942241239,0.285804987,0.063753381,1572.162861,707.5885712,1990.712896,472.0248246,21.07664049,6.121403135,0.00556353,0.018375291,2956.709899,1755.242894,0.404181798,0.55222026,0.016412197,0.097279444,0.0617381,0.036198321,0.5375,0.225,relax
d1676,104964,954.2181818,954.5,546.9199107,151.9990809,151.9990809,104986,954.4181818,0.460541627,0.300679723,0.449048346,0.302602169,0.242341555,0.156856317,5.112341525,40.36819616,2.136747975,53.5538555,-0.001364463,3.894137506,0.893871546,0.049548812,1789.213423,975.337968,2296.814694,723.2011937,19.14333938,7.368566276,0.01324936,0.029010413,4030.714516,2507.188542,1.176463789,1.395074402,-0.003590198,0.086281152,0.056853524,0.057964165,0.575,0.4875,relax
d1757,80572,959.1904762,951.5,538.8961486,117.4538352,117.4538352,80093,953.4880952,0.27998323,0.313041259,0.415562131,0.291747394,0.235477484,0.166984094,1.41763798,15.51662178,-7.798907253,90.14222995,-0.00929431,2.676680431,0.356796384,0.058727019,660.1549649,251.423429,1094.156366,398.24272,21.73498823,6.443675344,0.000288069,0.00179689,951.6331345,524.8815042,0.486250943,0.741358584,0.000508006,0.090289528,0.032962764,0.020031014,0.5,0.2625,relax
d59,72183,962.44,964,557.0768526,99.38401442,99.38401442,72217,962.8933333,0.367879382,0.283791799,0.413349574,0.264036327,0.240160451,0.160175813,28.93132721,125.7639506,5.501111086,33.07269946,0.012578681,2.750234102,3.690180302,0.036324576,1809.006151,365.6534518,1858.988377,336.0977338,20.95503065,7.424292469,0.010269516,0.029513801,3543.727008,926.4385806,5.26279034,5.590289994,-0.010549034,0.078662202,0.089943671,0.020955608,0.5375,0.3875,relax
p280,49042,817.3666667,817.5,461.3604508,95.703125,95.703125,49060,817.6666667,0.528315583,0.277523368,0.345747261,0.315147263,0.203592554,0.204654355,23.90186471,231.7667716,6.612821871,54.31571612,0.016286135,4.518258869,1.815257788,0.016256621,1314.359772,1014.017307,1924.5689,878.6282379,22.19556073,8.440516648,0.005233142,0.036955491,2948.8467,2529.273729,2.226981319,2.997682434,0.00928691,0.111920958,0.027199262,0.024143901,0.525,0.325,relax
d1454,107438,967.9099099,967,554.5583349,151.9990809,151.9990809,107523,968.6756757,0.327496938,0.281149379,0.472549948,0.246883305,0.250186051,0.144014837,0.825613528,3.400417198,-9.413426553,48.55066028,0.001441368,2.481187209,0.616987586,0.046888441,2090.74121,344.3536017,1826.853783,198.8116959,24.7316443,8.205794331,0.004308756,0.004834783,3972.37598,689.6265808,0.836256698,0.935101996,0.017655333,0.074985592,0.149505521,0.027731136,0.525,0.325,relax
d43,80678,960.452381,962.5,558.8161467,112.3471467,112.3471467,78816,949.5903614,0.433868283,0.271763642,0.505103337,0.256478693,0.261215457,0.122881318,54.00818403,240.5698707,11.22267827,31.68448735,0.011030279,1.945959336,4.751526833,0.062888078,1759.846432,441.222705,1923.46515,338.830693,19.76451837,7.634774781,0.011012808,0.028492438,3560.343093,1048.662801,7.04528434,7.155740367,-0.007910421,0.058218561,0.079084699,0.025702106,0.7125,0.3125,relax
d1642,103097,963.5233645,964,557.2030511,143.5546875,143.5546875,103133,963.8598131,0.556003642,0.279964134,0.421051416,0.300210574,0.228824874,0.175990086,8.772680939,99.06088086,4.184416577,51.68670968,-0.001988732,3.252153786,1.046776175,0.087878413,1879.524586,980.4566543,2144.95831,564.803036,20.91784381,7.269022782,0.013270483,0.02869354,3844.571197,2006.340052,1.289105705,1.538830525,-0.016389133,0.086173527,0.069464433,0.063101308,0.5125,0.4875,relax
d45,62423,931.6865672,931,542.6147642,92.28515625,184.5703125,131543,960.1678832,0.351818626,0.29131087,0.573579149,0.235810347,0.271530439,0.098002826,25.66054825,118.4838886,4.445884532,47.97070282,0.010346629,1.956202125,3.048102617,0.069535039,1353.711502,300.4911792,1246.92092,211.3432726,21.15072766,7.863432153,0.001667834,0.02696115,2569.018743,576.7389351,4.895267592,5.008305671,-0.003135594,0.049590566,0.074252208,0.028482922,0.5125,0.1375,relax
d1538,121309,970.472,971,549.5671981,172.265625,172.265625,121336,970.688,0.477752712,0.312707944,0.481235512,0.293864128,0.252731249,0.139499997,3.408421903,50.29086036,0.065655269,53.07055916,-0.004659946,4.494670692,1.04069674,0.052252986,2729.218114,1199.330694,2635.520756,487.3008762,20.27244248,9.63865517,0.043606509,0.07573396,5704.737726,2041.714829,0.831640962,1.130927112,-0.017281663,0.058651603,0.098500538,0.086649999,0.6625,0.4625,relax
d1779,103702,978.3207547,989.5,542.595658,143.5546875,143.5546875,102369,974.9428571,0.272246951,0.289501633,0.450173418,0.268397969,0.254006877,0.137163551,0.651773318,6.205124141,-14.19876271,85.73747596,-0.001981037,2.410549624,0.303371459,0.007258469,860.6260123,138.5057977,884.5243156,132.006829,23.34233395,6.049842337,8.62E-05,0.000112463,1402.208188,233.2318704,0.458599178,0.605437932,-0.010297848,0.08063303,0.059743151,0.019003349,0.5875,0.2375,relax
d1437,75073,962.474359,962,554.282482,103.359375,103.359375,75097,962.7820513,0.30295945,0.310001752,0.478792324,0.281143799,0.260326479,0.124753587,1.337559961,8.583881075,-5.616461742,64.79139269,0.003651049,4.958539551,0.591209829,0.011569065,1857.843602,950.6580844,2353.224113,547.6087338,21.08068035,6.589433891,0.01059527,0.021054227,3869.237714,2245.50844,0.706057061,0.911241067,-0.001477777,0.073766113,0.067083243,0.061240724,0.5125,0.4375,relax
d1086,90201,959.5851064,961.5,540.2112355,129.1992188,129.1992188,90227,959.8617021,0.323164562,0.300382167,0.529295742,0.251535776,0.261332817,0.122631529,1.455919882,14.29228551,-5.615744108,64.59227337,0.000719988,3.053733652,0.658530831,0.147513404,1803.825693,965.0740016,2157.788208,670.9742683,19.98443412,7.600028091,0.014311594,0.029668147,3969.548219,2149.153081,0.686492427,1.060408202,-0.00027242,0.054981246,0.070776594,0.055012046,0.6125,0.4125,relax
d845,94073,950.2323232,956,551.4826632,135.9991776,135.9991776,94116,950.6666667,0.29273485,0.283501796,0.450928629,0.257758521,0.242461168,0.156671362,1.421672527,7.733964083,-4.282457274,70.94556793,0.008165853,2.501821969,0.551227748,0.027138453,970.1145524,207.9936511,1009.317802,217.3523039,27.4391743,9.577664757,0.000622788,0.02269974,1819.66666,456.942927,0.843152565,0.983834757,0.015208687,0.084000954,0.061973965,0.017027607,0.5125,0.375,relax
d1799,86132,967.7752809,968,553.1336623,117.4538352,117.4538352,86152,968,0.337674986,0.295663391,0.519745031,0.273550742,0.26215747,0.120858571,2.23510207,12.81907969,-0.505684288,66.12733936,0.002189607,3.737362006,0.666794538,0.01921726,1070.812294,389.9623825,1525.116283,359.8755393,21.44775305,7.398197861,0.001564133,0.00337154,1903.516267,1071.35635,0.994656662,1.243684718,-0.009332129,0.060974261,0.044693103,0.016267934,0.6,0.4375,relax
p706,47148,673.5428571,673,391.500399,135.9991776,135.9991776,47164,673.7714286,0.388934552,0.286616329,0.470184926,0.259901962,0.250590766,0.14330946,13.58765357,56.23299397,6.264027182,31.89922473,0.021207945,2.27670171,2.404391766,0.044333283,1966.67437,508.5503405,2290.359112,388.4147102,19.73964334,6.236000618,0.014127518,0.02915757,4265.735341,1239.947485,3.298714326,3.607079665,-0.011885992,0.074722918,0.077224156,0.030183382,0.6125,0.4,relax
d1523,60505,945.390625,946,536.3268773,89.10290948,89.10290948,60519,945.609375,0.449841833,0.303543212,0.615224663,0.240295946,0.276743249,0.082137125,4.321444493,60.66321267,-1.798438921,48.29292382,-0.004737523,4.411035826,1.090461969,0.010948977,2716.080954,1110.253617,2940.215716,458.1790203,19.51533638,6.891459214,0.026300251,0.031952247,6267.284325,2042.380073,1.058721031,1.621912871,-2.55E-05,0.050166658,0.108363164,0.078189092,0.7375,0.475,relax
d1478,77958,962.4444444,968,555.3535188,107.6660156,107.6660156,77930,962.0987654,0.263443582,0.305394597,0.427655295,0.284633302,0.23834431,0.162865967,2.218706854,15.44876324,-6.483073934,69.49737185,0.000838908,2.747702617,0.504963398,0.053340133,1325.545618,979.0124453,1855.368575,642.8382826,23.13745197,6.084736786,0.005656963,0.019986704,2422.168687,2012.861644,0.751222487,0.908542759,-0.00382549,0.090278376,0.049703907,0.059296773,0.5125,0.3125,relax
d423,81848,951.7209302,952,553.0648991,117.4538352,117.4538352,81866,951.9302326,0.490473976,0.287925458,0.512592618,0.267811323,0.260935398,0.123474902,65.86802432,429.3492886,11.3880114,33.96872047,0.014187676,2.693737554,3.382297039,0.004278259,1442.121195,654.0655542,2005.78737,509.496495,18.88224322,7.455563711,0.005468792,0.027737601,3273.529458,1604.516814,5.094584621,5.294389005,0.015778173,0.062097823,0.035020407,0.024254493,0.525,0.4375,relax
d330,89751,965.0645161,968,560.8246004,123.046875,129.1992188,90713,944.9270833,0.557328442,0.240873432,0.709662009,0.177664537,0.284166472,0.050820761,6.037038394,14.86185427,3.433469554,43.84687353,0.014641093,1.277007479,2.21651268,0.034154132,1836.474114,134.4420986,1533.109712,74.15913815,20.39535973,8.792210407,0.004053157,0.031517111,3550.875143,232.1096237,3.289539162,3.313638744,-0.008394765,0.035523976,0.140460646,0.023251357,0.6125,0.2625,relax
d1615,55764,961.4482759,960,555.7584185,78.30255682,78.30255682,55729,960.8448276,0.357415918,0.302976387,0.454778805,0.292881856,0.244113593,0.154084026,2.506650956,15.1805496,-1.126304508,55.35717678,0.001423757,3.068525587,0.685552537,0.059844557,1574.389902,643.4397918,2177.360072,484.8006079,22.06610126,7.716421258,0.007383638,0.018533871,3453.234674,1734.18746,0.980213526,1.178409337,-0.013487345,0.085270582,0.053479898,0.037198897,0.5875,0.45,relax
d1683,81448,969.6190476,974.5,546.6417366,117.4538352,117.4538352,81485,970.0595238,0.297243775,0.287555501,0.461330258,0.261485662,0.25105669,0.142491656,1.966250393,12.77801584,-7.01402347,52.94511956,-0.001780067,1.792821564,0.629420102,0.023964928,1332.296874,269.6665721,1691.534232,271.017423,24.05958079,6.928345752,0.001467209,0.001615999,2663.078341,622.8138207,1.002020156,1.07145043,0.005152379,0.08543548,0.064689707,0.018164239,0.625,0.475,relax
d19,90054,968.3225806,968,555.1759222,123.046875,123.046875,88169,948.0537634,0.414933278,0.281655062,0.556305139,0.257186767,0.265599833,0.113093156,12.32451521,79.91356551,4.795346864,39.01405794,0.010877945,2.193902275,2.017807961,0.175100893,1627.566933,630.67129,1986.028186,560.3322879,21.45158195,6.613704619,0.009114078,0.034754265,3514.868076,1646.615981,2.808732942,3.083013052,-0.003599666,0.067568101,0.068350314,0.032520032,0.6125,0.4125,relax
p28,70034,1045.283582,1045,595.0091384,83.35433468,83.35433468,70055,1030.220588,0.46715708,0.267129596,0.463470117,0.275831734,0.24742234,0.148712874,28.51876814,154.6255891,9.367662109,29.87349326,0.009568417,1.968646758,2.883728743,0.058401626,1761.365712,535.2417401,2244.506067,321.4572197,19.67618675,7.252268098,0.008534524,0.015394498,3871.888109,1198.783168,4.207424884,4.475887241,0.016236433,0.068209785,0.058045358,0.03719561,0.575,0.4875,relax
d1765,79749,949.3928571,940.5,549.3265144,112.3471467,112.3471467,79963,951.9404762,0.309269541,0.302835252,0.434085799,0.292990417,0.243735999,0.154680626,1.939761072,12.88398695,-3.365262876,55.23906149,-0.007686878,2.342529615,0.775823057,0.083426237,1986.751958,804.2159627,2233.84851,543.8484813,21.59194513,7.02136369,0.01177871,0.017143402,4275.974144,1692.751539,0.936230886,1.21401357,-0.002418416,0.088588223,0.083283195,0.053091796,0.6,0.45,relax
d691,77169,941.0853659,938.5,550.480349,112.3471467,112.3471467,77179,941.2073171,0.338185259,0.30369976,0.455258501,0.281947877,0.251416964,0.141855009,8.309629701,51.68390924,1.603032485,48.81878605,0.011870991,3.356772367,1.23663187,0.009926477,1484.531909,703.7212625,2105.109257,550.3247595,21.6770763,6.627882019,0.006269045,0.034072172,3247.187062,1857.898582,1.777938258,2.056152159,-0.001104097,0.082679086,0.049382315,0.036451989,0.5,0.3375,relax
d25,48405,930.8653846,934.5,541.8983026,71.77734375,71.77734375,48424,931.2307692,0.443420344,0.298179493,0.515626194,0.256223079,0.264156925,0.11642359,4.414887933,24.10611875,3.731222218,32.42409258,0.015620078,1.974607911,1.598022699,0.144023493,2294.977779,441.9239117,2272.352006,293.3547059,19.50758727,8.055032909,0.015362639,0.033300001,4743.772414,809.58732,1.961507518,2.206979893,0.004353214,0.056489486,0.103786054,0.059624561,0.8625,0.4625,relax
p462,22381,497.3555556,497,279.7788139,117.4538352,117.4538352,22396,486.8695652,0.355757426,0.28350587,0.533601683,0.257356982,0.257228714,0.131021838,6.312110687,44.28975113,0.810257144,59.81190971,0.009441838,2.701336412,1.271343112,0.001421879,1250.073345,424.5939188,1716.673055,457.0187602,21.95359421,6.882500237,0.003864612,0.013641297,2639.937447,1125.102446,1.562859217,2.424484067,0.023919289,0.058257595,0.050531454,0.017051455,0.65,0.4125,relax
d1466,78252,966.0740741,965,554.3007335,107.6660156,107.6660156,78277,966.382716,0.339122271,0.296447276,0.462978258,0.267759236,0.245490696,0.151880386,2.058208017,13.07572291,-2.344296372,54.04760096,-0.000114967,2.482164743,0.66079402,0.070450455,1524.998474,508.4394936,2157.100687,440.2930014,21.44455793,6.434115325,0.004544053,0.006468887,3367.812969,1448.942143,0.929028062,1.078280423,0.004090115,0.077637034,0.047872978,0.023128448,0.6375,0.4375,relax
