song_id,beats_total_perc,beats_avg_perc,beats_median_perc,beats_std_perc,tempo_perc,tempo,beats_total,beats_avg,chroma_stft_mean,chroma_stft_std,chroma_cq_mean,chroma_cq_std,chroma_cens_mean,chroma_cens_std,melspectrogram_mean,melspectrogram_std,mfcc_mean,mfcc_std,mfcc_delta_mean,mfcc_delta_std,rms_mean,rms_std,centroid_mean,centroid_std,spec_bw_mean,spec_bw_std,contrast_mean,contrast_std,flatness_mean,flatness_std,rolloff_mean,rolloff_std,poly_mean,poly_std,tonnetz_mean,tonnetz_std,zcr_mean,zcr_std,valence,arousal,label
32,48167,926.2884615,921.5,552.3745711,71.77734375,71.77734375,39180,833.6170212999999,0.30944610100000003,0.290351614,0.5329156970000001,0.24454576600000003,0.26475145899999997,0.11506519,14.09273803,92.15560359,-2.287574788,43.23521627,0.008283394,2.48055917,2.416079044,0.06328278799999999,1722.61381,210.9319551,1391.410656,143.91509399999998,23.35029399,6.685951975,0.0027683720000000003,0.030502447999999998,2850.701955,248.06057880000003,3.238696348,4.065430146000001,0.007028979,0.062975327,0.12612204,0.025551776000000002,0.4,0.2875,sad
35,113953,949.6083332999999,951.0,553.8268727000001,161.49902340000003,95.703125,71107,974.0684932,0.258910427,0.305023893,0.414637869,0.279967443,0.24978799699999998,0.144704146,13.7303583,112.391347,-0.941971112,40.89023645,0.002440556,3.5178655819999998,1.63299191,0.028746804,1783.8854670000003,617.5430557,2231.547988,437.48205700000005,23.11526956,7.339588393,0.004893557,0.009942567,3868.454918,1665.238213,2.160842064,2.588462695,-0.032101805,0.08351597599999999,0.069958804,0.039204609,0.475,0.6875,angry
37,100238,963.8269231,964.5,558.5191692000001,135.9991776,135.9991776,100254,963.9807691999999,0.420948606,0.29837965,0.5261231820000001,0.264412889,0.268568614,0.105850049,5.224238269,30.30904094,2.441260365,34.63900891,0.012884531999999999,2.370264535,1.427060485,0.007486566,1961.9246210000001,428.51410669999996,2083.783875,326.53107339999997,19.87876004,8.023565046,0.012927697,0.033400614,4038.6521420000004,847.6522785,1.998947995,2.186780493,0.005095209,0.060666685,0.077664405,0.032106354,0.7,0.5375,happy
39,87084,956.967033,962.0,551.1366367,123.046875,123.046875,85211,946.7888889000001,0.3517285,0.30014127399999996,0.569568678,0.24476577600000002,0.271935225,0.09687397199999999,7.463550586,45.75475232,-0.8995312390000001,29.03301637,0.008230565,2.645215931,2.388677359,0.029434836000000002,2505.858818,394.438179,2110.02216,274.9411718,21.36989717,8.670488649,0.019573823,0.036235247000000005,4547.843563,713.0846472999999,2.957369789,3.3749187810000003,0.00843793,0.055001332,0.159119564,0.034046707999999995,0.7875,0.55,happy
40,85256,936.8791208999999,937.0,540.3249904,123.046875,123.046875,85280,937.1428571,0.334562246,0.298230078,0.455439585,0.27717197600000004,0.246272723,0.150609028,2.647715017,17.25199508,-2.470886958,54.87701823,0.011546903999999998,2.6003612819999997,0.747693956,0.166781291,1537.635061,704.5388039,2031.732638,530.6883528,21.69480806,6.346881692,0.007020403000000001,0.034664582,3312.324724,1658.306246,1.068473348,1.406252261,0.023202095,0.083321201,0.054153686,0.037920097,0.45,0.475,sad
41,81974,964.4,965.0,561.3896246,112.3471467,112.3471467,80077,953.2976189999999,0.41771804799999995,0.274444184,0.565094147,0.23644456600000002,0.26920752800000003,0.104214396,6.336095337000001,29.99642627,1.13554505,37.48649204,0.010389696,1.885808379,1.5858120919999998,0.026944749,1573.652504,233.33534469999998,1825.122973,289.8315204,20.05177714,6.689304261,0.0068117,0.032142136,3075.3243420000003,602.4155844,2.45953962,2.553137335,-0.009864157,0.055584500999999994,0.075970774,0.01443133,0.4125,0.5125,angry
42,77957,962.4320988,966.0,556.5436754,107.6660156,107.6660156,76061,950.7625,0.475141615,0.27178107100000004,0.5614186170000001,0.240609982,0.26931589300000003,0.10393403300000001,5.01223031,24.78683946,4.825176855,36.41486246,0.012188033000000001,1.632899224,1.38665247,0.011015693,1634.890928,333.38376830000004,1968.277179,260.4434277,19.03336399,6.292291418,0.008607842,0.027297975,3329.244095,757.5933386,2.094055463,2.177169057,0.00494426,0.057083405,0.074145004,0.023534005,0.6375,0.5125,happy
43,80678,960.4523810000001,962.5,558.8161467,112.3471467,112.3471467,78816,949.5903614,0.43386828299999997,0.27176364199999997,0.505103337,0.256478693,0.261215457,0.122881318,54.00818403,240.5698707,11.22267827,31.68448735,0.011030278999999999,1.945959336,4.751526833,0.062888078,1759.846432,441.22270499999996,1923.46515,338.830693,19.76451837,7.634774781,0.011012808,0.028492438,3560.343093,1048.662801,7.04528434,7.155740367000001,-0.007910420999999999,0.058218560999999995,0.07908469900000001,0.025702106000000002,0.7125,0.3125,relax
44,63584,963.3939393999999,965.5,555.5913006,89.10290948,117.4538352,80992,941.7674419,0.33493266899999996,0.29731342899999996,0.503678876,0.26209193199999997,0.25954535,0.126370663,3.595960365,23.03080999,-2.0522335519999997,47.4997696,0.011386511,2.197457505,0.852627516,0.10234843199999999,1644.518933,521.4889352,2097.667091,427.62771150000003,22.25296891,6.325996902999999,0.006455722,0.032952748,3449.175157,1474.437119,1.258044537,1.3787205130000002,-0.014972873999999999,0.06916548,0.061408665999999994,0.022282773999999998,0.3625,0.4875,sad
45,62423,931.6865672,931.0,542.6147642000001,92.28515625,184.5703125,131543,960.1678832,0.351818626,0.29131087,0.573579149,0.235810347,0.271530439,0.098002826,25.66054825,118.4838886,4.445884532,47.97070282,0.010346629,1.956202125,3.048102617,0.069535039,1353.7115019999999,300.4911792,1246.92092,211.34327259999998,21.15072766,7.863432153,0.001667834,0.02696115,2569.018743,576.7389350999999,4.895267592,5.0083056710000005,-0.0031355940000000002,0.049590565999999996,0.074252208,0.028482922,0.5125,0.1375,relax
46,63890,953.5820896,959.0,551.9782644999999,89.10290948,89.10290948,63917,953.9850746,0.352364943,0.309524162,0.577123744,0.252318138,0.27176480199999997,0.09735104300000001,3.933846402,30.45982677,-1.3573149480000002,48.797055,0.00746633,4.090271427,1.093091726,0.011161538,1803.268591,791.7737256,2075.808118,665.7630232000001,19.9652845,6.881206177999999,0.010206336,0.028931138999999998,3742.176564,1930.616354,1.418446743,1.762682752,-0.01442085,0.052924247,0.073730217,0.043613473,0.5375,0.375,relax
47,112156,950.4745763000001,950.0,550.1959391,161.49902340000003,161.49902340000003,110299,942.7264957,0.40815847299999997,0.289032846,0.486093994,0.265286636,0.25924038899999996,0.126995094,4.789729705,40.93703683,2.754228845,43.67466001,0.011356356000000001,2.63625699,1.122460604,0.008593304,1611.464973,358.88590669999996,1902.070048,338.09316839999997,19.65358085,6.81776649,0.006117320999999999,0.032466955,3395.891579,659.5658742,1.664928283,1.838531393,0.011823624,0.065469113,0.063164717,0.031531712999999996,0.425,0.425,sad
48,69241,923.2133332999998,920.0,539.2235477999999,103.359375,103.359375,62023,873.5633803,0.478234934,0.266973277,0.5214254779999999,0.251827425,0.262394103,0.12034395699999999,2.640981495,12.95421256,0.973409338,43.63772266,0.01226073,2.170040702,1.003951788,0.065571874,1696.098765,360.7753107,1934.7836510000002,312.45394680000004,20.20514668,6.499635187000001,0.008486169,0.032808542,3379.5529840000004,786.8629155,1.4824967059999998,1.6492731269999998,-0.007827023,0.06299018,0.086898709,0.02084052,0.4375,0.475,sad
49,74539,955.6282051000001,960.0,557.5955962,103.359375,107.6660156,74572,956.0512821000001,0.318742637,0.293278534,0.493709804,0.261729077,0.252908107,0.139179104,12.57971196,86.16593678,-3.9050439760000004,42.5904401,0.0066901009999999995,2.579389564,1.665791035,0.013911565,1455.3709789999998,436.06462089999997,1818.282374,415.4216606,24.25473101,6.488839852000001,0.003986153,0.025527036,2673.739336,1241.8123640000001,2.48728791,2.8596999810000003,0.009605566999999999,0.07586302,0.066635674,0.018453361,0.3625,0.5375,angry
50,66730,953.2857142999999,953.5,549.4262759,95.703125,95.703125,64855,939.9275362,0.312920356,0.31799009100000003,0.319651917,0.31142127399999997,0.20252994300000002,0.205705993,4.552222873,56.74072061,-3.380193298,80.89821215,0.009113246,4.7451682139999996,0.56302911,0.072691247,860.9268961000001,649.1365217,1351.8035830000001,669.5085797999999,24.15827969,8.131479375,0.0021523420000000002,0.008391321,1714.169439,1654.477958,0.715839804,1.197929803,-0.027636681,0.124206806,0.029174616,0.02375345,0.325,0.475,sad
51,81535,994.3292683,994.5,528.5025568,117.4538352,117.4538352,79881,950.9642857000001,0.39067321200000005,0.291456278,0.377264655,0.285240068,0.213533864,0.194259163,5.752309117999999,36.49143759,1.746875697,59.34283227,0.012544762,3.0547487739999997,0.9405034179999999,0.326383114,1201.185818,559.412572,1749.264703,373.9692361,23.21403096,6.855742126,0.003737477,0.028898736,2539.5131469999997,1441.041255,1.3924073369999999,2.029322053,-0.020533613,0.092798787,0.04385365,0.040531267999999995,0.325,0.275,sad
52,80646,971.6385542000002,974.0,561.2282052,112.3471467,112.3471467,80692,972.1927711000001,0.427764817,0.29108882399999997,0.464539325,0.265900815,0.243980198,0.15429516,42.17146729,232.0270597,9.040721677,30.67684113,0.014764165,2.861556757,3.543864012,0.080400087,1730.0536769999999,461.4137829,2062.140373,357.3600649,21.09320001,7.209439542,0.008336152,0.032707818,3754.0549229999997,1165.952002,5.021786362,5.59001291,-0.019072068,0.066883273,0.067089492,0.030952697,0.45,0.5125,angry
53,72226,914.2531646,918.0,528.5971754,112.3471467,112.3471467,68638,891.4025974,0.391158757,0.285503176,0.483613863,0.260958103,0.246419113,0.150369391,2.465980873,13.15827454,-1.379349124,51.93295858,0.004217067,1.6918280959999998,0.942287326,0.114528075,1442.558794,268.583095,1804.1710870000002,283.32268789999995,21.93019995,6.624512349,0.004405672,0.032362126,2735.360241,713.3906134,1.330156243,1.600535597,0.003008542,0.07137370400000001,0.075989744,0.01666852,0.4125,0.5125,angry
54,105771,944.3839286,953.0,549.4080621,151.99908090000002,75.99954044,56363,955.3050847000001,0.39173238299999996,0.305397192,0.313210482,0.301610334,0.19431822,0.213480123,5.446795121,41.27986416,1.957434811,62.72130818,0.005961105,3.079090533,0.964065492,0.044732403,1251.931466,817.355312,1668.232946,605.7505074,23.93696703,7.754874339,0.002538041,0.01059577,2513.0469,1670.784421,1.273944573,1.6696574180000001,0.033369031,0.11540742300000001,0.041512715,0.040188941,0.2625,0.2875,sad
55,95755,948.0693069,954.0,552.3485816000001,135.9991776,135.9991776,95773,948.2475248,0.270829394,0.299772544,0.468239621,0.272638831,0.260075791,0.125275361,3.9475315330000003,28.15799352,-3.756001447,60.08864251,0.008022948,3.1228340410000004,0.979763925,0.004520388,1304.779477,288.1157527,1257.219317,177.2924996,22.48594991,6.716893572,0.001579151,0.032126546,2486.629878,591.6144381,1.390135558,1.753467661,-0.016781934,0.073634803,0.07442765400000001,0.026792804,0.6,0.55,happy
56,66085,957.7536232000001,958.0,559.0332081,92.28515625,92.28515625,66113,958.1594203,0.331728442,0.28460326199999997,0.42445895899999997,0.26836003199999997,0.24141585100000001,0.15827735199999998,14.21075154,56.51203620000001,3.762185543,30.38641781,0.012134717,2.241367634,2.602526426,0.054084337999999996,2036.3726579999998,627.3411378,2127.525998,372.297034,21.81474044,6.090006681,0.011750647,0.028673299,3900.421907,1288.690663,3.5475944060000004,3.727353043,0.026118053,0.07795546099999999,0.11343696699999999,0.054054744,0.675,0.6,happy
58,112405,952.5847457999998,952.0,550.0351811,151.99908090000002,151.99908090000002,112441,952.8898305,0.35235277200000004,0.315815245,0.32327254899999996,0.297494738,0.202175186,0.206054672,9.920440799,79.1070589,4.743037319,52.37294939,0.007876141,3.8297258860000003,1.107738376,0.029417401,1617.085348,930.4083015000001,2035.1433960000002,599.2905487,23.52467231,8.044162033,0.003937754,0.009923889,3438.136616,1984.0741170000001,1.503361166,1.8337301419999998,0.01971574,0.12142734599999999,0.059649847,0.045375057999999996,0.2875,0.3,sad
59,72183,962.44,964.0,557.0768526,99.38401442,99.38401442,72217,962.8933332999999,0.36787938200000003,0.283791799,0.413349574,0.264036327,0.24016045100000002,0.160175813,28.93132721,125.7639506,5.501111086,33.07269946,0.012578681000000001,2.750234102,3.690180302,0.036324576000000004,1809.0061510000003,365.6534518,1858.988377,336.0977338,20.95503065,7.424292469,0.010269516,0.029513801,3543.727008,926.4385806,5.26279034,5.590289994,-0.010549033999999999,0.078662202,0.089943671,0.020955608,0.5375,0.3875,relax
60,69884,957.3150685,960.0,556.2057093999999,99.38401442,99.38401442,69918,957.7808219000001,0.400353399,0.28087574,0.543053589,0.248770176,0.26746870899999997,0.108599369,2.469394833,14.38659434,-2.380520129,43.57481509,0.009836201999999999,1.8925198559999998,0.8391221759999999,0.018752471,1647.901705,336.40641810000005,1965.468952,255.057048,22.44978502,7.586775658,0.0058132869999999994,0.032087404,3461.8978369999995,763.9539128,1.258495411,1.351491033,-0.00755151,0.059822855,0.073397904,0.02386456,0.4125,0.675,angry
62,110571,961.4869564999999,961.0,560.0974506,151.99908090000002,151.99908090000002,110595,961.6956522,0.401526204,0.283686253,0.636210574,0.21960293399999997,0.278602347,0.07559144,2.888942604,13.39833923,-0.9421000629999999,44.83901421,0.006317198,3.6136252189999998,1.391795874,0.014509758000000001,2004.310765,715.3955631,1697.1943,480.1549363,21.04112728,8.18178199,0.021398529,0.056805089,3589.7713380000005,1475.484839,1.751445989,1.961543618,0.005978501999999999,0.046693047,0.132662066,0.043030664,0.65,0.3625,relax
64,85499,960.6629213,962.0,557.7291829,117.4538352,117.4538352,85519,960.8876403999999,0.40557503899999997,0.28165377,0.492236548,0.260159805,0.251891254,0.141011098,3.3862034039999998,16.08918184,1.557743741,36.5320687,0.013234433,1.888543708,1.09826231,0.024886217000000002,1853.009875,349.9855787,2328.0653350000002,284.4677256,19.95434565,6.279713825,0.011854906,0.032536823,4111.532045,975.9424008,1.5988658219999998,1.691603991,0.010964405,0.065694127,0.07352232,0.019639093,0.325,0.4875,sad
65,123610,950.8461537999999,956.5,551.5275356000001,172.265625,172.265625,123650,951.1538462000001,0.401545235,0.30196296899999997,0.546540769,0.259159897,0.268789221,0.105288594,2.792423121,16.08908069,0.163990303,39.70390495,0.00905781,2.802174765,1.127172232,0.00930568,2101.0728,538.2839594999999,2171.454872,392.1936209,20.29113375,7.574476316,0.014518618,0.033268496,4247.890499,1131.80779,1.480481351,1.762500093,-0.007400879,0.056358335,0.101080511,0.04868013400000001,0.675,0.6,happy
67,78192,930.8571429,937.0,535.7561666,117.4538352,117.4538352,76366,920.0722892000001,0.41145597,0.293398178,0.546753849,0.254616708,0.269936151,0.102312305,3.447287479,18.02992312,1.317498,33.77926104,0.013236861,2.291372605,1.3640468119999998,0.067074627,2234.772165,484.6645825,2255.001422,339.7980268,19.723674600000002,7.775626272999999,0.020544644,0.035430718,4627.88584,1056.7105060000001,1.791439522,2.03370316,-0.000636672,0.056946947000000005,0.10440992699999999,0.036364526,0.775,0.725,happy
68,91734,955.5625,954.0,552.4948871,129.1992188,184.5703125,136848,970.5531914999999,0.298560883,0.282226143,0.45311119200000005,0.264988087,0.240035678,0.160362734,4.03874203,21.9071774,-2.8989797339999996,44.64335557,0.009049244,2.397953565,1.02812624,0.018681603999999997,1486.7758310000002,369.64470730000005,1884.0026269999998,393.0489302,24.62259606,7.804507564,0.003096571,0.022974157999999998,3098.629039,1087.419328,1.516183345,1.6856294569999999,-0.002928068,0.088450396,0.066519704,0.020315231,0.35,0.4875,sad
69,81894,952.2558140000001,959.5,556.1244253,117.4538352,117.4538352,81901,952.3372093,0.29294397899999997,0.300839036,0.462174481,0.273705212,0.252325884,0.140231884,0.336879142,2.314974964,-22.01521992,90.71195951,0.0038875140000000003,3.005426803,0.284247637,0.004818301,1246.865695,323.2798412,1048.3748859999998,134.6656446,23.82750929,8.405771177,0.0010883660000000001,0.032083112999999996,2479.335892,612.6913022000001,0.394297413,0.5164968360000001,-0.006889773,0.086005335,0.083195478,0.04159688,0.275,0.3625,sad
70,84902,964.7954545,967.0,559.3466798,123.046875,117.4538352,83074,954.8735632000001,0.355877815,0.30089004199999997,0.422799046,0.282499613,0.23683245100000003,0.165056728,3.697967368,19.26088972,-0.093580737,38.17655788,0.009971351,2.034992655,1.057047606,0.018436703999999998,1873.051746,473.9825829,2204.581498,302.3827835,21.46078136,6.787622900000001,0.009957488,0.034063223999999996,3925.017018,1057.134828,1.5052426840000002,1.640666247,-0.017749797,0.09082086800000001,0.069825728,0.030471886,0.425,0.325,sad
71,81715,939.2528735999999,941.0,550.1252985,117.4538352,117.4538352,79869,928.7093023,0.326710131,0.291606042,0.39267937,0.271866218,0.23666042399999998,0.16530328800000002,70.88173539,346.45806650000003,9.130600966,31.20829063,0.011215523,2.462742707,4.996850014,0.111222319,1809.166664,413.6896395,2063.609011,340.9315373,20.55658248,7.165250434,0.008548231,0.024869666000000002,3705.5146210000003,1177.9119210000001,7.2715530379999995,7.686491074,0.014922697,0.08346411200000001,0.072897874,0.02390214,0.6125,0.3375,relax
72,103081,954.4537037,954.5,554.7748522999999,143.5546875,143.5546875,103133,954.9351852,0.378621186,0.28649906399999997,0.525701519,0.256459597,0.263580786,0.117722141,12.26902644,58.48192982,4.127906296,23.08260875,0.012994462,2.364981329,2.8685727119999997,0.187275991,2656.260579,741.6529941,2581.734287,369.405603,19.86885323,6.745879975,0.038429674,0.04828505599999999,5561.274203,1413.186729,3.4488988430000003,3.748350472,0.013833625,0.063483611,0.131116219,0.055904565,0.7125,0.575,happy
73,74495,955.0641026000001,945.5,556.0319198,103.359375,107.6660156,68690,903.8157894999999,0.28383649899999996,0.292720175,0.40226083799999995,0.283340157,0.23483837800000001,0.16788171300000002,7.227642200000001,48.67261739,-0.6377154660000001,49.25733273,0.009596269000000001,2.6070947,1.3941625359999998,0.023650331,1525.4124470000002,633.6081323,1941.2187920000001,384.6734703,24.30758374,7.0736384160000005,0.003066396,0.032209545,2942.854453,1302.668598,1.718622558,2.222931423,0.035339293,0.098189699,0.063410653,0.046984329000000005,0.6,0.575,happy
