song_id,valence,arousal,label
865,0.7875,0.8875,happy
298,0.7375,0.725,happy
391,0.6,0.85,happy
803,0.75,0.6875,happy
499,0.825,0.8625,happy
408,0.6125,0.9125,happy
91,0.7375,0.8625,happy
483,0.5125,0.575,happy
732,0.6125,0.6375,happy
147,0.65,0.55,happy
201,0.6875,0.625,happy
375,0.775,0.7375,happy
