song_id,valence,arousal,quadrant
252,0.3625,0.1375,sad
253,0.525,0.6125,happy
257,0.3125,0.4125,sad
258,0.475,0.675,angry
26,0.7625,0.825,happy
260,0.3,0.4625,sad
263,0.35,0.4125,sad
265,0.675,0.5125,happy
267,0.35,0.275,sad
269,0.6375,0.5875,happy
273,0.3625,0.3375,sad
275,0.4125,0.3375,sad
276,0.5125,0.65,happy
279,0.4625,0.3625,sad
28,0.575,0.4875,relax
280,0.525,0.325,relax
282,0.525,0.5375,happy
283,0.5375,0.575,happy
284,0.4875,0.4625,sad
285,0.525,0.5125,happy
287,0.6875,0.5,happy
29,0.675,0.7,happy
292,0.8625,0.95,happy
293,0.6375,0.6375,happy
294,0.55,0.7,happy
295,0.75,0.725,happy
296,0.8,0.8125,happy
297,0.7,0.675,happy
298,0.7375,0.725,happy
299,0.65,0.25,relax
30,0.5375,0.6125,happy
300,0.7625,0.55,happy
301,0.7875,0.825,happy
302,0.575,0.5,happy
303,0.6125,0.7375,happy
304,0.7375,0.9,happy
305,0.75,0.9375,happy
306,0.875,0.775,happy
307,0.575,0.9,happy
308,0.85,0.8125,happy
309,0.3875,0.35,sad
31,0.4375,0.625,angry
310,0.675,0.4,relax
312,0.7875,0.8375,happy
313,0.6625,0.5375,happy
314,0.65,0.5625,happy
315,0.65,0.85,happy
316,0.8625,0.8875,happy
317,0.8625,0.925,happy
318,0.825,0.725,happy
319,0.5,0.7375,angry
32,0.3875,0.575,angry
321,0.4875,0.6875,angry
323,0.725,0.8625,happy
324,0.55,0.8875,happy
325,0.6125,0.4875,relax
326,0.7,0.6875,happy
327,0.7375,0.7625,happy
329,0.7875,0.9375,happy
33,0.75,0.6375,happy
331,0.8,0.85,happy
332,0.725,0.7625,happy
333,0.775,0.7875,happy
334,0.5625,0.625,happy
336,0.725,0.75,happy
337,0.8125,0.675,happy
338,0.7125,0.825,happy
339,0.7875,0.725,happy
34,0.8375,0.6875,happy
341,0.8,0.85,happy
342,0.6875,0.75,happy
343,0.55,0.65,happy
347,0.3375,0.1875,sad
348,0.3,0.4625,sad
349,0.3375,0.275,sad
35,0.625,0.3375,relax
350,0.375,0.2625,sad
351,0.55,0.275,relax
353,0.5875,0.525,happy
354,0.5125,0.35,relax
355,0.325,0.45,sad
356,0.5625,0.475,relax
358,0.6875,0.3875,relax
360,0.55,0.5875,happy
361,0.55,0.6125,happy
362,0.4625,0.4,sad
364,0.4,0.375,sad
366,0.2875,0.2625,sad
367,0.3125,0.6125,angry
368,0.575,0.6,happy
37,0.75,0.8,happy
370,0.25,0.4,sad
372,0.175,0.825,angry
373,0.725,0.85,happy
375,0.775,0.7375,happy
376,0.6625,0.6,happy
379,0.9125,0.9375,happy
38,0.8375,0.8875,happy
381,0.8,0.9375,happy
382,0.8636363640000001,0.8863636359999999,happy
383,0.4125,0.5,sad
385,0.75,0.825,happy
386,0.5875,0.5625,happy
388,0.7125,0.575,happy
389,0.3625,0.225,sad
39,0.590909091,0.875,happy
391,0.6,0.85,happy
393,0.4625,0.5375,angry
394,0.675,0.75,happy
395,0.675,0.7125,happy
396,0.7125,0.65,happy
397,0.3375,0.45,sad
398,0.4375,0.4375,sad
399,0.45,0.6125,angry
4,0.2875,0.2625,sad
40,0.6625,0.375,relax
401,0.25,0.35,sad
402,0.6875,0.85,happy
403,0.8125,0.7625,happy
405,0.7125,0.7375,happy
407,0.5625,0.7875,happy
408,0.6125,0.9125,happy
410,0.45,0.7,angry
411,0.6375,0.175,relax
412,0.4375,0.5,sad
413,0.675,0.575,happy
414,0.545454545,0.579545455,happy
415,0.522727273,0.477272727,relax
417,0.775,0.8625,happy
418,0.375,0.425,sad
419,0.225,0.0875,sad
42,0.6,0.7625,happy
420,0.55,0.775,happy
421,0.725,0.85,happy
423,0.65,0.8875,happy
424,0.65,0.55,happy
425,0.8125,0.95,happy
426,0.7125,0.825,happy
427,0.7,0.775,happy
428,0.5625,0.4875,relax
429,0.4,0.225,sad
43,0.7875,0.8625,happy
431,0.6375,0.525,happy
432,0.4,0.375,sad
433,0.5,0.3625,relax
434,0.3875,0.5125,angry
435,0.35,0.275,sad
436,0.35,0.25,sad
437,0.375,0.1875,sad
439,0.2625,0.225,sad
44,0.675,0.6875,happy
440,0.2875,0.3,sad
441,0.6875,0.675,happy
442,0.6125,0.7125,happy
443,0.675,0.7,happy
444,0.7625,0.7375,happy
445,0.4625,0.5875,angry
446,0.4875,0.425,sad
447,0.6,0.5875,happy
448,0.7375,0.775,happy
449,0.7375,0.7,happy
450,0.7625,0.75,happy
451,0.8375,0.9,happy
452,0.7375,0.65,happy
454,0.8125,0.8375,happy
455,0.7375,0.875,happy
456,0.525,0.7,happy
457,0.7875,0.6625,happy
458,0.7375,0.75,happy
46,0.575,0.8375,happy
460,0.7,0.8,happy
461,0.6375,0.375,relax
462,0.65,0.4125,relax
463,0.5625,0.3,relax
465,0.425,0.3375,sad
466,0.7375,0.65,happy
468,0.7875,0.7625,happy
469,0.7125,0.7125,happy
47,0.4625,0.4,sad
470,0.85,0.7625,happy
471,0.7875,0.875,happy
472,0.6625,0.6125,happy
476,0.8625,0.7,happy
477,0.7125,0.575,happy
478,0.675,0.65,happy
479,0.3875,0.225,sad
48,0.8375,0.725,happy
480,0.6375,0.7875,happy
481,0.6125,0.6875,happy
482,0.568181818,0.556818182,happy
483,0.5125,0.575,happy
484,0.625,0.675,happy
485,0.7,0.7125,happy
486,0.575,0.375,relax
487,0.775,0.8,happy
488,0.6,0.6625,happy
489,0.795454545,0.9090909090000001,happy
49,0.7125,0.7875,happy
490,0.6875,0.825,happy
491,0.4375,0.575,angry
492,0.7875,0.9,happy
493,0.75,0.7375,happy
494,0.4625,0.8,angry
495,0.475,0.8375,angry
496,0.5375,0.6625,happy
499,0.825,0.8625,happy
5,0.2,0.15,sad
50,0.5875,0.8375,happy
500,0.425,0.7,angry
501,0.8125,0.8375,happy
503,0.488636364,0.613636364,angry
504,0.675,0.675,happy
505,0.6125,0.65,happy
506,0.375,0.275,sad
507,0.6625,0.8,happy
508,0.5375,0.3625,relax
51,0.7625,0.825,happy
510,0.825,0.7125,happy
511,0.7375,0.6875,happy
512,0.425,0.3125,sad
514,0.75,0.85,happy
515,0.7875,0.6125,happy
516,0.4625,0.4,sad
517,0.425,0.2625,sad
518,0.5125,0.425,relax
519,0.2625,0.35,sad
52,0.4625,0.5875,angry
520,0.15,0.6625,angry
521,0.375,0.5125,angry
522,0.4625,0.5375,angry
523,0.3375,0.3375,sad
524,0.275,0.5125,angry
525,0.275,0.2375,sad
526,0.525,0.4625,relax
530,0.340909091,0.295454545,sad
531,0.3,0.225,sad
532,0.3375,0.5375,angry
534,0.2875,0.1625,sad
535,0.7875,0.7625,happy
536,0.825,0.7875,happy
537,0.7125,0.7625,happy
539,0.65,0.6125,happy
54,0.775,0.875,happy
540,0.3875,0.5125,angry
541,0.35,0.275,sad
542,0.6125,0.7125,happy
544,0.625,0.45,relax
546,0.575,0.7875,happy
548,0.55,0.45,relax
549,0.3125,0.4375,sad
55,0.4,0.625,angry
550,0.375,0.4375,sad
551,0.375,0.2875,sad
552,0.8125,0.85,happy
554,0.65,0.6625,happy
555,0.6875,0.7625,happy
558,0.5125,0.55,happy
56,0.275,0.4125,sad
560,0.5125,0.6625,happy
561,0.8875,0.825,happy
562,0.6875,0.7375,happy
563,0.6875,0.7375,happy
564,0.475,0.9,angry
565,0.6375,0.725,happy
566,0.725,0.775,happy
567,0.825,0.875,happy
568,0.825,0.975,happy
569,0.65,0.7,happy
57,0.3625,0.525,angry
570,0.5375,0.7375,happy
571,0.725,0.6625,happy
572,0.525,0.7375,happy
573,0.7625,0.7625,happy
574,0.775,0.7875,happy
575,0.7875,0.825,happy
576,0.7125,0.7125,happy
577,0.575,0.6375,happy
578,0.625,0.4625,relax
579,0.225,0.2625,sad
58,0.25,0.2625,sad
580,0.7875,0.85,happy
582,0.5,0.4125,relax
583,0.5,0.5125,angry
584,0.4625,0.375,sad
585,0.4625,0.525,angry
587,0.6,0.3875,relax
588,0.775,0.7,happy
589,0.4875,0.55,angry
59,0.6,0.6,happy
590,0.3625,0.4625,sad
591,0.35,0.25,sad
592,0.4125,0.4125,sad
594,0.4375,0.5125,angry
595,0.4,0.3875,sad
597,0.7,0.8,happy
598,0.8125,0.85,happy
599,0.55,0.55,happy
6,0.35,0.5125,angry
60,0.409090909,0.420454545,sad
600,0.65,0.4125,relax
601,0.7,0.6875,happy
602,0.5375,0.6125,happy
603,0.7125,0.8125,happy
605,0.875,0.9375,happy
606,0.8,0.875,happy
607,0.6375,0.7125,happy
608,0.5625,0.6375,happy
609,0.5125,0.4375,relax
61,0.275,0.375,sad
611,0.475,0.675,angry
612,0.375,0.4625,sad
613,0.6875,0.5875,happy
614,0.4875,0.2875,sad
615,0.675,0.7375,happy
616,0.7875,0.8625,happy
617,0.8125,0.8875,happy
621,0.55,0.3625,relax
622,0.675,0.8125,happy
623,0.775,0.85,happy
624,0.55,0.575,happy
625,0.65,0.75,happy
626,0.775,0.9375,happy
627,0.675,0.6125,happy
628,0.625,0.6125,happy
629,0.5625,0.7125,happy
63,0.4625,0.375,sad
630,0.775,0.65,happy
631,0.5625,0.55,happy
632,0.6875,0.8625,happy
634,0.2375,0.225,sad
635,0.825,0.6375,happy
636,0.75,0.7625,happy
637,0.65,0.775,happy
638,0.775,0.775,happy
639,0.6875,0.775,happy
643,0.5875,0.55,happy
644,0.7625,0.7375,happy
645,0.6125,0.6,happy
646,0.7875,0.8625,happy
647,0.6125,0.5625,happy
648,0.7,0.6875,happy
649,0.3125,0.4375,sad
65,0.75,0.5875,happy
650,0.5375,0.6375,happy
651,0.775,0.825,happy
652,0.675,0.55,happy
653,0.6625,0.575,happy
654,0.875,0.8875,happy
656,0.4125,0.4875,sad
657,0.5125,0.6,happy
659,0.375,0.3875,sad
66,0.7625,0.8625,happy
660,0.825,0.8375,happy
661,0.55,0.6375,happy
662,0.525,0.675,happy
665,0.75,0.75,happy
666,0.7,0.675,happy
668,0.65,0.725,happy
67,0.5875,0.8,happy
670,0.425,0.35,sad
671,0.4125,0.675,angry
672,0.4625,0.55,angry
673,0.2,0.5125,angry
674,0.25,0.3875,sad
675,0.3,0.3125,sad
676,0.475,0.55,angry
677,0.3625,0.5625,angry
678,0.8625,0.7875,happy
679,0.6,0.7,happy
68,0.575,0.65,happy
681,0.7,0.8,happy
682,0.6125,0.775,happy
683,0.7375,0.2375,relax
684,0.45,0.375,sad
685,0.7375,0.625,happy
686,0.725,0.6,happy
688,0.4625,0.4625,sad
689,0.35,0.425,sad
69,0.775,0.7125,happy
692,0.5125,0.5,happy
693,0.4,0.6,angry
694,0.3375,0.3875,sad
697,0.4875,0.7,angry
698,0.2625,0.3625,sad
699,0.775,0.7125,happy
7,0.725,0.7,happy
70,0.525,0.575,happy
700,0.475,0.35,sad
703,0.545454545,0.545454545,happy
704,0.7,0.625,happy
705,0.4375,0.1875,sad
706,0.6125,0.4,relax
707,0.3,0.3125,sad
708,0.5875,0.6625,happy
71,0.5875,0.7625,happy
710,0.775,0.7875,happy
711,0.675,0.525,happy
713,0.7375,0.6875,happy
715,0.525,0.325,relax
716,0.525,0.5,happy
717,0.6875,0.5375,happy
718,0.5875,0.5125,happy
719,0.5625,0.525,happy
72,0.6875,0.75,happy
720,0.6375,0.7375,happy
722,0.65,0.575,happy
726,0.7125,0.7375,happy
727,0.475,0.55,angry
728,0.275,0.4375,sad
729,0.4,0.525,angry
73,0.6875,0.5375,happy
730,0.575,0.55,happy
731,0.7,0.6875,happy
732,0.6125,0.6375,happy
733,0.6,0.5,happy
734,0.825,0.8375,happy
736,0.4125,0.4875,sad
738,0.7125,0.5875,happy
739,0.6875,0.6875,happy
74,0.775,0.8875,happy
740,0.75,0.795454545,happy
741,0.425,0.475,sad
742,0.725,0.725,happy
743,0.725,0.85,happy
744,0.725,0.8125,happy
745,0.6125,0.75,happy
746,0.7875,0.6625,happy
747,0.775,0.8,happy
748,0.4625,0.3625,sad
749,0.4875,0.525,angry
75,0.7375,0.9625,happy
750,0.2625,0.4,sad
751,0.525,0.5875,happy
752,0.7875,0.8375,happy
753,0.625,0.7625,happy
754,0.8,0.65,happy
755,0.625,0.5125,happy
757,0.375,0.6625,angry
759,0.8375,0.7375,happy
76,0.65,0.6375,happy
760,0.7375,0.7875,happy
761,0.7875,0.775,happy
763,0.55,0.3875,relax
765,0.7625,0.8,happy
767,0.5125,0.475,relax
769,0.475,0.525,angry
770,0.6125,0.5625,happy
771,0.5625,0.425,relax
772,0.6125,0.8375,happy
773,0.65,0.75,happy
774,0.75,0.6375,happy
775,0.475,0.3375,sad
776,0.5125,0.6375,happy
777,0.475,0.525,angry
778,0.8125,0.9125,happy
779,0.4125,0.75,angry
78,0.659090909,0.5,happy
780,0.4375,0.5125,angry
783,0.45,0.475,sad
784,0.35,0.45,sad
786,0.45,0.725,angry
788,0.525,0.6125,happy
789,0.125,0.35,sad
79,0.625,0.925,happy
790,0.725,0.6875,happy
791,0.7125,0.7875,happy
792,0.625,0.85,happy
793,0.6375,0.7125,happy
794,0.575,0.575,happy
796,0.375,0.6,angry
797,0.775,0.6375,happy
798,0.6,0.7375,happy
799,0.5375,0.7625,happy
8,0.225,0.3875,sad
80,0.7625,0.725,happy
801,0.2875,0.3375,sad
803,0.75,0.6875,happy
804,0.65,0.675,happy
806,0.725,0.6125,happy
807,0.3625,0.3375,sad
808,0.25,0.325,sad
809,0.65,0.1875,relax
81,0.7,0.6125,happy
810,0.65,0.4125,relax
812,0.6875,0.8,happy
813,0.675,0.675,happy
814,0.7375,0.7125,happy
815,0.3125,0.2875,sad
816,0.425,0.3,sad
818,0.1375,0.275,sad
820,0.6,0.6625,happy
821,0.75,0.7875,happy
823,0.6625,0.675,happy
824,0.825,0.8625,happy
825,0.8375,0.5375,happy
827,0.825,0.6,happy
828,0.6,0.65,happy
829,0.8125,0.8,happy
83,0.725,0.775,happy
830,0.6,0.775,happy
831,0.9125,0.8375,happy
832,0.625,0.85,happy
833,0.7,0.8,happy
834,0.8125,0.8875,happy
835,0.6125,0.6625,happy
836,0.7875,0.8875,happy
837,0.725,0.7375,happy
839,0.625,0.75,happy
84,0.8,0.5,happy
842,0.35,0.6,angry
844,0.75,0.7875,happy
846,0.5375,0.925,happy
847,0.7625,0.5125,happy
848,0.5125,0.7125,happy
850,0.6125,0.775,happy
851,0.4125,0.4625,sad
852,0.45,0.4875,sad
853,0.625,0.65,happy
855,0.775,0.875,happy
857,0.2125,0.675,angry
858,0.6125,0.625,happy
859,0.725,0.5875,happy
86,0.725,0.7,happy
860,0.6375,0.675,happy
861,0.7625,0.7625,happy
862,0.85,0.8875,happy
863,0.625,0.575,happy
864,0.409090909,0.488636364,sad
865,0.7875,0.8875,happy
868,0.625,0.7,happy
869,0.5125,0.45,relax
87,0.6,0.6625,happy
870,0.5625,0.65,happy
871,0.65,0.75,happy
876,0.775,0.775,happy
879,0.6375,0.4875,relax
88,0.5875,0.625,happy
880,0.5375,0.675,happy
881,0.6,0.5875,happy
882,0.6,0.85,happy
883,0.725,0.8625,happy
884,0.7625,0.7125,happy
885,0.4875,0.425,sad
886,0.725,0.525,happy
888,0.675,0.675,happy
889,0.75,0.8375,happy
89,0.75,0.6875,happy
890,0.7875,0.7875,happy
892,0.65,0.6625,happy
894,0.375,0.375,sad
895,0.5125,0.6375,happy
896,0.636363636,0.7613636359999999,happy
897,0.5625,0.3875,relax
9,0.2875,0.45,sad
900,0.5375,0.65,happy
903,0.6,0.7625,happy
904,0.5625,0.7,happy
905,0.575,0.475,relax
906,0.4375,0.325,sad
907,0.5625,0.5,happy
908,0.6625,0.75,happy
909,0.6625,0.825,happy
91,0.7375,0.8625,happy
911,0.3875,0.525,angry
913,0.275,0.35,sad
915,0.575,0.6875,happy
916,0.3375,0.2125,sad
917,0.6625,0.7375,happy
918,0.6375,0.4,relax
919,0.7375,0.6,happy
92,0.575,0.65,happy
921,0.5625,0.475,relax
922,0.7375,0.7625,happy
924,0.65,0.6125,happy
925,0.6125,0.5875,happy
926,0.4875,0.25,sad
927,0.65,0.5625,happy
928,0.825,0.8375,happy
929,0.3375,0.6,angry
93,0.65,0.6125,happy
931,0.5,0.4375,relax
932,0.6625,0.7,happy
933,0.7375,0.8125,happy
934,0.3875,0.4875,sad
935,0.386363636,0.511363636,angry
936,0.45,0.4125,sad
937,0.5875,0.6,happy
938,0.75,0.725,happy
939,0.6625,0.725,happy
94,0.8,0.7625,happy
940,0.5,0.625,angry
941,0.3,0.125,sad
943,0.4875,0.625,angry
945,0.575,0.675,happy
946,0.4,0.425,sad
948,0.4,0.4875,sad
950,0.6875,0.7,happy
951,0.75,0.625,happy
952,0.4875,0.525,angry
953,0.55,0.3375,relax
957,0.3375,0.525,angry
958,0.8625,0.825,happy
959,0.45,0.8,angry
96,0.825,0.875,happy
962,0.2,0.6375,angry
964,0.6,0.5375,happy
965,0.5375,0.5,happy
966,0.45,0.575,angry
967,0.5125,0.675,happy
968,0.4,0.4875,sad
969,0.175,0.5125,angry
97,0.75,0.85,happy
970,0.4875,0.7,angry
971,0.55,0.5875,happy
973,0.6,0.575,happy
974,0.5875,0.625,happy
978,0.725,0.6875,happy
979,0.5125,0.3625,relax
98,0.65,0.7375,happy
980,0.725,0.6375,happy
981,0.6,0.8,happy
983,0.5,0.775,angry
984,0.7375,0.825,happy
985,0.7,0.75,happy
989,0.3125,0.575,angry
99,0.6875,0.6875,happy
993,0.7625,0.8625,happy
996,0.5625,0.875,happy
997,0.6625,0.7125,happy
999,0.775,0.875,happy
